,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.266560291367489,0.138064223543569,0,0,0,0,0,0,0,0,0,0,0.130290735199367,0,0,-0.027677100736436,0,0,0,0,0,0,-0.353500669305572,0,0.091726769162107,0.863310921777014,-0.182740306709142,0,0,-0.0746724932722864,0,0.0970085824145729,-0.0266997268050732,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.080979544076323,0,0.18285752394479,0,0,0,0,0.0777810058015388,0.0248123684962294,0,0,0,0,0.160615440812836,0,0.0927829474956953,0,0.0766813399913067,0,0,0,0.0275405587372135,0,0,0,0,0,0.0230603134702053,0,0,0.14740856462051,0,0,0.208817618317187,0,0,0.0485899383047695,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0241702815909112,0,0,0,0,0.34370881576153,0,0,0,0,0,0,0,0.0658701978887204,0,0,0,0,0,0,0,0,0,0,0.102864284379988,0,0,0,0,-0.300281160837173,-0.286696814772415,0,0.193654659202897,0.106314805172195,0,0.540275943819047,0,0,0,0,0,0.216331982305176,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.583238073969953,0.32127354553117,0.085296345557951,0.507358834998353,0,0,0,0.243158569335425,0.217455557269565,0,0,0,0,0,0,0,-0.326715259764597,0,0,0,0,0,0,0,0,-0.670132352475119,0,0,0,0,0,0,-0.372821922356763,0,0,0,0,0.241760188120913,0,0.312671649234268,0,0,0
X5.HK.EQUITY,-0.208944564042469,-0.0260295094998221,0,0,0,0,0,0,0,0,0,0,0,0,0.63944074080792,0,0,0.10595071427112,0,0.347150275179257,0,0,0.233566525379357,0.0988371394721031,0,0,0,0,0,0,-0.111432059779391,0,0,-0.153924304133348,0,0,0,-0.114653653761572,0,0,0,0,0.025295281433933,0,0,0,0,0,-0.118454406085654,0.0804058967735519
X601988.CH.EQUITY,-0.101038145803943,0,0,0,0.374945601871706,0,0,0,0,0,0,0,0,0,0,0.064346499787876,0,0,0.451402672322572,0,0,0,0,-0.110415775860542,0,0,0,0,-0.322329868448274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792189382655681,0,0,0,0
X600036.CH.EQUITY,0,0.38049031644894,-0.0375462023112699,0,-0.114171254774374,0.0291664749265102,0,0,0,0.492870407015207,0,0.155997812290179,0,0,0,0,0.0775471917202118,0,0,0,0,-0.133541218529665,0,0.373985894422749,0,0,0.135324578648352,0,0,0,0,0,0,-0.210004766883097,0,0,0,0,0,0,0,0,0,-0.0322586075775177,0,-0.1118064689583,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.19836893277575,0,0,0,0,0,0,-0.117373214642217,0,0,0,0.0557772064960381,0,0,0,0,0,0.139109248821867,0,0,0,0.167533642510761,0,0,0,0.0431345942767394,0,0.144374462008039,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.121032579986195,0,0,0,0,-0.00872694218155833,0,0
X601628.CH.EQUITY,0,0.150370365238666,0,0.0275801078488599,-0.0126809807089347,0,0,0,0,0,0.179770953109754,0,0,0.383009656914619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657174166179283,0,0,0,0,0,0,0,0.184843651364896,0.0123997848095261,0,0,0,-0.0352405571990618,0,0.0717250358402682,0,0,0,0
X601328.CH.EQUITY,0,0,0.0981431236131939,0.0610933124536911,0,0,0.639632964554444,0,0,0,-0.0664290583507623,0,0,0,0,0,0,0.0339562371774669,0,0,0,0,0,0.232139812867619,0,0.241592022339771,0,0,0,0,0,0,0,0,0,0,-0.0104924800272767,0,0,0,0,0,0,0,0,-0.471530794198685,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.25223348489228,0,0,0,0,0,0,0,0.25419012844338,0,0,0.0203000855038756,0,0,0,0,0.0455260474532277,0,0.121675398668956,0,0,0,0,0,0,0,0.145577030777327,0.0537475705377837,0,0,0,0,0,0.0059123963650566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171181592336365
X600000.CH.EQUITY,0,0,0.476399592364406,0,0,0,0.335641301207358,0,0,0,0.234124209036532,0,0,0,0,4.33680868994202e-19,0,-0.122825800191338,0,0,0,0.0749534751346173,0,0,0,0.108720049098053,0,0,0,0.045386140953085,0,-0.0393079618584969,0,0,0,0,0.0057622951881402,0,-0.373386002443618,0,0,0,0,0,0,0,0,0,0,0
