,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.133302180766751,-0.133853876426325,0,0,0,0,0,0,0.43240903095758,0,0,-0.0565128947543777,0,0,0,0,0,-0.0490220253334535,0,0,0,0,0,0,0,0,-0.0459841022911715,0,0.665424751563537,0,0,-0.0564986841830687,0,0,0,0,0,-0.0683279784022731,-0.0272665309772581
X601318.CH.EQUITY,0,0,0,0,0,0,0.0932788967336849,0.0480533870168148,0.149218744412433,0,0,0,0,0.106135743907157,0,0,0,0,0.091300050606221,0,0.102730122596267,0,0,0,0,0,0.0119922519530519,0,0,0,0.0460696238584457,-0.0145259857879099,0,0.0313806088791991,0.0685976836792414,0,0,0,0,0.1979396902775,0.0713757225035602,-5.42101086242752e-20,0,0,0.0676532740322857,0,0,0,0,0
X601939.CH.EQUITY,0.281468999914803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130698357516454,0,-0.008747039570229,0.0697983616115447,0,0,0,0,0.0891765551924811,0,0,-0.317478333505384,0,0,0,0,-0.0169313728811988,0,0,0,0,-0.0583099524516865,0,0,0,0,0.579146621738509,0,0.128755470640998,0,-0.0277510820950146,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.167266626385621,0,0,-0.00718773210386694,0,0,0.431281472921652,0,0,0,0.358732100135957,0,-0.0597320840377942,0,0,-0.154218837295101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151045219717985,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147326747870531,0,0.166400784791512,0,0,0.153941285018496,0,0,0,0.215906157265549,0,0,0.0933219179512459,0,0,0,0,0,0,0,0,0,-0.174584344743618,0,0,0,0,0,0,0,0,0,0.147776243728428,0,0.0681961375052988,0,0,0,0,0,-0.0756805793982791,0,0,0.14899482532803,0
X601988.CH.EQUITY,0,0,0,-0.052590607790419,0.411208549486992,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0226721331957805,0,0,0.00970460457237072,0,-0.177340141023695,0,0,0,0,0.326659589698863,0,0,0,0,0,0,-0.363640893731288,0,0,0,0,0,0,0,0,0,0,0,0,0.0360236762638076,0.119828165077012,0,0,0,0
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810083,0,0,0,0,-0.127886029812009,0,0.501573146843507,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,0,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907597,0,0,0.229148885034848,0,0,-0.0768111324563129,0,0,0,0
X1299.HK.EQUITY,0,0,0.0263198835025335,0,0.246439344933471,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0684106908188239,0.0479253333159168,0,0,0,0,0,0,0.246789071020359,0,0.0135372906174502,0,0.0924969162886054,0,0,0,0.0400751162824136,0,0,0,0,0,0,0,0,-0.222864246868252,0,-0.111457289498681,0,0,0.0619432207250335,0,0
X601628.CH.EQUITY,0,0.121165193675054,0.0164569772945391,0.071976731863848,0,0,0,0,0,0,0,0,-0.0397143403175742,0.298592804052093,0,0,-0.0264371913740673,0,0,0,0,0,0,0,0.143228163051762,0,0,0,0,0,0,0,0,0,0,0.205499390115121,0,0,0,0,0,0.188626553547822,0.0173373403871472,0,0.059890077318226,0,0,0,0.0421030637571049,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.668854997851121,0,0,0,0,0,0,0,0,0.0864276263903558,0,0,0,0.204386739406135,0,0,0,0,0,0.119708580697834,0,0,0,0,0,0,0,0,0,-0.0312517996078571,0,-0.0882147492589773,0,0,0,0.0234254994001528,0.028312347412305,0,0,-0.213420099295538,0,0,0,0
X601166.CH.EQUITY,0.160964096102931,0,0,0.250153788351934,0,0,0,0,0,0,0,0,0.318217524234905,0.00665246761812258,0,0,0,0,0.0902652421397787,0,0,0,0,0,0,0,0,0,0,0,0.0521933213213209,8.67361737988404e-19,0,0,0,0,0,0,-0.0372838807209273,0,0,0,0,0,0,0,0,0,0,-0.00251732652067716
