,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.483343252186621,1.0842021724855e-19,0,0.436851899784001,0,0,0,0,0.00839183111165848,0,0,0,0,0,-0.0594458105996987,0,-0.0504026665542579,0,0,0,0.0124590720596143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22412016891285,0,0,0,0,0,0,0,0,-0.100541509242234,0,0,-0.203684612899727,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0583246495654752,0,0,0,0,0,0,0.130436326499945,0,0.160886088049101,0,0,0,0,0,0.0631379887651844,0,0,0,0,0,0,0.0508818050565823,0,0,0,0,0.0883808418326204,0,0,0,0,0,0.378433967636309,-0.0236678083711276,0.0735725199818709,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136469954969635,0,0,0,0,0,0,0,0.00888309026951056,0,0.0684609389137134,0,0,0,0,0,0,0,0,0,0.122973041769944,0,0,0,0,0,0.40552242984732,0,0,0,0,0,0,0.0672479139901397,0.0922250176324249,0,0,0,0.0160479736106085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0473655380140721,0,0,0,0.0310295451185187,0,0.028179625258985,0,0.0955106379829226,0,0,0,0,0,0,0,0,-0.00345996134397946,0.381315197361617,0,0,0,0.101329009954867,-0.0172074665410087,0,0,0,0,-0.0505292412129931,0,0,0,0,0,0,0.190973829214563,0,0,0,0,0,0,0,0.0792448424798164,0,0
X5.HK.EQUITY,0,-0.134382264840278,0,0,0,0,0,0,0,0,0,0,0,0,0.0180373381429337,0,0,0.138737368557405,0,0.360038060634022,0.0134586212827757,0,0,0.40702738134211,0,-0.0144767264358075,0,0,-0.187429272131751,0,0,0,-0.0519329215699685,0,-0.0687705080221666,0,0,0,0,0,0,0,0,0,0,-0.00668715695419314,0,-0.132096656517118,0,0.293487085815797
X601988.CH.EQUITY,0.2443913756831,0,0,0.415965188892972,0,0,0,0,0,0.109884010268199,0,-0.0939714961277421,0.0496757307692644,0,-0.128526303809141,0,0,0,0,0,0,1.38777878078145e-17,0.184508592683921,0,0,-0.00926350819642289,-0.0638893591347893,0.131436590383854,0.0612135518725788,0,0,0,0,0.0637546781731187,0,0,0,0.0664568498711162,0,0,0,0,0,0,0,0,0,0.11369365724064,0,0.0206979564911802
X600036.CH.EQUITY,0,0.528213147366363,0,0.0364996959782527,0,0,0,0,0,0.0625367746985586,0,0,-0.187066541654914,0,0,0,0,0,0.0837239176668875,0,0,0,0,0,0,0.188439128444554,0,0,0.0217752583097059,0,0,0,0,0,0,0,0,0,0,0,0,0.282125920918784,0,0,0,0,0.137995881891614,0,-0.22633161981139,0
X1299.HK.EQUITY,0,0.119706166695874,0,0,0,0,0,0,0,-0.116659380863774,0,0,0,-0.0675053782159774,0,0,0.0793452774949626,0.223727948205677,0.219533581747687,0,0.205573402854692,0.167877802434874,-0.105084280643483,0.000118859907787636,0,0.0746028284369591,0,0,0,0,0,0,0,0.0851493571161757,0,0,0,0,-0.129736383095591,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175768918038891,0,0,6.93889390390723e-18,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.237726533805408,0,0,0,0,0.0273459015670037,0.147647542765664,0,0,0,0,0,0,-0.0432257200642512,0,0,0,0,0,0,0,0,0.14013995156565,0,0.10237213999613,0,0,0,0,0,0,0,0,0.0689771177711973,0
X601166.CH.EQUITY,0,0,0.1721219731828,0,0,0.226761574800055,0.0379413581661825,0,0.0942904887862092,0,0,0,0,0,0,0.433249940108937,0,0,0,0,0,-0.418740706372613,0,0,0,0,0,0.329841531774007,0,0,0,0,0,0.330284496706131,0.0594998678992902,0,0,0,0,0,0,2.16840434497101e-19,-0.136369742984936,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.117278232005188,0.014899638100922,0.0383655703615189,0.326854444075627,0,0,0,0,0,0,0,0,0.0582353967668886,0,0,0,0,0,0,0.0164027517195431,0.199526737951556,0,0,0.0486544737366561,0,0,0,0,0,-0.000534548943101914,0,0,0,0,0,0,0.0012873745788568,0,0,0,0,0,0.0969970962625489,0,0.131555092122546,0,0,0.00977421889434324
X600000.CH.EQUITY,0.0621473147647976,0.145119389052851,0,0,0,0,0.104394999806156,0,0,0,0,0,0,0,0,0,0,0,-0.00558529003854415,0,0,0,0.187016089525135,0,0,0.079363167819859,0,0,0,0,0,0,0,0.0642689236817622,0,0,0,0,0.204128354820504,-0.030384695449632,0,0,0,0,0,0,0.185647090477785,0,0.00103164300581593,0
