,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.209365918979314,0,0.413218913262503,0,0,0,-0.0116110613006221,0.158796694248376,0,-3.46944695195361e-18,0.073437291788977,0,0,0,0,0,0,0,0,0,0,-0.0799501208907478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616513480861552,0.00614548169203789,0,0.121213592036799
X601939.CH.EQUITY,0.354074076707268,0,0,0.286127341852005,0,0,-0.0952266437818837,0,0,0,0.00280228804516935,0,0.140298753234906,-0.0648195322112873,0,0,0,0,0,0,0,0,0,0,0,0.0316924116590777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201854598134727,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0
X601288.CH.EQUITY,0.449993276731282,8.67361737988404e-19,0,0,0.209370225005763,0,0,0,0,0,0,0,0.0159443529616896,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170181947867875,0,0,0,0,0,0,0.0199276773236507,0,0,0,0.0264481048894672,0,0,0,0,0,0,0,0,0,0.0643519816803204,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.147647864496723,0,0.280588344089985,0,0,0,0,0,0.271196782746769,0,0,0,0,0,0,0.132921747310855,0,0,0,0,0,0,0,0,0,0,0,0,0.0983504559657404,0,0,0,0,0,0,0,0,0,0,0.109097221591244,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882462342465279,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.142080440477197,0,0,0,0,0,0,0,0,0,0,0,0.0135821624915331,0.176944231718801,0,0,0.0313441978025988,0,0,0,0.188424317513093,0,0,0,0,0,0,0,0.0234709976821467,0,0.225271554975957,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019
X601658.CH.Equity,0,0,0,0.165438528796769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138374412877887,0,0,0,0.141131118599523,0,0,0,0.294860872536856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
