,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.293457748507716,0,0.330639658428931,0,0.0166981325775322,0,0,0.0911038617871182,0,0.0603613203610343,0,0,0,0,0,0,0,0,0,0,0,0,-0.107340327468804,0,0,0,0.0469256055845103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981560264569718,0,0.118172879997854
X601939.CH.EQUITY,0.41753031950337,0,0,0.217211386873915,0,0,-0.145672614103383,0,0,0,0.00973648687752037,0,0.146247730364833,0,-0.0768793276081325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728779034565848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254297798592589,0,0,0,-0.0637285834482004
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0
X601288.CH.EQUITY,0.5002339628207,0,0,0,0.19861566341864,0,0,0,0,0,0,0,0.0747475658771366,0,0,0,0,0,0,0.0129638330341513,0.118431411184599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507790764162355,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.3811046414407,0,0,0,0,0,0.264981740506439,0,0,0,0,0,0.356554967974338,0.0873558300907878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368426296710158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848628357342311,0,0,0.058844391541256,0.122707614071901,0,0,0,0,0,0,0,0,0,0.0246765447375311,0,0,0,0.147117930926457,0,0,0,0,0,0,0,0,0.219903693042287,0,0,0,0,0,0,0.0922903015900878,0,0,0,0,0.117246175249481,0,0,0
X5.HK.EQUITY,0,-0.0361982277416923,0,-0.175203719267488,0,0,0,0,0,0,0,0,0,0,-0.00534940214090476,0,0,0,0,0,0.0548271817437716,0,-0.580626244286601,1.07014167615249,0,0,-1.38777878078145e-17,-0.0324362905143971,0.468207991206628,0,0,0,0,0,0,0,0,0,0.434546918624826,0,0,0,0,-0.13039761240632,0,0,0,0,0,0,0.0977240504795402
X601628.CH.EQUITY,0.0657265879400581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104121396811138,0,0,0,0,-3.46944695195361e-18,0,0,0.01679700307013,0,0.15843075855796,0,0,0,0,0,0,0,0,0,0,0.0181487490673163,0,0,0,0.215381486654429,0.201806716687215,0,0,0,0,0,0.0646027256844274,0,0.10481293921177
X601658.CH.Equity,0,0,0,0.0418538907343562,0.197331619161522,0,0,0,0,0,0,0,0.262612923300396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876424055866931,0.173445402847841,0,0,0,0,0,0,0,0,0,0,0.0447225293557415,0,0,0,0,0,0,0,0.352156866021197,0,0,0,0
