,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0886210284738623,0,0.415641988830921,0,0,0.0463104069484526,0,0.240247783605939,0,0,0.147165611679061,0,0,0,0,0,0.0265861169554878,0,0.00819219221678717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599704404018422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369702028482224,0,0,0.155626640125122,0,0,0,-0.0620767976989361,0,0.0276699427063273,1.38777878078145e-17,0,0.366828769002737,-0.0548260609812687,0,0,0,0,0,0,0,0,0,-0.0187281363305414,0,-0.115216984573577,0,0,0,0,0,0,0.149221945909809,0,0,0,0,0.0401438057450912,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0100192175365363,-0.0158407061995298
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0
X601288.CH.EQUITY,0.428885183535706,0,0,0,0.384086320535476,0,0,0,0,-0.0100213451964631,0.0713071336381462,0,0,0,0.0244296643072976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669896907281369,0,-0.0660805998344959,0,0,0,0,0,-0.0342540552418418,0,0.0706159575908578,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.279248657147186,0,0,0,0,0,0.00144931684471329,0,0,0,0,0,0,0,0.136279960021132,0.135507978713097,0,0,0,0,0,0,0,0,0,0.00150394862568566,0.0667727037766125,0,0,0,0.0119053933182248,0,0,0.0472386026055294,0,0,0,0,0,0,0.165947174234247,0,0,0.14764027041724,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.10528376667065,0,0,0,0.0568042100656107,0.15039020736723,0,0,0,0,0,0.547434981480045,0,0,0,0,0,0.425912517991042,-0.359207954575824,0,0,0,0,0,0,0,0,0,0,0,-0.00564673106900336,0.332557014902076,0,0,0,0,0,0,0,0,-0.156638628790574,0.0958529888748327
X600036.CH.EQUITY,0,0,0.0104301279906963,0,0,0.0242983535114889,0,0,0,0,0,0.45050164215601,0,0,0,0,0,0,0,0,0,0,0,0.0334948841439327,0,0.108965769345674,0,0,0,0,0,0,0,0,0.0698606146158,0.0257966129503405,0,0,0.0191305839140633,0,0,0.0498767044808358,0,0,0,0,0,0,0,0.239935250769546,-0.0224310845556312
X1299.HK.EQUITY,0.000853137501136931,0,0,0,0,0,0.104356001931836,0,0,0,0,0,0,0,0.10743650445546,0,0,0,0,0,0.22873709910256,0,0,0.0996132261319263,0,0,0,0.103663904827767,0,0,0,0,0,0,0,0,0.1789398035402,0,0,0,0.185110640238333,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365
X601658.CH.Equity,0,0,0,0,0.238179684830382,0,0,0,0,0,0,0,0,0,-0.194991422458783,0,-0.2185577748723,0,0,0,0,0,0,0.104591210732145,0,0,0,0,0,0.490210836908385,0,0,0,0.241164214975905,0.107086565529046,0,0,0,0,0.0468985767568822,-0.314113130016925,0,0,0,0,0,0.869150851402189,0,-0.150309241783739,0,-0.0401274850099652
