,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101752672389066,-1.38777878078145e-17,0,0,0,0.200310932941573,0,0,0,0.533293351121606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182415017440556,0,0.494207975251892,0,0,0,0,0,0,0,-0.0304876408387251,0.109174183235382
X601318.CH.EQUITY,0,0,0,0,0,0,0.0215980835238639,0,0.176797854666661,0,0,1.73472347597681e-18,0,0,0,0,0.0311229650862911,0,0.0705901027135261,0.0498057524160976,0.00627405408979986,0,0,0,0,0.142728374018548,0,0.0613189844059553,0,0,0,0,0,0,0,0.20112242383668,0,0,0,0.0958775472704034,0.122986226926648,0,0,0.129018743720701,0,0,-0.0546404295929601,0,0,0
X601939.CH.EQUITY,0.259246418287261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657077434879103,0,0,-0.200809955556389,0,0,0,0,0,0,0,0,0,0,0,-0.0187478966431071,0.502590094369285,0,0,0,0,0.113014381817272,0,0,0,0,0.004099235789958
X601288.CH.EQUITY,0,0,0,0,-0.0998404776338874,0,0,0,0.133426621326766,0,0.264854599067359,0.362206738448348,0,0,0,-0.0788015489986353,0,0,0,0,-0.0906853659033539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127843936949048,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.12510190227131,0.380327066112791,0,0,0,0,0.17966081280473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380028529403569,0.00131752220465874,-0.138130918972334,0,0,0,0,0,0,0,0,0,0.0920183280352839,0,0,0.219066413808706,0,0,0,0,0,-0.140366247261205,0,0.0963302240922898,0
X601988.CH.EQUITY,0,0,0,0,0.269795818755369,0,0.0340069937750898,0,0.0355758992319694,0,0.0996558186679506,0.11718718348185,0,0,0,0,0,0.0767663801625459,0,0,0,0,0,0,0.0484577220720442,0,0,0,0,0,-0.264121818746719,0,0.136748262723675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831088007749118
X1299.HK.EQUITY,0,0,0,0,0.286714431777369,0,0,0,0,0,0,0,0,0,0,0,0,0.126989137523769,0,0.0637029351250375,0,0,0,0,0,0.0644924068072003,0,0.12148063113416,0,0.09444492853535,0,0,0,0,0,0,0,0.308911697298755,0,0,0,0,0,0,-0.206354314427756,0,0,0,0,0
X600036.CH.EQUITY,0,0.30744872904037,0,0,0,0,-0.0608518118814422,0,0,0.411082440516082,0,0,0,0,0,0.0555138398968369,0,0,0,0,0.292080563165404,0,0,0,0,0,0,0,0.148409865583831,0,0,0,0,-0.180657815950913,0,0,-0.158718998641586,0,0,0,0,0,0,0,0.230484534357585,0,-0.00798225929973437,0,0,0
X601628.CH.EQUITY,0,0.20157589776197,0.0310282205077511,0.0888181441371804,0,0,0,0,0,0,0,0,0,0,0,0,0.225186224385244,0,0,0,0,0,0,0,0.026227671301814,0,0,0,0,0,0,0,0,0,0.257915550718401,0.00537623550985151,0,0,0,0,0,0.0332638574604897,0,0.0835578019083802,0.0810405898990199,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00431595335368212,0,0,0,0,0.758353540726669,0,0,0,0,0,0,0,0,0,0,0,0,0.144295170248559,0,0,0,0,0,0.0370113391866287,0,0,0,0,0,0,0,0,0,0,0,-0.00706823050999563,0,0,0.0210058865965435,0,0,0,0,-0.203963225547988,0,0,0.0503344016893154
