,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0343049655293839,0,0.621562057826696,0,0.0706294016863912,0,0,-0.0503380970662509,0,0,0,0,0,0,0,0,0.0857321379738369,0,0,0,0,0,0,0,0,0,0,0.0467089586121423,-0.0461573556933916,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135486703238742,0,0,0,0,0.163142244037428,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0818036024577186,0,0,0.0398482908718385,-0.0325135779506771,0,0,0,0.17637370415802,0,0,0,0,0,0.468977937977031,0,0,0,0,0,-0.0870839121912531,0,0,0,0.0805038007315377,0,0.125882395565429,0,0,0.107245733518262,0,0,0.0718977565269754,0,0,0,0.00691434026441808,0,0,0,0,0,0,-1.38777878078145e-17,0.0574527275777424,0
X601939.CH.EQUITY,0,0,0,0,0.334190368680096,0,0.187549640501445,0,0,0,0.148391838529654,0,-0.148285692777113,0,0,0,0,0,0,0,0.0997978221106536,0,0,0.497324154780258,0,0,0,0,0,-0.0489777690343956,0,0,0,0,0,0,0,-0.0429458142841175,0,-0.0135690336599259,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0686474011448099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380182450232672,0,0,0,0.0221977543546876,0.0977622323385383,0,0,0,0,-0.033899015746003,0,0,0,0.0428939235447939,0.312676943014371,0,0.199470604892821,0,0,0,-0.0266687150900272,0,0,0,0,0,0,0,0.0633467789931059,0,0,0,0
X601288.CH.EQUITY,0.0483821244289231,0.0458516874303509,0.0806716287566344,0,0,0,0.206039595509065,0,0,0.0578827399487956,0,0,0,0.0700286052552082,0,0,0.0999449257177907,0,0,0,0,0,0,0.221180072960017,0,0,0,0,0,0,0,0,0,0,0,0,0.195858277978765,-0.000852991472316878,0,0,0,0,0,-0.0639619895119645,0,0,0,0,0,-0.0453942345776503,0
X600036.CH.EQUITY,0.00983961776025742,0.236976966875533,0,0,0.0836586106225881,0,0,0.128981288713865,0,0,0,0,0,0.277628674829859,0,0,0,0,0.118912283942273,0,0,0,0,0,0.257012518334206,0,0,0,0.0633993798016869,0.016337834356448,0,0,0,0,0,0,0,0.00125434153370932,0,0,0,0,0,0,0,0,0.024779067817288,0,0,-0.0238202858188623,0
X601988.CH.EQUITY,0.0979940095848773,0,0,0,0.236571350165114,0.337892395024576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945229471333204,0,0,0,0.045710331925643,-0.0399385322524103,0,0,0,0,0.00891081357959208,0.232524627801663,-0.0283172368670587,0,0,0,0.0607222609945509,0,0,0,0,0.0864842243084014,0,-0.121262920072368,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.127202265251059,0,-0.0848343551200396,0,0,0,-0.0154796050514699,0.333055291549528,0,0,0,0,0.113451094422857,0,0,0,0,0,0,0,0,0,0,0.137158700153611,0,0.352866780061608,0.114943041470909,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0682289169950175,0,0,0,0,0,0,0.0877646312688418,0,0,0.108738416941672,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.177942517491487,0,0,0,0,0,-0.078749020418599,0,0,0,0,0.0977853525526563,0,0,0,0,0.0811020007909159,8.67361737988404e-19,0.400846869935408,0.102488357665479,0,0,0,0,-0.0373615260099506,0,0,0,0,0,0,0,0.165675983580989,0.267539300009867,0,0,0,0,0,0
X388.HK.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.116383092095736,0,0,0,0,0,0,0,0,0,0,0,0.177112107083299,0.0333072632703382,0,0,0,0.277035011184333,0,0,0,0,0,0,0.0428461992499096,0.201211941033869,0,-0.252706233226359,0,0,0,0.0585931935520718,0,0.196437773449692,0,0,0,0.0154939975752413
