,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.257849928196009,0,0.247921304785031,0,0,0,0,0,0,0,0,0.284042647146572,0,0,0,0.0555681098033409,0,0,0,0,-0.138456371980869,0,0,0,0,-0.0622298416675428,0,0,0,0,0,0,0,0,0,0.00611098793158856,0,0,0.0720995264730223,0,0,0,0,0,0,0,0.0711758960837759,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0
X601939.CH.EQUITY,0.610581205890032,0,0,0,0.024319139615745,0,0,0,0,0,0.137067606037346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351036919088898,0.00598326251621628,0,0,0,0,0.043493901898158,0,0,0.259048447900475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321945056094397,0,0,0,0,0.405338276586311,0,0,0,0,0.0749233436583496,0,0,0,0,0,0.128929665414381,0.0450719806498179,0,-0.0701585559004714,0,0,0,0,0,-0.014783575504687,-0.00604505383587176,0,0,0,0,0,0,0,0,-0.0832387774393801,0,0,0,0,0.169820593194887,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.155584457672309,-0.125953544716045,0,0.111831764453007,0,0.0278242784078236,0,-0.154223745514836,0,0,0,0.135795006218729,0.0482352139648653,0,0,0,0,0,0,0,0.496827597427387,0.0381073036212012,0,0,0,0,0,0,0,0,0.278912280312216,0,0,0,0,0,0,0,0,0,0.0017604545540543,0,0,0,0,0,0,0.201716077647848,0,0,0.0729887227868918
X601988.CH.EQUITY,0.163386225369737,0.14471735692838,0.231006661681008,0,0,0,0,0,0.110529201055967,0,0,0.0748734540040875,0,-0.125582628070763,0,0,0,0,0,0,0.0323196505814456,0,0,0,0,0,0,0,0,0,0,0,0,0.15033328916775,0,0,0.141585575158556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.046256533763353,0,0,0,0,0,0.242725019206237,0,0,0,0.0929801398455138,0,0,0,0,0.330363460883774,0,0.18008243238985,-0.041132095714427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.288358403883175,0.206266069891056,0,0,0,0,0,0.112137462472269,0,0,0,0,0,0,0,0,0,0,0,0,-0.198240301084564,0.101416036528582,0,0,0,0.0466791830998538,0,0,0,0,0,0,0.0414506838344468,0,0.0685185187002301,0,-0.262218786570888,0,0,0,0,0.0603701069575229,0.176728207181303,0,0,0,0,0,0,0,-0.00185462100212503
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.111825965223688,-0.43847601795262,0,0,0,0,-0.0496469041451924,0,0,0,0,0,0.770774381465311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616563295294682,0.196093522292775,0,0,0.133715795193905,0,0,0.219581277383065,-0.0905694034690362,0,-0.0134153418708621,0
