,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.215066265567561,0,0.108950955063024,0,0.0157546439107977,0,-0.051813824384304,0,0,0,0.390263526292379,0.0434335197330195,0,0,-0.127177194107354,0,0,0,0,0,0,0,0,0,0,0,0,0.0706293254053193,0.0264970192675246,0,0,0,0,0,0.162185962550711,0,-0.0848796466690228,0,0,0,0,0.0762872451766545,0,0,0,0.0772519321341852,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110960844510023,0,0,0,0.0013044402949525,-0.153343410553274,0,0.0898143716489741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220085139302881,0,0,0,0,0,-0.24187642002669,0,0.438368376167718,0.0364142667233035,0.120239732349907,0,0,0,0,0,0.177310170922124,0
X601939.CH.EQUITY,0.202593562729427,-0.01770371037438,0,0.351027205521129,0,0.0569082001752093,0,-0.0700954303196426,0,0,0,0,0,0,0.129386179723627,0,0,0,0,0,-0.0249592884116494,0.0233408224088153,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419443806298358,0,0,0,0.417488133117023,0,0,0,0.0402228213774961,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376281788395951,0,0.1596219711004,0,0,0.186901339204489,0,0,0.0849636762829539,0,0,0,0,0,0,-0.069675480844614,0.0571148737130956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000581069587520106,0,0,0,0,0,0.125576903167812,0,0,0,0,0,0,0,0,0.217307511900065,0,0
X5.HK.EQUITY,0,-0.132461253699698,0,0.293049532807502,0,0,0,-0.216794009456278,0,0,0,0,0.156532385753166,0,0,0,0,0,0,0.55148340244601,0,0,0,0,0.283775521352319,0,0,-0.0347073412691192,0,0,0,0,0,0,0.0205233199595366,0,0,0,0,0.0299710772403219,0,0,0,0,0,0,0.206500261373037,0,-0.0966441307062408,0,0
X601988.CH.EQUITY,0.22378788000169,0,0.0206199168649048,0.0707581396742957,0,0,0,0,0.0770735881680854,0,0.0426827590104476,0.182096810249364,0,-0.404605363331179,0,0,0,0,0,0,0,0,0.0149470791083845,0.414521348928662,0,0,0,0.0731183797297171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308357430910395,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.010450447463032,0,0,0,0,0,0.104756394087922,-0.00306523689795275,0,0,0,0,0,0.275623135640903,0.185295323814229,0,0,0,0.076405670576633,0,0,0,0,0,0,0,0,0,0,0,0,-0.00264652763173358,0.118441619121274,0,0,0,0,0,0,0,0,0.0740009513585818,0,0,0,0,0.12704965048772,0,0,0.0191009064120788
X1299.HK.EQUITY,0,0,0,0,0,-0.0371273884430525,6.93889390390723e-18,0,0,0,0.208938355252423,0,0,0,-0.158630189236042,0,0,0.307743658413644,0,0.24423796847495,0,0,0.0510837512259538,0,0,0,0,0.108451376561534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103484859365373,0,0,0,0
X601628.CH.EQUITY,0.208073020606882,0.261362735052992,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.053173315942496,0,0,0.032130215541788,0,0,0,0,0,0,0,0,0.083796899194039,0.0116506971645234,0,0,0,0.00903849109827973,0,0,-0.390368871474639,0,0,0,0,-3.46944695195361e-18,0,0.170173198990086,0,0,-0.00500279590926083,0.277897873519142,0,0,0,0
X601658.CH.Equity,0,-0.0114538110826383,0,0,-0.0154734865799176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954882909031225,0,0,0,0,0,0,0,-0.02233698512095,0,-0.0943717095104685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015592963365327,0,0,0,0
