,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0282009554413495,0,0.0286686623858016,0,0,0,0,0,0,0,0.390689892732795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280233210876925,0,0,0,0.20212408418433,0,0,0,0.115029652017926,0,0,0,-0.0160595211648116,0,0,-0.0173473016087812,0
X601318.CH.EQUITY,0,0,0,-0.0835723486555286,0,0.22045957591211,0,0,0.139779500648637,0,0.154806520270773,0,0,-0.0702343130982529,0.0321576090972147,0.115771372085338,0,0,-0.00548040810828371,0,0,0,-0.0954256073906528,0,0,0,0,0,0,0,0,0,0,0,0.145038940095381,0,0,0,0,0.363783350316856,-0.204906663730652,0,0.30740800751613,0,0.127894922716995,0,0,0,0,0,0
X601939.CH.EQUITY,0.328071642131462,0,0,0.25789805852516,0,0.13400842046189,0,0,0,0,0,0,0,0,0.122401110842416,0,0,0,0,0,0,0,0.0772758386113733,0,0,-0.0652992262711088,0,0,0,0,0,-0.0251932608475699,0,0,0,0,0,0,-0.100006918805816,0,0.369771397129161,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.162767001673996,0,0.291422366642043,0,0.148489915946444,0.331278710389305,0,0,0,-0.102328384340048,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.127607446683077,-0.025043504254793,0,0,-0.211344526433044,0,0,0,-0.0387385964774443,0,0,0,0,0,0,0,0,0,0,0,0,0.124853306361047,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0434821101965766,0.204030759356959,0,0.148169874934499,0,-0.376628151921257,0,0,0,0,0.0643790935141661,0,0,0,0,0,0,0,0,0.387781890164442,0,0,0,0.456034169363404,0,0,0,0,0,0,0.070515506161782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18872901258351,-0.0852012524585309,0,0
X601988.CH.EQUITY,0.224963463420775,0.0841010200628511,0.325986022410096,0,0,0,0,0,0.114308595406819,0,-3.46944695195361e-18,0.14485724423333,0,-0.222099191288035,0,0,0,0,-0.109378177598761,0,0,0,0,0.140927718582164,0.0800143754913593,0,0.134625941601438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320585753437122,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0193296408698942,-0.011635625713731,0,0.0960601800222597,0,-0.0252878877341158,0.0284186738119874,0,0.318234599719104,0,0.26541904779289,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0531368534096797,0.0697929856934888,0,0,0.0757444324620895,0,0,0.091033181666289,0,0,0,0.114090246904571,0,0,0,0,0,0,0.0634405417642839,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0434198673505738,0,0,-0.0134305003818473,0,0.0177976101528567,0,0,0,0.336615884984808,0,0.109733151524844,0,0,0,0,0.152233512430487,0,0,0,0,0,0,0,0,0,0,0,0.0204848956503705,0,0,0,0.125225941405913,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125407694889318,0.260082168256195,0,0,0.0704125728217807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388727973246384,0,0,-0.148269183664111,0,0,0,0,0.226950458605503,0,0,0.0395832344532994,-0.25447109706547,0,0,0,0,0,0,0,-0.0402769228400308,0,0,0,0.0150531216226582,0,0,0,0,0.08344996369593,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00111109694449447,0,0,0,0,0,0,0.0195774981285705,0,-0.136223440306724,-0.058936523961738,0,0,0,0,0,0,0,0.245430162382948,0,0,0,0,0,0.0941886061038752,0,0,0,1.73472347597681e-18,0,0.386769979913065,0,0,-0.159342058894727,0,0,0,0,0,0,0,-0.0558964448121735,0,-0.248584052369859,0
