,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.342401886057566,0.0614654819838895,0.110139119280218,0,0,0,0,0,0,0.209443591207875,0,0,0,0.0170869582044668,0,0,0,0,0,0,0,0,0,0.0134516190200766,-0.0258345185887793,0,0,0,0.0360820642920975,0.0087499351646106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450260586204364,0,0,0,0.145068420119006
X601939.CH.EQUITY,0.300535599292619,0,0,0.0398974823629757,0,0,0,0,-0.0505472660090691,0,0.187408365357742,0,0,0.106087643553796,0,0,0,0,0,0,0,0,0,0,0.217419645321279,0,0,0,0,0,0,0,0,0,0,0,-0.0329439451120594,0,0,0,0,0,0,0,-0.0111720352610871,0,0,0,0.14396154806792,-2.16840434497101e-19,-0.045654204407187
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0
X601288.CH.EQUITY,0.176635952494698,0,0,0,0.3657720759126,0,0,0,0,0,0.0401245281566714,0,0,0.0943796117353297,0,0,0,0,0,0.065216607539764,0,0,0,0,0.095809910201481,0,0,0,0,0,0,0,0,0,0.146845028529696,0,0,0,0,0,0,0,0.0114025933066868,0,0,0,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.484199571876615,0,0,0,0,0,0.259132971023663,0,0,0,0,0,0.0704505067713356,0.0678519193264203,0,0,0,0.0649366968859834,0,0,0,0,0,0.141152413457908,0,0,0,0,0,0,0,0,0,-0.616746467266586,0,0,0,0,0,0,0.0675447335638775,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0771812443354586,0,0,0,0,1.73472347597681e-18,0,0.000933827692931995,0,0,0.190933056205428,0,0,0,0,0,0,0,0,0,0.273503071980708,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.282852405067821,0,0,0,0,0,0,0,0,0.0647982276063375,0.0539400426696707,0,0,0,0,0.0244365977544431,0.0890982405698138,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0550877654701179,0,0,0,0,0,-0.0294287674001642,0,0.000678307533908754,0,0,-0.174230659292601,0,0,0,0,0.162359451643197,0,0,0,0.284095357631286,0,0,0,0,0,0,0.068447858137641,0,0,0,0,0,0,0,0,0,0,0,0.276241008099914,0,0,0,0,0,0,0.0329545202245436,0,0,0.122681944395383
X601658.CH.Equity,0,0,0,0.158296977893585,0.182100093045377,0,0,0,0,0,0,0,0,0.118445140792191,0,0,0,0,0,0,0,-0.0829020239963038,0,0,0,0,0.0367443702931194,0,0.0940633233454428,0,0,0,0,0,0,0,0,0.276526806205256,0,0,0,0,0,0,0,0,0,0,0.437065972552821,0,0
