,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.72373132287424,0,0,0.00485086503550566,0,0,0,0,0.0480158823780298,0,0,0.0664669568912911,0,0,0,0,0.0110126062252613,0.00611827433643317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631236017198482,0,0,0,0,-0.0276765705346224,-0.00249246450960306,0,0,0,0,0
X601939.CH.EQUITY,0.181090622241264,0,-6.93889390390723e-18,0.258974072627505,0,0.346134016476296,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0760996302577605,0,0,0,0,0,0.120713804755447,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0
X601288.CH.EQUITY,0.323460573836336,0,0,0,-0.0397326785820714,0.0300932543598363,0,0,0,0.13138601747555,0,0,0,0,0,0,0,0,0.0698413946200745,0,0,0,0,0,0.0180312573175894,0.242058441912977,0,0.0746869579019358,0,0.0836189411626474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584676775697154,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.326392868283503,0,0,0.213572131046735,0,0,0,0,0.238883077315652,0,0,0,-0.117112503032075,0,0,0,0,0,0.0682929115795045,0,0,0,0,0.105544519073589,0,0,0,0,0,-0.098786785103323,0,0,0,0,0,0,0,0,-0.664542339596668,0,0,0,0,0.262359626429996
X601988.CH.EQUITY,0.051051536433688,0.00441876152843682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686300161042761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779694927035027,0,0,0,0,0,0,0,0,0,0.13518475772979,0.080781348009118
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525124745584495,0,0,0.278791445349721,0,0,0,0.0856017867109592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169388424646331,0,0,0,0,0,0,0,0,0.112793101331422,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135494584589175,0.0672985341267984,0,0,0,0,0,0,0,0,0,0,0,0.0295790251223769,0.00342503075723058,0,0,0,0,0,0,0,0,0.0702713006696601,0,0,0,0,0,0,0,0,0,0,0.319927520946441,0,0,0,0,0,0.209954696456596,0.0698235407875392,-0.0271543344705818,0,0,0,0,0
X601328.CH.EQUITY,0.00162210230836569,0,0,0,0,0,0,0.170598328371381,0,0,0.0379815123155293,0.147445918622047,0,0,0,0,0,0,0,0,0,0.251185532205278,0,0,0,0,0.0313492000063736,0,0,0,0,0,-0.00875580765740037,0.0403779085791957,0,0,0.000777785564138237,0,0.252480724754726,0.0685657811888253,0,0.0396121456539311,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.172991782942635,0.0663736916975911,0.0419195982387536,0,0,0.031971625055911,0,0.143396249078186,0,0.103727605596685,0,0.123494855274654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648046240692814,0,0,0,0,0,0,0,0,0,0.11463534408101,0,0,0,0,0,0.0472317881293314
X600000.CH.EQUITY,0,0,0,0,0.0726841712892421,0,0.0902313693903116,0.257987191316706,0,0.104046898836885,0.0801280820656259,0,0,0,0,0,0,0,0,0,0,0,0.124801001912738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287464557618948,0,0.00286828515345002,0,0,0.00184296005544206,0,0,0,0,0,0,0.0430635080229177,0
X11.HK.EQUITY,0,0,0,0,0,0,0.183873645691616,0,0,0,0,0,0,0,0,0,-0.0123707048176958,0.0904324532011346,0,0.193635916002098,0,0,0,0,0,0,0,0,0.21810634831313,0,0.00569371858223885,0,0.292436003771859,0,0,0,0,0,0.0379002731130115,0,0,0.108040701267893,0,-0.0544869843926587,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0517787814328725,0,0,0,-0.0334168965049361,0,-0.116205359505809,0,0,0,0,0,0,0,0,0,0,-0.109763509064404,0,0,0,0,0,0,0.0961244388911332,0.134036270972366,0.125849167437039,0.282138783900042,0.215580375714471,0,1.0842021724855e-19,-0.0530908062587021,0,0,0,0,0,0,0,0,0.23859760677553,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0603851814167569,0,0.0555433305607846,0,0,0,0,0,0,0,0,0,0,0.0249537841318685,0,0.0670767486149743,0.0419221274806834,0,0,0,0.140961562004116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497907761433709,0,0.00148268513094559,0
X000002.CH.EQUITY,0,0,0.0585175162967322,0,0,0,0,0,0,0,0,0,0,0,-0.0581804999899638,0,0,0,0,0,0,0,0,0.00203806750056239,0.120554473072664,0,0,0,0.108008327429751,0,0.0640204677900929,0,0,0.697663153180544,0,3.46944695195361e-18,0,0,0,0,0.124690562685135,0,0,0,0,0,0,0,0,0.0451282377487711
X601319.CH.EQUITY,0,0,0,0,0,0,-0.277782078996085,0,0,0,0,0,0,0.0482178942869864,0,0,0,0,0,0,0,0,0,0.322777368710151,0,0,0.193553166481828,0,-0.243011006281581,0.133162452473142,0,0,0.135982154632259,0,0.001121912467096,0.558094256126212,0,0,0,0,0,0,0,0,0,0,0.0147495250391427,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.462888095479514,0,0,0,0.112874607976455,0,0.0403638464965314,0,-0.0761477948373407,0,0.000371180003745927,0,0,0,0,0,0.0679112064308588,0,0,0.119911187675726,0,0,0.0483185553427148,0,0,0.0566974983869239,0,0,0,0,0,0,0,0,0,0,0.0936149074099055,0,0,0,0,0
X601601.CH.EQUITY,0.137783387173127,0,0.00819943332027254,0,0,0,0,0.163366797391319,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0751106416325348,0,0,0,0,0,0,0.0185278012740585,0,0,0,0,0,0,0,0,0.0875558618116117,0,0,0.0562856373464124,0,0,0,0.0185601628083331,0.0568974450516707,0,0,0,0,0,0.288539363025893,0,0.0195384519294602
X267.HK.EQUITY,0,0,0,0,0.416709078306715,0,-0.289919690906427,0,0,0,0,0,0.025474238388271,0.229108875895324,0.0992668199184981,0,0,0.130259594955354,0,0,0.131349492394115,0,0,0,-0.130075161186412,0,0,0,0.043172719941009,0.317022717355162,0,0.0212227610084602,0,0,0,0.120680195886512,0,0,0,0,0,0,0,0,0,0,0,0,0.145299879593839,0
X688.HK.EQUITY,0,0,0,0,0.0785870538766177,0,0,0,0,0.190404743485487,0,0,0,0,0,0,0,0,-0.0678658999871556,8.67361737988404e-19,0,0,0,0,0,0,0,0.312788137373804,0,-8.67361737988404e-19,0,0,0,0.0583759776509118,0,0,-0.0380269930065738,0,0,0,0,0,0,0,0.205127521172871,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.129928936977019,0,0,0,0.26080442478002,0,0,0,0,0,0,0,0,0,0,0,0,0.0966716809669653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127062579427787,0,0,0.114815306563639,0,0,0.0409450567018903,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.132985093026746,0.228421333060476,0,0,0,0,0,0,0,0,0.086087723072572,0,0,0,0,0,0,0.110101079206168,0,0,0,0,0,0,0,0,0,0,0,0.0381122007503557,0,0,0,0.339743131678036,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0566247283758466,0,0,0.0547106971954413,0.00500146123257606,0,0,0.0667494236069501,0,0,0,0,0,0,0,0,0,0,0.00660887206980172,0,0,0,0.0804154298062047,0,0,0.568140331920216,0,0,0.0605050230378576,0.0375743711071939,0,0,0.0115887498060604,0.120049217857534,0.0131567617661446,0,0,0
X2007.HK.EQUITY,0,0,0,0.0426732007395537,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244311348079662,0,0.087670428792012,-0.255925629581495,0,0,0,0,0,0,0,0.373308370414094,0,0,0.093827738970468,0,0,0,0,0,0,0.481350652514671,0,0,-0.0133133746301821,-0.120164679491939,0,0,0.136123856092654,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0653180728989305,0,0,0.0647572323045726,0,0,0.0266555843971006,0,0,0,0,0,0,0,0,0,0.100728349594942,0,0.020795512374291,0,0.0402598437602699,0,0,0,0,0,0,0,0,0,0,0,0.0458465532994323,0,0.223006587272335,0,0,0,0,0,0.0787414284380542,0.210701873968778,0.0476853599640151,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.209717788643493,0,0.138822688294731,0,0,0,0,0,0,0,0,0,0,0,0,0.127261014677973,0,0.142521474970022,0,0,0.0478203906611039,0,0,0,0.131473447586263,0,0,0,0,0.0310072207279213,0,0.118584317798784,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
