,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.718906194508267,0,0,0,0,0,0,0,0.0418902254686042,0,0.0721845745638388,0,0,0,0,0,0.0103165480065377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690027136251779,0,0,0,-0.0177025278427614,0,0,0,0,0,0.00109567958199962
X601939.CH.EQUITY,0.118523504706208,0,0,0.257408321101814,0,0.374892397769205,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0756172134205191,0,0,0,0,0,0,0,0.057648006372045,0,0,0,0,0.0631824493241086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0
X601288.CH.EQUITY,0.190881976108827,0.0496253335520476,0,0,0,0.0318012413147356,0,0,0,0.162482269052139,0,0,0,0,0,0,0,0,0.092458825108995,0,0,0,0,0,0.0233096168548359,0.259831383768494,0,0,0,0.0553503326278102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599694211275899,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.440846073681703,0,0,0,0,0,0.0504205913982988,0,0.261483439007451,0,0,-0.0486840140639211,0,0.117315078752645,0,0,0,0,0.422414503868831,0,0,0,0,0,0,0,0.0198450789430505,0,0,0,0,0,0,0,0,0,0,0,0,-0.768847823834799,0.016212050922033,0,-0.184447076685212,0.156607740168157
X601988.CH.EQUITY,0,0.174836650725519,0,0,0.0451510442910217,0,0,0,0.0735201282676849,0,0,0.0840989124781636,0.126230017129276,0,0,0,0,0,0.0586725079924728,0,0,0,0.519473366476281,0,0,0,0,0,0,0.0305169373007587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032468770574042
X1299.HK.EQUITY,0,0,0.194675260477886,0,0,0,0,0.0632309067492018,0,0,0,0,0,0,0.20764107090903,0,0,-0.0915953879506781,0,8.67361737988404e-19,0.214193746165648,0,0,0,0.00324786331941993,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0832625698900718,0,0,0,0,0,0,0,0,0,0,0.0300913690673444,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140905601388745,0.0723474343257972,0,0,0,0,0,0,0,0,0,0,0,0.0306094301721535,0,0,0,0,0,0,0,0,0,0.0626302982675398,0,0,0,0,0,0,0,0,0,0.325141120604663,0,0,-3.46944695195361e-18,0,0,0,0.207952999727007,0.0712567899728107,0,-0.0261791844913335,0,0,0,0
X601328.CH.EQUITY,0.00161717119011352,0,0,0,0,0,0,0.171620857825067,0,0,0.0383771062110317,0,0.149569424615953,0,0,0,0,0,0,0,0,0.252395285100832,0,0,0,0,0,0,0.031435566616109,0,0,0,-0.00883498866292065,0.0403111450007947,0,0.000784023429447467,0,0,0.0688957245404529,0.256255640663596,0,0.0395387823305596,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0541727220558902,0.171065225073962,0.0829271862044057,0,0,0.0159022250948149,0,0.200463649046997,0,0.0715012104352266,0,0,0.0336128846007916,0,0,0,0,0,0,0,0,0,0.130503854442582,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0290625496228456,0,0,0,0,0,0,0,0,0,0.0757774949844285,0,0,0,0,0,0.0560415064241596
X11.HK.EQUITY,0,0,0,0,0,0,0.142607250557677,0,0,0,0,0,0,0,0,0,-0.00770964935267195,0.0742521819278518,0.079043494818508,0.217037246654712,0,0,0,0,0,0,0.205008348542352,0,0,0,0,0,0.298098864354112,0,0,0,0,0,0,0,0,0.0841471889000331,0,-0.0277098280864842,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.00744314018704593,0.123403844597063,0,0.171668370677756,0.0780539208870963,0.0861703802669274,0.0720118513543993,0,0,0,0,0,0.0366915969950961,0,0,0.0530048097928467,0,0,0.0973289973987787,0,0,0,0,0,0,0,0,0,0.0530724588669736,0,0,0,0,0.00202688249974955,0,0.210552574990039,0,0,0,0.00888014388231752,0,0,0,0,0,0
X16.HK.EQUITY,0.0582879951663219,0,0,0,0,0,0,0,-0.0661196012177495,0,-0.00189738095666653,-0.046849001318666,0,0,0,0,0,0,0,0,0,-0.206821883937302,0,0,0,0,0.197771993717664,0,0,0.123660007108741,0.181044335594729,0.292033763276408,0.216456173796817,0,0,0,0,-0.0496892814022045,0,0,0.0955637179693692,0,0,0.0302814585497667,0,0.129996467614572,0,0,-0.06196760402723,0.0743957028285643
