,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.421934500216242,0,0,0,0.0128397891512038,0,0,0.0837260540842136,0.225229987467282,0,0,0.169092048031723,-0.0473448170115342,0,0,0.0853539534204584,0,0,0,0,0,0,0,0,0,0,0,0,0.0936894564109263,0,0,0,0,0,0,-0.0329847048177244,0,0.0369837803969334,0,-0.0218998783457777,0.0219233294985544,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0142335482407341,0.125867837392156,0.211835452029911,0,0,0,0.0470703649672764,0,0,0,0,0.330461974429258,0.0914213663758851,0,0.0511824174191541,0,0,0,0,0.0250835341529011,0,0,0,-0.0685025814438856,0,0,0,0,0,0,0,0,0,0.0635531950353307,0,0.0496863153242942,0,0,0.0386544807302362,0,0.0191863719714756,0,0
X601939.CH.EQUITY,0.247700765997619,0,0,0.479823540202679,0.0840211430553919,0.0770676055325254,0,0,0,0.03022287478982,0,0,0,-0.00105139350459966,0,-6.93889390390723e-18,0,-0.042926211293833,0,0,0,0,0,0,0,0,0,0.16037131403149,0,-0.0509615620283146,0,0,0,0,0,0,0,-0.0111855159770807,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.159507868291518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288772588795972,0,0,0.124284053429487,0,0,0,0.0767969859835069,0,0,0,0.0533327648978991,0,0,0,0,0,0,0.0855168577698458,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565810801143305,0,0,0.206137572065783,0,0.206677482977076,0,0,0,0.211970317151379,-0.00846021659500618,0,0,0,0,0,0.195455575261603,0,-0.242532363171243,0,0,0,0,0.0447082239748733,0,0,-0.0597595162601745,0,0,0,0,0,0.196422922832534,0,0,0,0,0.0805263007600803,0,0,0,0,0,0,0.171788972927662,-0.00758724812015145,0
X601988.CH.EQUITY,0,0,0,0,0.420404591595784,0,0,0,0,0,0.0628965064926144,0,0,0,0,0.195855982024552,0,0,0,-0.200038629859098,-0.104481891617069,0,0,0,0.316699007393235,0,0,0,-0.0990087782412889,-0.259511515083664,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0509933579433886,0,0,0,0,-0.0403092161768307,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0883786281561375,-0.0823091742414799,-0.0328354677239984,0,0.121787124893535,0,-0.130331891558862,0,0,0.0603933398193367,0,0,0.542301101329745,0,0,0.0608788788538827,0,0,0.0915944504502763,0,-0.0517566143263033,0,0,0,0.0101199159954917,0,0,0,0,0.0391185469346747,0.250788192287096,0,0,0,0.105342098191931,0,0
X1299.HK.EQUITY,0,0,0,0,0.133662919704797,0,0,0,0,0,0,0,0,0.0460744337751331,0,0,0.191471333710744,0,0,0,0,0,0,0,0,0.0375627605090114,0.159774612716416,0,0.153397567353253,0,0.0480916652696457,0,0,0,0.111370086511387,0,0,0,0,0,0,0,0,0,-0.0944444494306911,0,0,0,0
X601628.CH.EQUITY,0,0.182523117958688,0,0.164814802974096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682367804945426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755178970986559,0,0,0.386994522204914,0,0,0.0348745252027282,0.018720460286089,0,0.133398132501058,0,0.056362775845643,0,0,0,0
X601328.CH.EQUITY,0,0,0.360026318985091,0.0316634211947891,0,0,0,0,0,0,0,0.416135166858393,0,0,0,0,0,0,0,0,0.0228732679711269,0.0859988496523223,0.127812315367053,0,0,0,0,0,0,0,-0.0117336231576655,0,0,0,0,0,0,0,0,0.0688989575745029,0,-0.0786747407986308,0.217130666367478,0,0,0,0.0813917196310541,0,0
