,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.155200436204483,0,0,0,0,0,0,0,0,0.521134220814884,0,0,0.019173083316346,0,0.0191452292876842,0,0,0,0,0,-0.189529012784176,0,0,0,0,0,0,0,0,0,0,-0.308131141378253,0,0,0,0,0.700489825917178,0,-0.154893595933686,0.0589365334940826,0,0,0,-0.0527196278108879,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189908417097204,0,0.025821171165003,0.0299465781485741,0,0,0,0,0,0,0.0276655521069854,0.124961719801644,0,0,0,0,0,0,0.0493371761009614,0,0,0,0,0.0991884336765052,0,0,0,0,0,0,0,0.038187949899891,0.530595557085185,0,0,-0.111002240791635,0,0,0,-0.0331843177473033,0,0,0
X601939.CH.EQUITY,0.330621659891482,0,0,0,0,0,0,0,0.0285150315450755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181766930518643,0,0,0,0,0.160798839015775,0,0.0594412385331698,0,0,0,-0.181603635492274,0,0,0.360494391660632,0,0,0,0,0,0,0,0,0,0,0.0414397163185859
X601288.CH.EQUITY,0,4.33680868994202e-19,0,0,0,0.230448956184661,0,0,0,0.0124582956214421,0,0,0.0527167959342121,0,0,0,0,0,0.0589501325237455,0,0,0,0,0,0,0,0.129425319315729,0,0,0,0,0,0,0,0,0,0,0,0.311939526070902,0,0,0,0,0.167042151575235,0,0,0,0,0
X5.HK.EQUITY,-0.0576399064387025,-0.136258419604571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350237926342567,0,0,0.205890798485087,0,0.175163129156086,0,0.309207785129196,0,0,0,0,0,-0.108735207762133,0,0,0,0,0,0,0,0,0,0,0.197297215628891,-0.0768222627892745,0,0,0,0,-0.0859868549729178,0,0
X601988.CH.EQUITY,0.250185829754918,0,0,0.573137381601648,0,0,0,0,0,0,0.101974378459559,0,0.103077996794047,0,0,0,-0.054040655066888,0,0,0,0,0,0.00635532207450256,0.0605136431541159,0,0,0,0.0465815740578586,0,0.00379327536098806,0,0,0,0,0,0,0,0.0217379981169692,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0.581308122246284,0,0,0,0,0,0,-0.00487712155237668,0,0,0,-0.0882587991839761,-0.141445360813912,0,0,0,0,0,0,0,0,0,0,0,0.255165751100974,0,-0.125898152894724,0,0,0.0201943477295865,0,0,0,0,0,0,0,0,0,0.172371925064549,0,0,0,0,0.132206112490155,0,0,0
X1299.HK.EQUITY,0,0.180364771247706,0,0,0,0,0,0,0,0,-0.0922032675622085,0,0,0,0,0.260819401505815,0,-0.154059007077198,0.0711434483202821,0,0,0.0608811622740753,-0.0253295828242854,0,0.548919282034419,0,0,-0.0957981198148067,0,0,0,0,0,0,0,0,0,0,0,-0.0873487274850025,0,0,0,-0.0119648743005015,-0.134042548503016,0,0,0,0
X601628.CH.EQUITY,0,0.18654925799269,0,0,0,0,0,0,0,0,0.0142723229211839,0,0.0261931205095491,0.266857612457431,0,0,0,0,0.000183307773284307,0,0,0,0,0,0.100241738096931,0,0,0,0,-0.0424609847326688,0,0,0,0,0,0,0.0226647483192344,0,0.17157404836926,-0.0594576241047456,0,0,0,0,0,0,0,0,0.107297444381673
X601328.CH.EQUITY,0,0.224933769334142,0.167819029918697,0.312146622426385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236799636288011,0,0,0.111584484890505,0,0,0.25813958033627,0,-0.0340161949802955,-0.0745270011824896,0,0,0,0,0,0,0,0,0,0,0,0,0.0736336950284942,0,0,-0.0296748650131674,0,-0.286270062453743
