,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0.452352663442373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190006399285105,0,0,0,0,0,0,0,0,0,0.395788717783038,0,0,0.154583054048916,0,0,0,0.0867266031157634,-0.149302275201955,0,0,0,0,0,0,0,0,0,0,-0.105621450706231,0.0898688661266756,0,0,0
X601939.CH.EQUITY,0.178919122004547,0,0,0.299628967526226,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.234072443141743,-0.0657304299961708,0,0,0,0,0,-0.0259540555830113,0.129526453494606,0,0,0,0.295682777773351,0,0,-0.0826935985733983,0,-0.142963671362039,0,0,0,0,0,0,0,-0.00112050381385206,0,0,0,-0.0465626990261936,-0.0384482734229703,0.0284933580614994,0,0,0,0.106614619646919,0
X601318.CH.EQUITY,0.0160048537769101,0,0,0,0.232707529010337,0,0,0,0,0,0,0,0.110460575396667,0,0,0,0,0,4.33680868994202e-19,0.0864214433461399,0,0,0,0,0.112137434315241,0,0,0,0,0,0,0,0,0,0,0.163787401758874,0,0,0,0.0953302674372722,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.236493450053563,0.0472368677591044,0,0.403051011253545,0,0,0,0,0,0.158428738941359,0,0.0975684956787874,0,0,-0.0194933981535182,0.0829405447559987,0,0,0,0,0.0144603348218639,0,0,0,0,0,0,0,0.0522657047171992,-4.33680868994202e-19,0,-0.0456785723130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381630299587349,-0.0723168907740331
X601988.CH.EQUITY,0,0.216969159388643,0,0.336885769653693,0,0,0,0,0,0.247011945210356,0,0,0,0,0,0.319244509640957,0,0,0.0675013110429456,0.0480812367798058,0.0485447784669425,0,0,0,0,0,0,0.0458265216826563,0,0,0,0,0,0,0,0,0,0,-0.56416650614811,0,0,0,0.0492169003463192,0,0,0,0,0,0,0.169363756539718
X600036.CH.EQUITY,0,0.157921235932935,0.0169990103087325,0,0,0,0,0.0278519617179705,0,0,0,0,0.0638178278189937,0,0,0,0,0,0.0990383039146573,0,0,0,0,0,0.235947495405529,0,0,0,0,0,0,0,0,0.377353981947182,0,0,0,0,0,0,0.0677024696455251,0,0,0,0,0,0,0.079302749535431,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0830435667738017,0,0,0,0,0,-0.0938495429053668,0,0,0,0,0.0436970628158174,0,0,0,0,0,0.397241158850045,0,0.207691331141007,0,0,0,0,0,0.0026289958626716,0,0,0,0,0,0,0,0,0,0.0461420883894101,0,0,0,0,0,0,0,0.284512633163932,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0
X601658.CH.Equity,0,0.0263406073524838,0,0.0388825365590676,0.0963611657750212,0,0,0,0,0,0,-0.0345890750051078,0,0.0548525044945892,0,0,0,0,0.140855494516013,0.233545328202258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333193621921447,0,0.134110492236262,-0.159243187431403,0,0,-0.13419918800546,0,0,0,0,0,0,0
