,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.163356289592166,0.0727926830447673,0.0463394537307172,-0.00300857441855191,0,0.354619219702174,0,0,0,0.0764992631136356,0,0,0.0258831916270378,0,0,0,0,0,0,0,0,0,0,0.07474863863264,0.0740260647489508,0,0,0,0,0,0,0,0,0,0,0.1042198859986,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0653892603098977,0.0576381799497756,0,0,0.0864557564286379,0,0,0,0.048839398606003,0,0,0.054551444238522,0,0.0935556647383475,0,0.222932230967533,0,0.0872114228508317,0,0,0,0,0,0,0.0215927665100422,0,0.167915557421687,0,0,0,0,0,0,0.129635150981643,0,0,0,0,0.0384139770883997,0,0,0,0,0,0.0368036270618045,0
X601939.CH.EQUITY,0,0,0,0.195511764848585,0,0,-0.101592733889517,0,0,0,-0.0211735204443941,0.143049432328067,0,0,0,0,0,0,0.150942632149043,0,0.0326913192767791,-0.095204445827778,0,0.0162316065053453,0.125811237509343,0.566161832218835,0,0,0.0354481518876763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.00966111548976412,0,0.126256190105593,0,0,0.0484056552034533,0,0.480445977462435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859724864648925,0,0,0,0,0.119141710584113,0,0,0,0,0,0,0,-0.0207911612468461,0,0,0,0,0,0,0,0,0,0,0,0.120941705982591,0,0
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.174762900247564,0,0,0,0.0616555704601797,0,0,0.166993457079899,0,0,0,0,-0.132419527956844,0,0,0,0,0,0,0.0798735797624668,0.607788427359045,-0.0495244140810793,0,0,0,0,0,0,0.0935283151141008,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0745494177687424,0,0.0643729479570152,0,0,0,0,0,0.164802346513226,0,0,0,0,0,0,0,0,0,0.179876413098543,0,0.171210653065007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105914324733556,0,0.0735080288562559,0,0.0784858817593428,0.132088998892379,0,0.0883847538059142,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.650791510464174,0.235030665227562,0,0,0,0,0,0.0678862995571051,0,0.0947040908406516,0,0,0,0.0807139899016232,0,0,0,0,-0.0217720081415916,0.013707243602165,0,0,0,0,0,0,0,0.0313863953154823,0,0,0,-0.0265925036992043,0,0.0146203519283086,0,0,0,0.0876337727920597,0,0,0,0,0,0,-0.0177056007392386,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00930204866671819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134066280697604,0,0,0.174255511047101,0.0841779866349838,0,0,0,0,0.0155412877690586,0,0,0,0,0,0,0,0,0,0.339386399268478,0,0,0,0,0.16297769015176,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0487173707394732,0,0.0711276610070434,0,-0.00760921943704452,0,0,0,0,0.0616940197273178,0.140161808464283,0,0.0786442649711979,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.156761380485681,0.38658639214253,0,0,0,0,0,0,0.0323051667217113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
