,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.268444341987129,0.164759570855625,0,0,0,0,0,0,0,0,0,0,0.194237172580627,0,0,0,0,0,0,0,0,0,-0.301689216440842,0,0,0.89114944004365,0,0,-0.177323720508969,-0.0394027261619323,0,0.0550805013219441,-0.030674296145015,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.123855335048687,0,0.192144438675433,0.0157979259543849,0,0,0,0.0345599233329764,0.0652762695832585,0,0,0,0,0.133700270399027,0,0,0.0892760701571359,0.0200127385809449,0,0,0,0,0,0,0,0,0,0,0,0,0.149648855378772,0,0.209663769920478,0,0,0,0.0397368083143944,0,0,0,0,0,0
X601939.CH.EQUITY,0.325099648902667,0,0,0,0.161010666275841,0,0,0,0,0,0,0,0,0,0,0,0,0.0313888250618084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134963515085773,-0.110138363315152,0,0.116217141422008,0,0.432300418202952,0,0,0.0523952023090412,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.500579716850877,0.177376670435644,0,0.465885765237745,0,0,0,0.498098145063884,-0.268078687387166,0.108310248797769,0,0,0,0,0,0,-0.186857529663637,0,0,0,0,0,0,0,-0.604203765721951,0,0,0,0,0,0,0,0,0,0,0,0,0.229975027118146,0,0.144661250900624,0,0
X5.HK.EQUITY,-0.0289433243265115,-0.071391826936579,0,0,0,0.0733612361801811,0,0.00718661281581076,0,0,0,0,0,0,0.0908759108484918,0.0582319794396464,0,0,0,0.844834093404347,0,0,0,-0.190683698021202,0,0,0.069198386303661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137160387411952,0,0,0,0,0.112808774311532,0
X601988.CH.EQUITY,-0.293319178443917,0,0,0,0.416309641445962,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.649989368074574,0,0,0,-0.0990432561286418,-0.0461918403208718,0,0,0,0,0,-0.44605227973509,0,0,0,0,0,0,0,0,0,0.147204739129156,0,0,0,0,0,0.097857255064194,0,0,0
X600036.CH.EQUITY,0,0.403492508553597,-0.0468446189455751,0,0,0.00190397083138359,0,0,-0.0298732043718588,0.552235450994722,0,0.163490066289375,0,0,0,0.146906455034354,0,0,0,-0.206982176445076,0,0,-0.0444336012663728,0.287891694419591,0,0.115264042086301,0,0,0,0,0,0,0,-0.250506522300785,0,0,0,0,0,0,0,0,0,-0.149218142098742,0,-0.0646461258047921,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267358288002854,0,0,0,0,0,0,-0.0886386957345839,0,0,0,0,0.0255415703898647,0,0,0,0,0,0,0,0,0,0.146471176041303,0,0.114616944904915,0,0,0,0.102161048342391,0,0,0,-1.73472347597681e-18,0,0,0.00895999697619598,0,0,-0.098630952455525,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.164280278632919,0,0.0269142018465664,0,0,0,0,0,0,0.184562268679195,0,0,0.375978625657823,0,-0.00917862140095822,0,-0.0056883183743044,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646998469638334,0,0,0,0,0,0,0.184566113614694,0.0153283173018676,0,0,0,0,-0.0493351356744271,0,0.0626823636666543,0,0,0
X601328.CH.EQUITY,0,0,0.138296879187597,0.0674884738322946,0,0,0.620974829381016,0,0,0,-0.0585261121260104,0,0,0,0,0,1.73472347597681e-18,0.0226279070266415,0,0,0,0,0,0.276523335031381,0,0,0.274748719768836,0,0,-0.0312301187551024,0,0,0,0,-0.00354783487768507,0,0,0,0,0,0,0,0,0,0,-0.622298136380862,0,0,0
X601166.CH.EQUITY,0,0,0,0.264027461576659,0,0,0,0,0,0,0,0.224201754076242,-0.0152066318523061,0,0,0,0,0,0,0.0213090405633903,0,0,0.228102532545877,0,0,0,0,0,0.0896158464041608,0,0.0834818662861237,0,0,0,0,0,0.0397299069394536,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0106703322514175,0,0,0,0,0,0.247145661087431,0,0,0.38471125390109,0.133336133309896,0,0,0,0,0,0,-0.191874059721187,0,0,0,0,0.103803866923988,0,0,0,0.218572605287894,0,0.080068234229565,0,0,0,-0.139677064926677,0,0,0,0.0445250325053652,-0.247519277190615,0,0,0,0,-0.0855918353602651,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272043712612292,0,0,0,0,0,-0.03754900606476,0,0.135946369926436,0,0,0,0,0,0,0,0,0,0,-0.0634108506525247,0,0,0.451282744149223,0,0,0,0,0,0,0,0,0,0,0,-0.166405672284459,0
X601601.CH.EQUITY,0,0,-0.0864073450303476,0,-0.108470707039421,-0.15253332334128,0.0530709670059509,0,0.671799075124371,0,0,0,0,0,0,0,0.00897994181685643,0,0,0,0,0.0199646765974879,0,0,0,0,0.097559023177464,0.153958590683628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032887716805041,0
X000002.CH.EQUITY,0,0,0,0,-0.0414273653692738,-0.0768407808773918,0,0,0,0,0,0,-0.100064526956187,0.282328158104531,0,0,0.0581981024157502,-0.0774444086952053,0.268231036592167,-1.0842021724855e-19,0,0,0,0,0,0,0,0.256174821681796,0,0,0.2354451645775,0,0,0.466088204384263,0,-0.0778396793545745,0,0,0,0,0,0,0.0730200077766856,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0296815203620674,0,0.176214052077304,0.0225779472457672,0,0,0,0,0,0,0,0,0,0,0,0,0.0970690189636668,0.374288173685721,0,0,0,0,0,0,0,0,0.0192185888096294,0.43466631704396,1.38777878078145e-17,0,0,0,0,0,0.18125208081438,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0.0221677285170928,0,0,0,0,0,-0.0340280232217754,0,0,0,0,-0.190092023327809,0,0,0,0,0,0,0,0.262603661536273,0,0.0317347274396044,0,0.282789394977432,0,0.159659164135735,0,0,-0.02162546005078,0,0,0,0.519498240581466,0,0,0,0,0,0.00700286246731473,0,0,0
