,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY
X000002.CH.EQUITY,0,0,0.163010396715539,0.0356471026948569,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.112006131394319,0,0,0,0,0.00997468961316218,0.0444052898622255,0,0,-0.0434071066755312,0,0,0.0713313819035435,0.120904609171535,0,0,0,0,0,0,0,0,0,0,-0.0215713104789267,0,0,0,0,0.176683429363919,0,0,0
X600000.CH.EQUITY,0,0,0.0487357341537883,0.247650453964204,0,0,0.122434454370221,0,0,0,0,0,0,0,0,0,0,0.0661373786347459,0,0,0,0,0,0,0,-0.0558179749898126,0,0,0,0,0,0,0,0,0.261936208903655,0,0,0,0,0,0.681425895813795,0,0,0.0830668475164428,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.183902552446885,0,0,0,0,0,0,0,0,0,0,0,0.0564803435326741,0,0,0,0.187744916642859,0,-0.0662744506147833,0,0,0.0741068678145543,-0.090642933819353,0,0,0,0,0,0,0.0590625900369086,0,0,0,0,0,0,0.155637668483224,0,0,0,0,0,0,0,0.330578670416319,0,0
X000001.CH.EQUITY,0,0.0820198457018235,0,0,0,0,0.116370339373527,0,0,0,0,0,0.128253656293431,0,0,0,0.116449751699746,0,0,0.0931702874731963,0,0,0,0,0,0,0.0997441205322918,0,0,0,0,0,0,0.110891547725767,0,0,0,0,0.0756646815198289,0,0.0301547969055335,0,0,0.0140062064710483,0,0,0,0,0,3.46944695195361e-18
X601601.CH.EQUITY,0,0.663315287371872,0,0,-1.0842021724855e-19,0,0,0,0,0.0858971054748902,0,0,0,0,0,0,0,0,0,0,0.0969004207126307,0,0,0,0,0,0.0246590704715842,0,0,0,0,0,0,0,0,0,0,0,0.203436825854101,0,0,-0.0874309090218376,0,0.119546732049095,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0928416903960234,0.131925108731456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552325492679735,0,0,0,0,0,0,0.16541101912025,0.0647829040557662,0,0,0,0,0.000652571303636206,0.168737833033537,0,0,0,0,0,0.226826764211178,0,0,0.282888920132558,0,0,-0.241078402052406,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.216714500928498,0,0.129536463697254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138727532895743,0,0,0,0.227055769559913,0,0,0,0,0,0,0,0,0,-0.0324565544972123,0,0,-0.4845150674859,0.547682313332678,-0.0383034906728599,0
X688.HK.EQUITY,0.197692299139079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124863078493442,0,0,0,0,0,0,0,0,0,0,0,-0.0356638374929753,0,0.00175697695712979,0.443330572610857,0,0,0,0,0,0,0,0,0,0,0,0.1617562914567,0,0,0,0,0,0.285314568408065,0
X300059.CH.EQUITY,0,0,0,0,0,0,-0.0259103738072479,0,0,0.121288457371737,0,0.119204500057749,0,0.180733546107215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154931151761916,0,0,0,-0.241710118326592,0.0789141791225042,0,0,0,0,0.058253255156944,0,0,0,0,0.0759950828140357,0.127041051177913,0
X601998.CH.EQUITY,0.268201120877726,0,0,0,0,0.477373505811159,-0.101328412199537,0,0,0,0,0,0.0230683352242423,0,0,0,0,0,0,0,0.0944566511365181,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0411201591985518,0,0,0,0,0,0.0569680515558026,0,0.0351414170845942,-0.0286228001589845,0,0,0,0.366018632880699,0,-0.125471250747774
X1109.HK.EQUITY,0,0,0,0,0,0.0507206028990531,0.409940248216115,0,0.00289660163334907,0.0656893499412408,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728441837977678,0,0,0,0,0,0,0.369314683426007,0,0,0,-0.0576342908125065,0,0.237489771418667,0,0,0,0,0.0115816887634892,0,0,0,0.0480151267182228,0,0,0,0
X11.HK.EQUITY,-0.0206807397100986,0,0,0,0.0819071372548439,0,0,0.184840157638627,0.400602518999204,-0.0209198587093765,0,0,0,0,0,0,-0.0871144245122149,0,0,0,0,0,0,0,0,0,0,0.173656621540403,0,0,0,0,0,0,0,0,0.0278980963754346,0.0503440917600919,0.0360059540615313,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0239864119637315,-0.0890019971300359,0.0111192833523366,0,0,0.0177994829754346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437094376579918,0,0,0,0.16050432095378,0,0,0,0.106496022951711,0,0,0,0,0,-0.112179099953663,0,0,0,0,0.424444829809938,0,0,0,0
X2007.HK.EQUITY,0.0688852849988431,0,0,0,0,0,0.113689066747662,0.223264815641819,0.0878181132148504,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0410810700876149,0,0.116317432354166,0,0.145372788658081,0,0,0,0,0,0,0,0,0,0,0.0350571551609394,0,0,0,0,0,0,0,0,0.15480234778292,0,0,0.0306595684151516,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353107956026936,0.035326410310009,0.662364745351691,0,0,0,0,0.0930186841617836,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0319317613610838,0,0,0,0,0,0,5.42101086242752e-20,0,0.00259255886972865,-0.0734541595646072,0,0,0,0,-0.00819943714467673,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.0219957251131127,0.158148740173944,0,0,0,0.142292114848727,0,0,0,0,0,0,0.132788677090829,0,0.0784391256730962,0,0,0,0,0,0,0,0,0.0405272124339561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174485453927797,0,0,0.221212428864958,0
X601818.CH.EQUITY,0,0,0,0.256026248458724,0,0.0372086072888905,0,0,0,0,0,0,0,0,0.0116257165170878,0,0.0941302005561536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983342205673454,0,0.0490386018453577,0,0,0,0,0,0,0,0.107552754821673
X601688.CH.EQUITY,0.00654296745062947,0,0,0,0,0,0,0.00806422147379763,0,0,0,0.163264157562131,0,0,0,0,0,0,0,0,0,-0.0655958203372019,0.0404957731973317,0,0,0,0,0,0,0,0,0,0,0,-0.0454275420744063,0.262689808919938,0,0.328929926700584,0,0,0,0.0387161707213425,0,0,0.0822625629445558,0,0,0.232862796664901,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.361579441728292,0,0,0,0,0,0,0,0,0,0,0,0.231178886820374,0,0,0.196891107366067,0,0,0,0,0,0,-0.167925036353167,0.217043388909224,-0.159998430035035,0,0,0,0.0267738059542365,0,0,0,0.0292050441703249,0,0,0,0,0,0,0,0,0,0.342277752136735,0
X600999.CH.EQUITY,0,0,0,0,-0.36553911316841,0,0,0,0,-0.0333436546214871,0,0,0,0.238744660682583,0,0,0.761543580182839,0,0,-0.0557932342594862,0,0,0,0,0.0324496662148757,0,-0.0583224162919569,0,0,0.26131342886397,0.11897409004659,0,0,0,0,0,0,0,0,0.0833818102554779,-0.914913755468675,0,0,0,0,0,0.01749921939014,0.0539843925848603,0,0.0044125412758939
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0458581314758203,0,0,0,0,0.072418454444407,0,0,0.0736370926421889,0,0.0180176671592064,0,0,0,0,0.00583179813558257,0,0,0,0,0,0,0,0,0,0.476994939993718,0,0,0,0,0,0.0386013682837496,0,0,0.0321426904053251,0,0,0,0,0.0242855130004207,0.0724853452816865,0,-6.93889390390723e-18
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.088384631542405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335263452562483,0,0.238279198814351,0.134124116462336,0,-0.107065938564917,-0.29444049737856,0,0,0,0.139946637247421,0,0,0,0,0,0.0548676745393268,0,0,0,0.291607146096062,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0.0805064691872337,0,0,0,0,-0.0179476011512104,0,0.048084334949314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332842607441124,0,0,0,0,0,0.487156919051777,0,0,0,0.0897072821534335,0,0,0,0,0.00900941760743631,0,0,0,0,0,0.0242331162426953,0,0.205614510989256
X601336.CH.EQUITY,0,0,0,0,0.0487224186613173,0,0,0,0,0,0,0,0,0,0,0,0,0.185015885178696,0,0.0627779395986863,0,0,0,0,0,0.0455150464526524,0.0219364749650901,0,0,0,0,0,0,0,0,0,0.038640690220189,0,0,0.048551389005939,0,0.0933533923587114,0,0,0,0,0,0.251029660947118,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0214670518096918,0,0,0,0,0,0,0,0,0.1163379555775,0,0,0,0,0,0,0,0,0,0.115142842628508,0,0,0,0,0.247984061678133,-0.0637359426696136,0,0.107565809006227,0,0.228439434360405,2.71050543121376e-20,0,0,0.0411373672805019,0,0,0,0,0,0.0582877366422591,0,0.122369498164285
X001979.CH.EQUITY,0,0,0,0,0,0.0852384044203842,0,0,0,0,0,0,0,0,0.0392658554453856,0.153644638039561,0.74205371529717,0,0,0,0,0,0,-0.0250238661778892,0.0280365566920996,0,0,0.00280764449928269,0.0225242709420066,0,0,-0.0715139270565812,0,-0.0958688255800119,-0.0707974701237795,0,0,0,0,0,0,0,0,-0.0648700729354615,0,0.061579467746814,0.061715858273073,0,0,0
X600918.CH.Equity,-0.0136412675119443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00844016184510136,0,0,0,0,0,0,0.0174265008480877,0.219715376298536,-0.173771438769839,0,0,0,0,0.187514295065022,0,0,0,0,0,0,0,0.0879730727685422,0.22293809746431,0.0196078267970842,0
X12.HK.EQUITY,-0.200043185919695,0,0,0,0,-8.67361737988404e-19,0,0.0867063039815097,0,0,0.525334540397562,0,0,0,-0.0680171793862276,0,-0.0259971482154764,0,0,0,0.450415672144865,0.0250145657671767,0.166845454042779,0.023661863249203,0,0,0.290370075185216,0,0,0,0,0,0,0,-0.0289044526612656,0,0,0,0,-0.0710603126080437,0,0,0,0,-0.140985180413054,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0.0997081418180353,0,0,0,0.478028885789381,0.11371655069012,-0.0567021383288189,0,0,0,0,0,-0.593347249045849,0,0,0.320005267288092,0.286754832007768,0,0,0.0109196754040472,0,0,0,-0.0389848152843793,0,0,0,0,-0.408267144234405,0,-0.217739636704152,0.0303830829566051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462927943199373,0
X601229.CH.EQUITY,0.880749011789632,0,0,-6.93889390390723e-18,0,0,0,0,0.483312004036418,0,0,0,0,0,0,0,0,0,0,0,0,0.0151394635080259,0,0,0,-0.319823809317486,0,0,0,0,-0.0764562338140198,0.000734126135105383,0.263879519033649,0,0,0,-0.100762117701164,0,0,0,0,0,0,-0.233513985294715,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,-0.0853554985984876,0,0,0,0.0309247960689259,-0.190498001859608,0.0693049709065386,0,0,0,0,0,0,0,0,0,0,0.332975981791739,0,0,0,0,0,0,0.323435137156832,0,0,-0.011330780478311,0,0,0,0.0109708280075137,0,0.172687550867285,0,0,0.119407310837493,0,0,0,0,0,0,0,0,0.409594826130097,0
X002736.CH.EQUITY,0,0,0,0,0,0.127601719424911,0,-0.0366548457033888,0,0,0,0.230280886775873,0,0.131356931577807,0.180239247333818,0,0,0,0,0,0,0,0,0.113475827551009,0,0.0909431177565876,0,0,0,0,0,0,0.0771849216176541,0.0160801754571699,0,0.197386784715297,0,0,0,3.46944695195361e-18,0,-0.0216765806542392,0,0.000309621345764496,0,-0.0349265503488279,0,0,0,0.0542017555292961
X000776.CH.EQUITY,0,0,0,0,0,0,-0.0649928837910691,0,0,0,0,0,0,0,0,0,0,0.409494486971434,0,0,0.0509412340249483,0.225786394537049,0,0.0232812534577082,0,0,0,0,0.0225715985605386,0,0,0,0.319251522539432,-0.0752255914686468,0.0276919720713569,0,0,0,0,0.0732626403532755,0,0,0.000895611329681939,0,0.10253542484505,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0.122147202199105,0,0,0,0.117776552122138,0.097036382921131,0,0,0,-0.427081978993261,0,0,0,0,0,0,-0.149898074042231,-0.11495242086656,0,0.0768760060113612,0,0,0.193037551183312,0,0.0694023208016753,0,0,0,0,0.308162408994767,0,0,0,0,0.0354815707974633,0,0.196065936847087,0.00336136265692437,0,0.534613197253617,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0.0184221903835794,0,0,0.245701178987538,0,0,-0.0108023978070381,0,0,0.38360244034469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973826176981656,0,0,0,0,0,0,0.263246807365881,-0.0696752955548236,-0.038204179118092,0,0,0,0,0,0,0,0
