,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0.225609365290684,0,0,0.341458495805323,0,0,0,0,0,0.24848351901141,0,0,0,0,0,0,-0.0598792503245435,0,0,0,0,0,0,0,0,0,0,-0.0463415194490728,0,0,-0.133245948470267,-0.0258364379522466,0.0936703478251856,0,0,0,0.0417150592550635,0,0.104562462765049,0,0,0,0,-0.12487505741482,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0
X601939.CH.EQUITY,0.199231784746451,0,0,0,0,0,0,0,0,0.00654635697661974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425905083318432,0,0,0,0,0,0,0,0.112306627074648,0,-0.0494160222795782,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0291205947065385,0,0,0,0.0116705564695586,0,0,0,0.0953295033284208,0,0,0,0,0,0,0,0,0.375791001599889,0,0,0,0,0.0506183706590331,0,0,0,0,0,-0.0653156055584789,0,0,0,0,0,0,0.225275855358545,0,0,0,0,0,0,0,0.0783865236098711,0
X5.HK.EQUITY,0,-0.0243611634270906,0,0.108752180910932,0,0,0,0,0,0.0135530761268883,0,0,0,0,0.239816953719427,0,0,0,0,0,0.15049430054959,0,-0.0272154976043292,0.551332055856585,0,-0.081941695844084,0,0,-0.284286762043265,0,0.14587930069501,0,-0.0314078190313839,0,0,0,0,0,0,0,0,0.0604692361264507,0,0,0,0,0,-0.25517343107449,-0.104002999724791
X601988.CH.EQUITY,0.153871539487541,0,0,0.362717850457164,0,0,0,0,0,0.103867298859951,0,-0.0191929404072371,0.0186495344331406,0,-0.0386652576589275,0,0,0,0,0,0,0.320913552121816,-0.139001866407646,0,0.0346140358662349,0,-0.0510654289048239,0.188560418425137,0,0,0,-0.0105926186858235,0,0,0,0.0566173194187563,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0860100707952455,0
X600036.CH.EQUITY,0,0.614288427893672,0.0761500889028124,0.0389444385316836,0,0,0,0,-0.265727126555038,0,0,0,-0.0899464867017687,0,0,0,0,-0.217996511964196,0,0,0,0,0,0,0,0.0783003794663684,0,0,0,0,0.351091861691329,0,-0.032362110339183,0,0,0,0,0,0,0.0674347883242809,0,0.213597487314887,0,0,0,0,0.111184864809501,0,0
X1299.HK.EQUITY,0,0.115287761922451,0,0,0,0,0,0,0,-0.140389785494086,0,0,0,-0.0767445876834359,0.0216575581899993,0,0,0.267130255592688,0.237359689799654,0.163760542667854,0,-0.08151325132366,0.125426338053329,0,0,0.0932949725487253,0,0,0,0,0,0,0,0,0,0.131737372310187,0,0,-0.125038469687836,0,0,0,0,0,0,0,0,0.0783339002479229,0
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329162782938129,0.21342730156839,0,0.0512789703708813,0,0,0,0,0,0,0.630466702237445,0,0,0,0,0,0,-0.530206091384824,0,0,0,0,0.235844847997495,0,0,0,0,0,0.327132145426286,0,0.304016414798258,0,0,0,0,0,-0.131320040718355,0,-0.155503399161624,0,0,0,0,-0.128765629576274
X601328.CH.EQUITY,0,0.00252294449895791,0.0366518343407013,0.214358693489572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208307619773414,0.11282837881147,0,0.143118118867791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.132003774854988,0.115827552794506,0,0,0,0.0582158095376999,0.134830256856328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266455949628258,0,0,0,0,0,0,0,0,0,0.0751663171693678,0,0,0.0937321695056474,0,-0.0474382384696296,0,0,0,0,0,0.0977128155717451,0,0
X601319.CH.EQUITY,0,0.000196380949046374,0,0,0,-4.33680868994202e-19,0,0,0.0111419083284915,0,0,0,0,0,0,0,0,0,0,0,0.0275464193715799,0.0745096283858641,0.190678886523161,0,0,0.062806308071095,0,0,0,0,0,0,0,0,0.0551682189630477,0,0,0.08315834002359,0,0,0,0,0,0,0.0412942894678664,0,0,0,0.135278128023719
X000001.CH.EQUITY,0,0.10215521085078,0,0,0,0,0,0,0,0.145913024634407,0,0,0.119808971759773,0,0,0,0,0,0,0.0505406599497265,0,0,0,0,0,-0.19776217158681,0,-0.0457154420277989,0,0.106550197019037,0,0,0.127080041665851,0,0,0.129714821641907,0,0,0.327173844686517,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.163374173072351,0,0.140076925468402,0,0,0,0,0,0,0,0,0.207779457165074,0,0.252332834129002,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0494550693714059,0.235805473174269,0.320372180037343,0,0,0,0,0.118792298477424,0,0.223125224028694,0,0,0.0534979561147903,0,0,0.00158560774264932,0,0,0,0,0,-0.437272331605854,0
