,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.130599733657515,0,0,0,0,0,0,0,0,0,0,-0.121320200575316,0.586987777906169,0,0.843912621080124,0,0.0550120348672436,-0.11366482913647,0,0,-0.129934167011689,0,0,0.00431999669902072,0,0,-0.0864996711769108,0,0,0,-0.345138705938022,-0.0628328126086899,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.129304815244963,0,0,0,-0.0449525580810447,0,0,0,0,0.0517990164674511,0,0,0,0,0.301903722563004,0.0374703511886343,0,0,0,0,0,0,0,0,0,0.11177298672181,0,0.0185793711787788,0,0,0,0.528724807895193,0,0,0,0,0,0,0,-0.06104706579016,0.0755208641326971,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.787643858413051,0.0698080374013571,0,0.0588607082690428,0,0,0,0,0,0,0.0298464784412273,0,0,8.67361737988404e-19,0,0,0,0,0,0.00385193910288528,0.00692681671366348,0,0,0,0,0,0,0,0.075348658402123,0,0,0,0,0.00355157225372704,0,0,0,0,0,0,0,0,0,0,0,0.0341050432332995,0
X601288.CH.EQUITY,0,0,0.880779595350079,0,-0.0676535079799266,0,0,0,0,0,0,0,0.0405556950561604,0,0.0152995952846329,0,0.0326387779674067,0.126317203871468,0,0,0,0,0,0,0,-0.123963246056583,0,0.0303664948736211,0,0,0,0.00541257349695067,0,0,0,-0.0993081519019804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.140341420685731,0.855604824359757,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.119370460804949,0,0,0,0,0,0,-0.0660078975540027,0,0,0,0,0,-0.000854205250872205,0.195859936412525,0.0391860802609493,0,-0.11683472663008,0,0,0,0.0412503602871991,0,0,0,0,0.0936094676972271,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21494341737872,0,0,0,0,0,-0.243502319077644,-0.212282400229923,0,0,0,0,0,0,0.0198078171334008,-0.0917108193265818,0,0,0,-0.0529028418885157,0,0,0,0,0,0,0,0,0,0,0,0.0393587131488356,0,0,0,0,0.00876365507166848
X600036.CH.EQUITY,0,0,0.386912426973734,0,0,0,0,0,0.0780899870883394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036856975103444,0,0,0,0.431991260301721,0,0,0,0,0,0,0,0,0,0,-0.0319724441402817,0.0788722132388663,0,0.0994329975639813,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.140093710487129,0,0,0.150052519091266,0,0,0,0,0,0,0,0,0.0491834334007006,0.059596618549487,0,-0.256008129154063,0,0,0,0,0.052238421689752,0.261713073993277,0,0,0,0.0297366761501377,0,0,0,1.38777878078145e-17,0,0,0,0.0184330439835859,0.14431455522951,0,0,0.0127639786929658,0.491442012509123,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0527844745994318,0,0,0,-0.0436179608735555,0,0,0.337365315900187,0,0,0,0,6.93889390390723e-18,0,0,0.609093270177164,0,0,0,0.0588865276210135,0,0.186901159342549,0.0339341847278828,0,0,0,0,0,0,-0.456742373310395,0,0,0.102309595579007,0,-0.0431662459698061,0.0756461886394997,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.538917293802157,0,0,0,0,0,-0.129073649519581,0,0,0,0,0,0.0428793007725292,0,-0.303727766115229,0,0,0.0588231635975093,0,0,0,0.2748721796511,0,0,0,0,0.00282436220653329,0,0,0,0,0,0,0.285285765037773,0,0,0,-0.259733597514974,0,0,0,0,0,0,0,-0.200799836813703
