,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.229920505249281,-0.0895717194328989,0,0,0,0,0,0,0.425673349367807,0,0,-0.163131709422773,0,0,0,0,0,-0.0575921899110183,0,0,0,0,0,0,0,0,-0.0184228239986421,0,0.713064645849141,0,-0.0671621966774017,-0.0351008779496313,0,0,0,0,0,-0.0252007961170277
X601318.CH.EQUITY,0,0,0,0,0,0,0.0932788967336849,0.0480533870168148,0.149218744412433,0,0,0,0,0.106135743907157,0,0,0,0,0.091300050606221,0,0.102730122596267,0,0,0,0,0,0.0119922519530519,0,0,0,0.0460696238584457,-0.0145259857879099,0,0.0313806088791991,0.0685976836792414,0,0,0,0,0.1979396902775,0.0713757225035602,-5.42101086242752e-20,0,0,0.0676532740322857,0,0,0,0
X601939.CH.EQUITY,0.281471991712514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130730823490094,0,-0.0087515861544936,0.0697990579398726,0,0,0,0,0.0891798033562256,0,0,-0.317486018415852,0,0,0,0,-0.0169273350410662,0,0,0,0,-0.0583085062368137,0,0,0,0,0.579152338639596,0,0.128747148904102,0,-0.0277540055270279,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.167254419876968,0,0,-0.00719507133263444,0,0,0.431277229221149,0,0,0,0.358739736680923,0,-0.0597325239854758,0,0,-0.154226468683786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150781254206437,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147325804807468,0,0.166400467634514,0,0,0.153938991490015,0,0,0,0.215906109220685,0,0,0.0933223908080162,0,0,0,0,0,0,0,0,0,-0.17458330500058,0,0,0,0,0,0,0,0,0,0.147774702928869,0,0.0681961768616813,0,0,0,0,0,-0.0756766892546565,0,0,0.148994151167758
X601988.CH.EQUITY,0,0,0,-0.0526030965151705,0.411213442158605,0,0,0,0,0,0,0,0,0,0.0226685818627733,0,0,0.00968910187123999,0,-0.177354748759116,0,0,0,0,0.326677899325593,0,0,0,0,0,0,-0.363643603506182,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0360256844377347,0.119833507784352,0,0,0
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810083,0,0,0,0,-0.127886029812009,3.46944695195361e-18,0.501573146843508,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,0,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907598,0,0,0.229148885034848,0,0,-0.0768111324563128,0,0,0
X1299.HK.EQUITY,0,0,0.0263245270632082,0,0.24649214441105,0,0,0,0,0,0,0,0,0,0,0,0,0.0684640642372518,0.0477855556742073,0,0,0,0,0,0,0.246774316278519,0,0.0135825949940425,0,0.0924326912477398,0,0,0,0.0400763004518887,0,0,0,0,0,0,0,0,-0.222869539866494,0,-0.111455558422326,0,0,0.0620231615284829,0
X601628.CH.EQUITY,0,0.121165193675054,0.0164569772945391,0.071976731863848,0,0,0,0,0,0,0,0,-0.0397143403175742,0.298592804052093,0,0,-0.0264371913740673,0,0,0,0,0,0,0,0.143228163051762,0,0,0,0,0,0,0,0,0,0,0.205499390115121,0,0,0,0,0,0.188626553547822,0.0173373403871472,0,0.059890077318226,0,0,0,0.0421030637571049
X601328.CH.EQUITY,0,0,0,0,0,0,0.668855557173423,0,0,0,0,0,0,0,0,0.086428880612083,0,0,0,0.204386208138637,0,0,0,0,0,0.119707792176819,0,0,0,0,0,0,0,0,0,-0.0312581917250588,0,-0.0882084932892434,0,0,0,0.0234253265181242,0.0283149613209589,0,0,-0.213417382948358,0,0,0
X601166.CH.EQUITY,0.18523483583919,0,0,0.258828318834411,0,0.00846859550687004,0,0,0,0,0,0,0.294959851166446,0,0,0,0,0,0.0939058123720942,0,0,0,0,0,-3.46944695195361e-18,0.00278363449537992,0,0,0,0,0.0589605926447934,0,0,0,0,0,0,0,-0.0179501566613947,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X601319.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0756492249570052,0,0,0,0,-0.0195614214742359,0,0,0.0905057659868579,-0.203249379924632,0,0,0,0.00283436522161398,0,0,2.16840434497101e-19,0,0,-0.0341823292273991,-0.00594295671625971,0,0,0,0,0.288757379552123,0,0,0,0,0,0,0,0,0.507491391253659,0,0,0,0,-0.0427873585011708
X600000.CH.EQUITY,0,0,0.110504521019796,0,0.00444141830362623,0,-2.77555756156289e-17,0,0,0.0846948113076592,0.579679790063469,0,0,0.148066522419073,0,0,0,6.93889390390723e-18,0,0,0.140724045682142,0,0,0,0,0.223720099632469,0,0,0,0,0,0,0,-0.179957737797754,0,0,-0.231362599843682,0,0,0,0,0,0,0,-0.0530039177355112,0,-0.110791166885213,0,0
X601601.CH.EQUITY,0,0.0686819637819684,0,0,0,0,0.075661511733983,0,0.291067897209728,0,0,0.00299076228720574,0,0,6.93889390390723e-18,0.0550932581135127,0,0,0,-0.16542256465317,0,0,0.00661803458427773,0,0,0,0.25363347746216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864627839421536,0,0,0,0,0,0,0,0.0325471498639438
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956068908955041,0,0.0242683996970274,0,0,0,0,0,0,0,0,0,0,0.192177411018297,0,0,0,0.233557624413005,0,0,0.312695691165784,0,0,0,0,0,0,0,0,0.176608444657108,0,0.132763372670169,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0831922386916631,0,-0.0762464014838776,0,-6.93889390390723e-18,0,0,0,-0.142915210535779,0,0,0,0,0,0,0,0,0,0,0,0.312605706445534,0.0648210152901369,0.118589801987983,0,0,-0.165336832056819,0,0,0.493578829509122,0,0,0,0,0,0,0,0,0,0.0886948394310723,-0.312586849178647
X11.HK.EQUITY,0,0,0,0,0.0714131418420855,0.0168223691677044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.240677966894264,0.47095478865232,0,0,0,0,0,0,0,0,0.249139631898755,0,0,0.113508118518401,0,0,0,0.0292605015056341,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739931607439742,0,0.630194250620854,0.0527933145668944,0.0244789237299581,0,0,0,0,0,0,0.142118412969445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.11628997265726,0,-0.265763909814231,0,-0.450173058395824,0,0,0,0,0,0,0,0,0,0,0,0.903812131324004,0,0,0,0,0,0,0,0,0,0,0,0,0.260489072352874,-0.259990196136185,0,-0.238357874801639,0,0,0,-0.000795382894377106,-0.245872547324967,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0132137727939117,0,0,0,0,0,0.0562348145890183,0,0,0.0191927333790726,0,0,0,0,0,0,0,0.111592597807048,0,0,0.0478388685908744,0.469961116563585,0,0,-0.28604265379225,0,0,0,0,0,0,0,0,-0.0762410235797541,0,0,0,0,0.0763326809242642,0.126942553682137,-0.216615067454183,0,0,0,-0.10084346914875,-0.286378256420873,0,0.271681191963305,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.18307734573271,0,-0.0377395658107232,0,0,0,0,0,0,0.0443801205788726,0,0,0.0677479089794352,0,0,0.123042344145507,0,0,0.197742803519053,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194054384844259,0.338258629874545,0,-0.0632010017876938,0,-0.258925469618667,0,0,0,0
X600030.CH.EQUITY,0.0119966260927684,0,0,0,0,0,0,0,0.0144039531878507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260248220451776,0,0,0.215895055255533,0.434994341650077,0,0,0,0,0,0.0443859234371547,0,0,0,0.0292575551517829,0,0
