,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.475520856465388,0,0,0,0,0,0,0,0,0,0,0,0,0.00453170611501194,0,0,0,0,0,0,0,-0.0164412650320358,0.00241504525252606,-0.0206749610847917,0,0,0,0,0,0,0,0,0,0.194119245245409,0,0.0889209269134911,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0703679256693656,0.0129405795595497,0.146693506270166
X601318.CH.EQUITY,0,0,0,0,0.10758168742018,0.0173575159564527,0,0.166723233027045,0.0280644824166067,0,0.0319445482686257,0,0,0.0525452073220271,0,0,0,0,0.101709263687767,0,0.346592257945827,0,0.0546961156780322,0,-0.0248072283070948,0,0.0425973701153026,0.161249997003382,0,0,0,0,0,0,0,0,0,0.0775776037222321,0,0,0,0,0,0.10000345450588,0,0,0,0,0.0404556212274435,0
X601939.CH.EQUITY,0,0,0,0.207450081671057,0,0,0,0,0,-0.0252761592902233,0.0498278828133105,0,0,0,0,0,0,0,0,0.0340311917029598,0,0.768604377821128,-0.269671486373398,0.0471856598727584,0.0588735708561951,0,0,0.10114508288627,-0.187869244485803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953934295792929,0,-0.0246550511017438,0,0,0,0,0
X601288.CH.EQUITY,0.309915772840216,0,0,0,0,0,0.293810244439304,0,0,0,0.0295026120988216,0,0,0,0,0.183698769490289,0,0.006599120380742,0,0,0,1.73472347597681e-18,0.0307777995345252,0,0,0,0,0,0,0,0,0,0,0,0,-0.004333052469337,0,0,0,0,0,0,0,0.176396284797624,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.180588265148609,0,0,0,0.0689130319094508,0.0920761832883099,0,0,0,0,0,0,0.208103963284765,0,0,0,0,0,0,0,0,0,0,0.0285823609913286,0.316870358492944,0,0,0,0,0,0.0880262501001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0690598363399632,0,0,0,0,0,0,0,0,0.00476070099857706,0,0,0,0,0,0,0,0.152968925038809,0,0,0,0,0.155579828669339,0,0,-0.099788591014599,0,0,-0.0292558227758538,0,0,0,0.181508866056311,0,0.0548132002918787,0,0.563541751022333,0,0,0,-0.0762922297989791,0,0.0995731056356396,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0984135778272991,0,0,0.19300273578801,0.294754198570999,0,0,0,0,0,0,0,0,0.0142432880892854,0,0,0,0,0,0.0164151995353562,0,0,0,0,0,0,0,0.141588186391761,0.111302139693193,0,0,0.028861696086328,0,0,0,0,0,0.126137121501594,0,0,1.0842021724855e-19,-0.194120035058664,0,0,0,0,0,0,0,0.264649028358398
X1299.HK.EQUITY,0,0,0,-0.0455049161671171,0,0,0,0,0,0.139296267547424,0,-8.67361737988404e-19,0,-0.169780496464231,0,0,0,0,0,0,0,0,0,0,0,0,0.239685397176546,0,0.0187613249063315,0,0,0,0,0,0,0,0,0,0,0.097974398152421,0.128374551500175,0.0625077318783441,0,0.0745645234196629,0,0.0265108633913667,0.171547828517113,0,0.139056808217809,0
X5.HK.EQUITY,0,0.0170441998775494,0,0,0,0,0,0,0,0,0,0,0,0,0.0967153855008466,0,0,0,0,0,0,0,0.0557087068598908,0,0,0,0.122722507327766,0,0.618149339992749,0,0.0336785089214253,0.135982641180753,0,0,0,0,0,0,0,0,-0.11176036208469,0.0919803716081172,0.18938512116483,0,0,0,0.106754387546501,0,0.182357990853525,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0808678022729903,0,0,0,0,0,0.0202017162105294,0,0,-0.0491539819476713,0,0,-0.162304455063163,0,0,0.473400531516816,0,0.226428798051827,0,0,0,0.224413743976984,0,0,0.184215830915179,0.213112454035909,0,0,0,0,0.182262565954987,0,0,0,0,0.0554375228719922,0,-0.428834244031431,0,6.93889390390723e-18,0,0,0
