,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6526020151535,0,0,0,0,0,0,0,0,0,0.0649450745365996,0,0,0,0,0,0,0,0.0269001689530604,0,0,0,0,0,0,0,0,0.221551596448953,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0173764823162862,0,0,0,0.419528112173508,0,0,-0.00931481562559161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318994990134333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388352650871922,0,0.278188661854578,0,0.0136008711816701,0
X000002.CH.EQUITY,0.201329244277535,-2.16840434497101e-19,0,0.00565438757838689,0,0,0,0,0,0.0129108121884066,0.00694448767112769,0,0,0,0,0,0.0388380810948766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524969847095893,0.00950267702958565,0,0,0,0,0,0.192495424971067,0,0,0,0,0,0,0,-0.17564296798666,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.388963792262926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455809283846098,0,0,0,0.015845081346333,0.0929091007936906,0.0734164799546265
X388.HK.EQUITY,0,0,0,0.0414606148780704,0.0252306055262223,0,0,0.0915815778060584,0.0153741964614762,0,0,0,0,0,0,0.122140856399973,0,0,0,0,0,0.34842308957887,0.0469090330840665,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.140307466606046,0,0,0,0,0.0449719606694257,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0692018934254124,0,-0.130994044339046,0,0,0,0,0.0664070203304508,0,0,0,0.229100058090525,0,0,0.131322022591436,0,0,0,0,0,0,0,0,0,0.0786528518400158,0.147703631732805,0,-0.0331048432408604,0.0864425640196295,0,0,0,0,0,0,0.0902552317025447,0,0,0,0,0,0.239995846629033,0
X000001.CH.EQUITY,0,0.0332750646025705,0,0,0,0,0.223611697958267,0,0,0,0,0,0,0.0743263671914265,0,0,0,0,0,0,0.0767130000652034,0,0,0,0.135963553483563,0,0,0,0,0.213239711858305,0,0,0,0,0.121430208121105,0,3.46944695195361e-18,0.0569058145242523,0,0,0,0,0,0,0,0,0,0,0,0.101870420588306
X688.HK.EQUITY,0,0,0,0.0789291306889825,3.46944695195361e-18,0,0,0,0.183101926672477,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.676253451958263,-6.93889390390723e-18,0,0.0389912988488911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0973290358285113,0,0,0,0,0,0,0.03261075702674,0.0711745382301746,0,0,0,0,0,0.584385756611783,0,0,0,0,0,0,0.0274457459866837,0,0,0,-6.93889390390723e-18,0,-0.119397350327545,0,0,0,0,0,0,0,0.162322115124488,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.163481112386512,0.220345688610402,0,0,0.314059116034236,0.0379085774018022,0,0.079611465844071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214307823547679,0,0.033160403837255,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210278773955698,-0.0771656349885359,0,0,0,0,0,0,0,0,0,0,0.179117043783938,0,0,0,0,0,-0.1017965327347,0,0,0.0846086245446126,0,0,0,0.607850842539506,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0839276460528808,0.0740052229783439,3.46944695195361e-18,0,0,0,0,0,0,0,0.0250548313806867,0,0.0364184626444278,0,0,0.291268596132929,0,0,0,0,0,0,0.0533579518365096,0,0.103857113017188,0,0,0,0.150173708254623,0.0401979351556942,0,0,0,0,0,0,0,0,0,0.053359189271914,0,0,0,0,0,0.0794426909538978,0
X600030.CH.EQUITY,0,0.0231027473526587,0,0,0,0,0,0,0,0,0,0,0,0.0135484890601862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202518751145004,0,0.181769729784276,0,0,0.374252715092463,0,0.0521484335536252,0,0,0,0,0,0,0,0,0.167250979841972,0,0.0722171861249428
X600016.CH.EQUITY,0,0,0.00417827406572644,0,0,0,0,0,0,0,0.659248355359277,0.0377970241281902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748641255103397,0,0,0,0,0,0,0,0,0.204702401706449,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.150502399566198,-0.0597442925546062,0,0,-0.0270024420617199,0.196319548404597,0,0,0,0,0,0,-0.0801341689008491,0,0,0,0,0,0.108779408459709,0,0,0,0,0,0.0607511075288077,3.46944695195361e-18,0,0.0044197866381986,0,0,0,0,0.083884186139044,-3.46944695195361e-18,0,0,0.265589072805597,-0.0995000759343631,0,0,0,0.325305318169831,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0109755719839078,0,0.0658979328824313,0.0590367974376306,0,0,0,0,0,0,0,0,0,0.231080330350213,0.0252752267192837,0,0,0.1836405353312,0,0,0,0,0.0450121154869394,0,0,0.0643878329444736,0,0.133578391636856,0,0,0,0.164406098761203,0,0,0,0,0,0,0,0,0,0.0336148077410091,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.255213410009069,0,0,0,0,0,0,0,0.0382013382579013,-0.211350355887609,0.307434453103129,0,0,0,0,0,0,0,0.787848080214335,0.162768347129054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232702179876866,0,0,0.104534389283978,0
X2007.HK.EQUITY,0,0,0,0,0.156387207425047,0.100996306811056,0,0,0.0478270475236727,0.0440319172964496,0,0,0.00355559439010042,0,0,0,0,0.0349697179234106,0,0,0,0.0296349654138417,0,0,0,0.0154087630510649,0.347597257141307,0,0,0,0,0.0027404264184347,0,0,0,0,0,0.151638411219736,0,0,0,0,0.136793377798088,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.23758109526543,-0.139996045163727,0,0,0.0654545588636034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407318387906966,0,0,0,0.497170633860626,0,0,0,0,0,-0.0479824674667807,0.189741663879654,0,0.0990776051885659,0,0.110046366891753
X601818.CH.EQUITY,0,0,0,0.198198115094451,0.0312784123464001,0,0,0,0,0,0,0.0467678460935379,0,0.0122536878243196,0,0,0.487166229445488,0,0,0,0,0,-0.043073065618092,0,0.195734375767811,0.018610690442937,0,0,0,0,0.0936823663854168,0,0,0,0,-0.0655964917146475,0,0,0,-0.185656692808063,0,0,0,0,0,0,0,0,0,0.0585658027644344
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.189083699360325,0.0286249913813195,0,0.0226977632073602,0,0.0877218773779298,0,0,0,0,0,0,0,0,0,0,0,0.307510946500987,0,0,0,0,0,0,0,0.00233981488862136,0,0,0.195645220291364,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0.0782006317525753,0,0,0,0,0,0.138124678779368,0,0,0,0,0.26709686277326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274843932644212,0,0.112410764852795,0,0,0,0,0,0,0.314499694648001,0,0.0633677435747302,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0.184262412908353,0,0,0,0,0,0,0,0.348062709468723,0,0.0194175977494276,0.0104757123942071,0,0,0.18325669253339,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0274514983220255,0,0,0,0.0463485304753939,0,0,0,0,0.107841474244008,0,0.0941281021483613,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0265833199873215,0,0,0,0,0.0163179929389566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231764027940213,0,0,0,0,0,0.345094562536976,0,0,0,0.0741759027828877,0,0,0.142616073715092,0,0.0985403776014737,0,0,0,0
X002142.CH.EQUITY,0,0.46230617858734,0,0,0,0,0.308555274814163,0,0,0.0919868366992379,0,0,0,0,0,0,0.085065290061331,0,0,0.031546447950045,0,0,0,0,-0.0583019945192216,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.100800427482197,0,0.400567999996868,0,0,-0.0597427936085929,0,0,-0.365891659177127,-0.063028753462432,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0419541131766019,0,0,0,0,0.168847234868291,0.11555142302287,0,0,0.280219722721248,0,0,0,0,0,0,0,0,0,0,0,0,0.0325049410991796,0,0,0,0,0,-0.109268455817459,0,0,0,0,0.456559103167847,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340905095840925,0,0,0,0,0,0,0,0,0.0992396745936644,0.0314316594342189,0,0,0,0,0,0,0,0,0,0,0,0.254000377507091,0,0.24817099535535,0,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.327280578755072,0,0,0,0,0,0,0,0.0207690378105373,0,0,0,0,0,0,0,0.00864083652309075,0,0.00761157147004896,0,0,0,0,0,0,0,0.0628783024360126,0,0,0,0,0,0,0.126052131353492,0.222484591362185,0.173552106755138,0,0
X600837.CH.EQUITY,0,0,0.137163018245143,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00910414136047234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228102239998449,0.228302205148447,0,0,0,0.0345777514080254,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.31297856744619,0,0.164416200757518
X2882.TT.EQUITY,0,0,0,0,0,0,0.109338228576721,0,0.165813446839364,0,0,0.143123824019915,0,0,0,0,0,0,0,0.0448790352790635,0,0,0,0,0,0,0.11764258038114,0,0,0,0,0.159936032844438,0,0,0,0,0,0,0,0,0,0,0,0,0.121960911621398,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.00929213274994487,0,0,0,0,0,0,0.0400701958263342,0,0.314963026216766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871598601241631,0,0,0,0,0,0,0.0427178168462864,0,1.38777878078145e-17,0.0861540128576678,0,0,0,0,0.124361860421608,0.123534644565695,0,0.169816673706066,0,0,0,0
X601336.CH.EQUITY,0,0.0227687352481058,0,0,0,0,0,0,0,0,0.238401516717966,0,0,0,0,0,0,0,0,0.0347475036112082,0,0,0,0.070765855770261,0,0,0,0,0,0,0,0,0,0,0.0636160527427413,0,0,0,0,0,0.00783430301723098,0,0,0,0,0,0.210425747396509,0.0941912976031714,0,0.176607050583233
X1997.HK.EQUITY,0,0.0684788278190575,0.0429071211912567,0,0,0,0,0,0,0.0114574810012444,0,0,0.0509881958999311,-6.93889390390723e-18,0,1.38777878078145e-17,0,0,0.0734468919982656,0,0,0,0,0,0,0.0205715974568954,0,0,-0.0672171280220645,0,0,0.14985695978268,0.431783304990561,0,0,0,0,0,0,0.0969497406833473,0,0,0,0,0,0,0,0,0.0488367845364612,0
X601169.CH.EQUITY,0.247176120495216,0,0,0,0,0,0,0,0,0,0.0791786441794144,0,0,0.240029481139698,0,0,0.069114089837559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549038831624614,0,0.100167798948729,0,0,0.158502291105899,0,0,0,0,0.0184854548703116,0.0155164452902435,0,0.0353697469051526
X2881.TT.EQUITY,0.0321090411444506,0.0900645494030322,0,1.73472347597681e-18,0,0,0,0,0.105646853469235,0,0,0,0,0,0.0476212203017672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239066928742059,0,0,0.0427262565016166,0,0.264104919756004,0,0,0,0,0,0,0,0,0.0913936265387235,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.00847274667928337,0,0.132026263429821,0,0,0,0,0,0,0,0.476904272231413,0.0297160699658595,0.173469372646423,0,0,0.0186503729644859,0,0,0,0,0.0945468342768573,0.0720680381300055,0,0.0103063494088426
X600015.CH.EQUITY,0,0,0.0519157817408609,0,0,0.0828663763738716,0,0,0,0,0,0,0,0.366120630858461,0,0.0136046626212911,0,0,0,0,0,0,0,0,0.187035666142019,0,0,0,0,0.0226972434871262,0,0,0,0,0,0,0.0412438303989899,0.0516120018068637,0,0,0,0,0,0.0601348900892401,0,0.0739263097781868,0,0,0,0
X000166.CH.EQUITY,0,0,-0.0971258175053632,0,0,0,0,0,0,-0.0177410637492784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277224223586759,0,0,0.0328523988200638,0,0,0.156596479388736,0.132091606138974,0.385598174357348,0,0,0,0,0.145924013958926,0,0.250482942265856,0,0,0,0
X2891.TT.EQUITY,0,0.0336738663382905,0.512318000316343,0,0,0,0,-0.267782505254151,0,0,0,0,-0.092614222722399,0,0,0,0,0,0,0,0,0.276703451193258,0,0,0,0.160138920428324,0,0,0,-0.252962248518893,0.337145514148785,0,0,-0.0990462328987116,0,-6.93889390390723e-18,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025345259614415,0,0,0,0,0,0,0,0,0,0.0551134650934334,0,0,0,0,0,0,0,0.0462269523247102,0,0.635756386746487,-0.0306572469318621,0,0.119378094728867,0,0,-0.0610014908170001,0,-1.73472347597681e-18,0.0699293431024463,0,0
