,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0573100094170615,0,0.153209164838456,0,0.0160388217586385,0,0,0,0,0,0,0,0,0,0.0205809899483326,0.188052644646939,0,0,0,0,0,0.0768950067180637,0,0,0,0.0134089193635672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767812459562872,0.0377755953475632,0,0.028567911084116,0,0,0.0669875551942467,0
X601318.CH.EQUITY,0,0,0,0.0849847774870106,0,0,0,0,0.132921589622084,0,0,0,0.0739568409951449,0,0,0.0914595662268402,0,0.0630021940358592,0,0.2288672602274,0,0.154513365272807,0,0,0,0,0,0,0,0,0,0.162372653039472,0,0,0,0,0,0.0436551998193844,0,0,0,0,0,0,0,0,0,0,0,0.0817021731971694
X601939.CH.EQUITY,0,0,0,0,0.122884248243887,0,0,0,0,0,0.0937477651290995,0,0,0,0,0,0,0,0,0,0.00265889202964111,0,0,0.568004820774635,0,0.16526619950868,0,0.125905955270807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595084348457581,0,0,0,0,0
X600036.CH.EQUITY,0.0588432740454704,0.0219590999353237,0,0,0,0,0.252296198156217,0.0302596278127913,0,0,0,-0.0160618716642575,0.225022864026139,0,0.12764835892178,0,0,0,0,0,0,0,0.279873088012281,0.147397143846532,0,0,0,0,8.67361737988404e-19,0.0341343866572779,0,0,0,0,0,0,0,0.0195575217923945,0,0.0818657373458489,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.144291090330992,0,0.0695596577258428,0,0,0.00274617491197997,0,0.350308905379193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153410662752222,0,0,0,0,0,0,-0.0336979413452528,0,0,0,0,0,0,0.000811631748298309,0,0,0,0,0.175717221868723,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136784584404118,0,0,0,0,0,0,0.203039777900053,-0.141405574934561,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00268915288880437,0.619957212718013,0,0,0,0,0,0,0,0.124494094813645,0,0,-0.0780582042178745,0,0.00629095681217992,0,0
X1299.HK.EQUITY,0,0,-0.0733323874518045,0.0176070270653564,0,0,0,0,0,0,0,0.120606727422177,0,0,0,0,0,0,0,0,0.179662598623232,0,0,0,0,0,0.170177075301537,0,0,0,0,0,0,0,0,0,0,0.0689637414476197,0,0.167982706195917,0.0103535615357581,0,0.0405380925562897,0,0.112582756413428,0.0542593167408674,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.108136851711353,0.741543096889471,0,0,0,0,0,0,0,0.0333823614046249,0,0,0,0.00687573162563969,0,0,0,0.0854059793036313,0,0.219421992018303,0,0,0,0,-0.0383781010243086,0,0,-0.139792217899773,0.129105459360832,0.0440463350955022,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0095445342666434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130405205108259,0,0,0,0,0.0847247526785383,0,0.179534129988586,0.0154804190475402,0,0,0,0,0,0,0,0,0,0,0,0.337346504018464,0,0,0,0,0,0.149652291668275,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836027973639892,0.0410328305676283,0,0.0375799067701106,0,0,0,0,0.0373189219014123,0,0.123606934647173,0,0.0446504236414482,0,0,0,0,0,0,0,0.157405155395662,0,0,0,0,0,0.391817532983532,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
