,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.489540538283476,0,0,0,0,0,0,0,0.213890465587372,0,0,0,0.137817819183975,0,0.0604147152932332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312170571907297,0,0,0,0,0,0,0,0,0.077639042152167,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791
X601939.CH.EQUITY,0,0,0,0.725090128244654,0.0318612856526277,0.0537850034900774,0,0,0,0.234247772647601,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0,0.0502169632253628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023308764058735,0,0.0230801629216372,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.412880254584327,0.0301686752364901,0,0.941788142846622,0,0,0,0,0,0,0,-0.14299685626019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152370208208477,0,0,0,0,0,0,0,0,0,0,0.0491481734686409,0
X5.HK.EQUITY,0,0.065369588779092,0,0,0,0.146612886053947,0,0.313363920229321,0,0,0,0,0,0,0.0102668379176414,0,0,0,0,0,0,0,0,0,0,0.01103370658213,0,-0.18164482875554,0,0,0,0,0,0,0,0,0.116733943376694,0,0,0.287746362515821,0,0,0,0,0,-0.0867487965489687,0,0,0.0543144723322281
X601988.CH.EQUITY,0,0,0.0375472261782492,0,0.268104636446065,0,0,0.0509292757832227,0,0.0632409052820831,0.179907388452768,0,0,0,0,0.164457435858324,0,0,0,0,-0.0818594330448622,0,0,0,0.137803178490053,0,0,0,0,0,0,-0.194131967276791,0,0,0,0,0,0,0,0,0.0721419964497301,0,0,0,0,0,0,0,-0.0247450922029774
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,0,0,0.20976422934674,0,0,0,0.041924975312956,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.219512242287613,-0.0244169410843532,0,0,0,0,0,0,0.0624922085698661,0,0,0,0,0.18834950808557,0,0,0,0,0,0,0,0.063282350236668,0,0.122646998182622,-0.174671403095054,0,0.0702402082339522,0,0.0358335761825171,0,0,0,0.388359124604578,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.109952147143141,0,0.00633706882796709,-0.0905874538946292,0,0,0,0,0,0,0.0298302027836833,0,0,0,0,0.180313522660107,0,0,0,0,0,0,0,0,0,0,0.0153118096442254,0,0,0,0,0,0,0.425346316210424,0,0,0,0,0,0,0.202363397624976,0,0.085152783664246,0.0701440294118933,-0.0203552060315991,0,0,0
X601328.CH.EQUITY,0,0,0.0858785466385731,0,0,0,0.397741797694232,0,0,0,0,0,0.434576909646732,0,0,0,0,0,0,0,0.151513099807237,0,0.237586122224497,0,0,0,0,0,0,0,0,0,-0.113930460128819,0,0,0,-0.0666431865558794,0,-0.125881810042318,0,0,0,0,0,0,0,-0.139554647814976,0,0
X601166.CH.EQUITY,0.160793321196855,0,0.0286776640091315,0.271076302053102,0,0,0,0,0,0.123301622185102,0,0,0.156717183178947,0,0,0,0,0,-0.00246556804606589,0.0858827154607083,0,0,0,0,0.0603553020340339,-0.0625049078535225,0,0,0,0,0,0,0,0,0,0.115287128293944,0,0,0,0,0.0729050894942535,0,0,0,0,0,0,0,0
