,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X600048.CH.EQUITY,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.233522941166059,0,0,0.0390169108993686,0,0,0,0.0791350609435532,0,0,0,0,0,0,0,0.0274003358322822,0,0.323907069539631,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.106292323635956,0,0,0,0.0639389875057804,0,0,0.0414476623896481,0
X1113.HK.EQUITY,0,0.130253902176672,0,0,0,0,0,0,0,0.0461054506330486,0,0,0.13383598941699,0,0,0,0,0,0.0734514412969754,0,0,0,0,0,0,0,0,0,0,-0.0406479865405656,0,0,0,0.0464060519089053,0,0.49369481398279,0,0,0,0,0,0,0,0,0,0,0.124398315564631,0,0,0
X12.HK.EQUITY,0,0,-1.0842021724855e-19,0,0,0,0,0.22069695227232,0,0,0,0,0,0,0,0.341348410079556,0,0,0,0.0205125247953472,0,0.163158470425656,0,0,0,0.00682247876770943,0,0,0,0,0,0,0,0,0,0.0850260777838068,0,0.00152988630461162,0,0,0,0.12285388783516,0.0723391723317459,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0371212686796634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218460010507766,0,0,0,0,0,0.36219800052407,0,0,0,0,0.0659415304471964,0,0.150636964376614,0,0.0993598876659303,0,0,0,0
X002142.CH.EQUITY,0,0.152741213763951,0,0,0,0,0.678484571562865,0,0,0.138483098330264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0972347289700579,-0.111259170601825,0.171424480931508,0,0,0,0,0,-0.171321167145824,0,-0.0159122898517062,0
X823.HK.EQUITY,0,0,0,0,0,0.123053889703103,0,0,-0.130955880341195,-0.0127749823675702,0,0,0,0,0,0.105806939008266,0,0,0.110048142563757,0,0,0,0,0,0,0.047909751641965,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686516018763962,0,-4.33680868994202e-19,0,0.646468324229918,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181937807680221,0.232254570742939,0,0,0,0,0,0,0,0,0.0154969413299064,0.156395243668751,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.156774115431145,0,0.255618635305699,0,0,0,0
X600837.CH.EQUITY,0,0,0.106911270895429,0,0,0,0.0716673185166868,0,0,0,0,0,-0.026991425031028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773894856913453,0,0,0,0,0.127246469233354,0.266259570112409,0,0,0.208341300931124,0,0,0,0,0,0,0,0,0,0,0.379687814691116,-0.0407171197629995,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00546764553107925,0,0,0.288071960179411,0,0,0,0,0,0,0,0.0237620840145403,0,0,0,0,0,0,0,0,0,0.0702536563829801,0,0,0,0,0,0,0.0466652499253839,0,0,0,0,0,0,0.238587886256862,0.130505180412478,0,0.163586810671867,0,-0.0148611163786986
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0281507308506938,0.225003987524868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399825456075054,0,0,0,0,0.208173791015696,0,0.0626104096250771,0,0,0,0,0,0,0,0,0.0172624949606205,0,0,0,0.144784462249286,0,0,0.0934863802713891
X601336.CH.EQUITY,0,0,0.0602559113154408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949571068898756,0,0,0.0306411027971461,0,0,0,0,0.0150492784411982,0,0,0,0.00230461958585572,0,0,0,0,0.0793339439551012,0,0,0.274716952031941,0,0,0,0,0,0,0.263377706791712,0,0,0.127684076509368,0,0
X601229.CH.EQUITY,0,0,0.0750945561513306,0,0,0,0,0,0,0.140876742596895,0,0.403213084578812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531172996386847,0,0.171049752720376,0,0,0,0.182673271726739,0,0,0,0,0,0,-0.106462973340083
X1997.HK.EQUITY,0,0.080277741837994,0.0676517330715753,0,0,0,0,0,0,0,0,0,0.0583072062108047,0,0,0,0,0,0.0196975727589145,0,0,0,0,0,0,0.0746461798026195,0,-0.0413374662416793,0,0,0,0.150253303410053,0.430617943699312,0,0,0,0,0,0,0.0632237174028071,0,0,0,0,0,0,0,0,0.0341238881228287,0
X601169.CH.EQUITY,0.220089301110317,0,0,0,0,0,0,0,0,0,0.0582688616819612,0.0621940369958165,0,0.239023630293071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140056244857885,0.130245032688833,0,0,0.180333118270605,0,0,0,0.0547202489285002,0,0,0.0403414387655105,0,0
X600015.CH.EQUITY,0,0,0.00859443345313481,0,0,0.0219447317603227,0,0,0,0,0,0,0,0.365449590938132,0,0.00084414544637688,0,0,0,0,0,0,0,0,0.173432567082787,0,0,0,0,0,0.0693311955613449,0,0,0,0,0,0.0754736894767946,0,0.069919979256682,0,0.0195373946258472,0,0,0.140907960770675,0,0,0,0,0,0
X600999.CH.EQUITY,2.16840434497101e-19,0,0,0,0,0.0948456158138156,0,0,0,0.0443106091999598,0,0,0,0,0,0,0,0,0,-0.0131379404037037,0,0,0,0,0,0,0,0.0524273674030145,0,0,0,0,0,0.0458731477794061,-0.137529459250685,0,0.326254796755781,0,0.0810330630216961,0,0,0,0,0,0,0,0,0.424003732561857,0,0
X2881.TT.EQUITY,0,0.0708936422260491,0.122066987567522,0.0124909368736227,0,0,0,0,0.200934792433711,0,0,0,0,0,0.0775602171162938,0,0,0,0,0,0,0,0,0,0,0,0.068199420681353,0,0,0,0,0,0,0,0.164790740530729,0,0,0,0,0.107350471278715,0,0,0,0,0,0,0,0,0.0681367261850773,0.0368211638105212
X000166.CH.EQUITY,0,0,-0.072776298651191,0,0,0,0,0,0,-0.00889898523345019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844477392221738,0,0,0.0670519096711674,0,0,0,0.505700016550723,0.0791308160522114,0,0,0,0,0.156700115232496,0,0.270124317952382,0,0,0,0
X2891.TT.EQUITY,0,0,0.624986053005465,0,0,0,0,0,0,0,0,0,-0.0437034422611088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603201805997116,0,-0.0201882960442651,0,0,0,-0.0830125050646799,0,-0.0831067010647595,0,0,0,0,-0.0503568197778396,8.67361737988404e-19,0,0,0,0,0,0,0,0.595730292125201
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.223787023514826,0,0,0,0.0148186699292029,0,0,0,0,0,0,0,-0.00791203145125073,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0128088856913098,0,0,0,0,0,0,0,0,0,0,-0.057076694652223,0.678952597051236,0,0.11318957214667,0
