,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.127335700787794,0.0123075070155247,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094745090601588,0,0.481661848466307,0.326636792455086,0.0403836831356098,0,0.164891389916443,0,-0.252710904497535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363313104686927,0,0.0034036573865932,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0
X601939.CH.EQUITY,0,0.0642852476723497,0,0.814591111183204,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0308778234619271,0.0140219223569808,0,0,0.0778878921988009,0.04306575788532,0.0213923554277068,0,0,0,0,0,0,0.0177652008530432,0.0271226201637504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240612252426197,0,0,0,0
X601288.CH.EQUITY,0,0,0.86788088995891,0,-0.08968054187675,0,0,0,0,0,0,0,0,0,0,0.0273319748691394,0,0,0.153267458301949,0,0,0,0,0,-0.027866037541024,0.053754673022788,0,0,0,0,0,0,0.0433204134618809,0,0,0,0,0,-0.0319967552649764,0,0,-0.116128842911063,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.101345598663346,-0.101919940635111,0.412680560928642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590166898824689,0,0,0,0,0,0,0,0,0.270658044030726,0,0,0,0
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148232557952425,0.0923468177792098,0,0.0431146071438449,0,0,0,-0.0128682816150747,0,0,0,0,0,0,0,0,-0.0745456978588053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10754576529348,0,0.00763302785232275,0,0,0,0,1.04722466572964,0
X1299.HK.EQUITY,0,0,0,0,0.163063572560366,0,0,0,0,0.0821677047885864,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212427689020743,0,0.366216726599955,0,0,0.0606628441973547,0.394951139930546,0.18351756986295,0.0926742551906546,0,0,0,0,0,0,0,0,0,0,0,0,-0.165451803941932,0,0.0796217909313394,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150488376260774,0,0,0,0,0,0,0.231098245456427,0,0.480481187063174,-0.129701792274093,0,0,0,0,0,0,-0.0314393993633942,0,0,0,0.00467393934297971,0,0,0,0.0108711404658787,0.0672105102366751,0,0,0,0,0.128917926590508
X388.HK.EQUITY,0,0,0,0,0.224750125166367,0,0,0,0.120647766041413,0,0,0,0,0,0.0181967863201526,0,0,-0.293608207009609,0,0,0,0,0.0630900759977215,0,0.296925576449674,0,0.0628356703923869,0,0.108898769144434,0,0.0278467872451383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231436730718897,0.094787074029911,0,0,-0.223474226964902
X601658.CH.Equity,0,0,3.46944695195361e-18,0.229909030040928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297350148405828,0,-0.0691078204715076,0,0,0,-0.0614581177277845,0,0,0,0,0,0.0726685160510134,0,0,0,0,0,0,0,0,-0.0332128816172744,0,0,0.306306858360337,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.152092666499918,0,0,0,-0.0947260504617153,-3.46944695195361e-18,0,0,0.289642623469952,0,0,0,0,0,-0.046828598693892,0,0,0,0,0,-0.00439730805052529,0,0,0,0.0177260181195172,0,0.00389443099402814,0,0,0,-1.38777878078145e-17,0.2206843702782,0,0,0.238651572191687,0,0.108501390405327,0,0,0.0579423436176528,0,0.0283065667161524,0,0,0,0.129385546652116
X601066.CH.EQUITY,0,0,0,0,-0.0480356208010175,0,0,0,0,0,0,0.489153447276532,0,0,0,0.0890474308940286,0,0,0,0,0,0.0430386856780433,-0.0305484023618237,0,-0.0645626765362873,0,0,0,0.337020118973289,0,0,0,0,0,0,0,0,0,0,0.0563596481768653,0,0,0,0.0900025287295677,0,0.0242600295051511,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.132127902589024,0.215784966038561,0,0,0,0.0500647907482626,0,0,0,0,0,0.0262797539202019,0,0,0,0,0.0710738411000448,0,0,0,0,0,0,0,0,0,0.0311217625583137,0.0998928532814609,0.00762536278242123,0,0,0.0472755141383693,0,0,0.0015319282480188,0,0,0,0,0,-0.0192518430259646,0,0,0.415936330529545,0
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.0462908470449855,0,0.113094491117546,0.0205463923771592,0,0,0,0,0,0,0,0,0,0.029111380302656,0,0,0,0,0.37341808498669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2482376048216,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.174343816980201,0.0910414872202519,-0.129633946979577,0,0,0,0.0960192615731034,0,0,0,0.200105389693094,0.00119785195005561,0,0,0,0,0,0,0,0,0,0,0.155056034191449,0,-0.0497617947365748,-0.160654465562509,0.0776422850102817,0,0.111974010695386,0,0,0,0,0.040612700140795,0,0,0,0,0,0,0,0.0293194339568942,0,0,0,0,3.46944695195361e-18,0
X600000.CH.EQUITY,0,0,0.154916868751052,0.194283206030104,0,0.123210721150613,0,0,0,-0.0296070914119466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107139806432529,0,0,0,0,0,0,0,0,0.279255372256705,0,0,0,0,0,0,0,0.701803330756277,0,0,0,0,0,0,0,0.0661739087657793
X000001.CH.EQUITY,0,0.158286926607597,0,0,0,0,0,0,0,0,0,0,0,0.111763973122478,0,0,0.145702844341935,0,0,0.147331150354514,0.0223528829044474,0,0,0,0,0,0.17306083508399,0,0,0,0.00147297560226844,-0.0173716824123132,0.0917317944116485,0,0,0,0,0,0,0,0,0.0222238324141385,0,0.0241398772425111,0,0,0.0620729468670559,0,0,0.034250717261401
X601319.CH.EQUITY,0,1.73472347597681e-18,0,0.197198963789334,0,0,0,0,0,-0.0128878451142771,0,0,0,0,0,0.0514579914693434,0,0,0,0.0744996438056994,0,0,0,0.154959651663909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372019864705833,0,0
