,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.222849421811698,0,0,0,0,0.372386449684989,0,0,0,0,0,0.0285549376612991,0,0,0,0,0,0,0,0,0,0,0,0.25458641537673,0,-1.38777878078145e-17,0,0.0173361930608002,0.0257086071524049,0,0,0.072960770841727,0,0.0608207567201221,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898759502291444,0
X601318.CH.EQUITY,0,0,0.10882302717457,0,0,0,0,0.0164710422902752,0.280247403920439,0,0,0,0,0.139086309805573,0.264661370861462,0,0,0,0,0.0495588495027465,0,0.039396399683873,0,0,0,0,0,0.19067728624771,0,0,0,0.0626662885770881,0,0,0,0,0,0,0.0256593941470643,0,0,0,0,0,-0.101430871367277,0.0484599008375683,0,0,0,0
X601939.CH.EQUITY,0.334762524864586,0.0400436486396562,0,0,0,0,0,0.262046101963947,0.273144726346639,0,0,0,0,0,0,0.208545945059344,0.00364609150774226,0,-0.00411699861334594,0,0,0,0,0,0,0,0.141249065573771,0.229549775176887,0,-0.0422497404060166,0,0,0,0.0791576750905029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.152102432113783,0,0,0.0605153024519906,-0.102209649350589,0,-0.103113006092838,0.148638487032209,0,0,0.158020939007163,0,0,0,0.161623081255451,0,0,0,0,0,0,0.398576309613895,0.0323163440473212,0,0,0,0,0,0,0,0,0,0,0,0,-0.072893572859592,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.102011929548556,0,0,0,0,0.459658774469427,0,-0.0600379774352999,0,0.0706409480402531,0,0,0,0,0,0,0,0,0,0,0.143224738876311,0,0,0.060811878176035,0,0.125286947187817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229135039724289,0,0,0.0124579186292915
X1299.HK.EQUITY,0,0,-0.0584807827232846,0,0,0,0,-0.00180573106651132,0,0.160257704119364,0,-0.0945029467784014,-0.0755954961327456,0,0,0,0,0,0,0,0,0,0.161123999719339,0,0,0,0,0,0,0,0,0,0,0.123712454589717,0,0.053185399023657,0,0,0.227606975447427,0,0,0,0.25139362104668,0,0,0,0,0.0842875775154753,0.183657457090424,0
X601628.CH.EQUITY,0.00935475947047105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838662287411508,0,0,0.147516328070096,0,-0.0136215836010567,0,0,-0.153848378901115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469156850538674,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.525091500496314,0,0,0,-0.00799677635482353,0,0,-5.42101086242752e-20,0,0,0,0,0.28689243368183,0.13515010854128,0,0.043503278578773,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418274846565822,0,0,0,0,0,0,0,0,0,0,-0.098215920366113,0.00138134394692586,0,0,0,0
X5.HK.EQUITY,0,0.00665820648311846,0.0636106671114137,0,0,0,0,0,0,-0.0888399424468442,0.150853408268776,0,0,0,0,0,0,0,0,0,0,0,0.188851312556752,0,0.0818136782124715,0,0,0,0,0,0,0,0,0.176040171232552,0,0.0456259906893499,0,0,0,0,0.306476556330181,0,0.216633582461723,0,0,0,0.0710386080292064,0,0,0
X388.HK.EQUITY,0,0,-1.0842021724855e-19,-0.319651922469301,0,0.256406017522272,0,0,-0.0380540069300631,0,0,0,0,-0.0107268792553569,0,0,0,0.167706917171826,0.263551848426361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598204714224338,0,0,0,0,0,0.167800331838287,0,0,0,0,0,0,0,0.112757214900861,0.0372337341576623,0
