,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0158791277113041,0,0.238743460081899,0,0,0,0,0,0,0,0,-0.132966978276666,-0.113623047129672,0,0,0,-0.164959070828144,0,-0.178036498349381,0,0,-0.222167017266071,0.029716152550606,0,0,0,0,0.750975258530918,0,0,0.227679660450317,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454
X601939.CH.EQUITY,0.129605553594913,0,0,0,0,0,0,0,0,0.266842424816937,0,0,0,0,0,0,0,0.115347344086443,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0142385209010912,0.112194402354692,0,0,-0.215776167094868,0,-0.210860081288576,0,0,0.499328193998029,0.145520170161366,0,0,0,0,0.124165955113337,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.602574687906843,0.271205990874082,0.0290731107410378,0.668429506743835,0,0,0,0.170716727612536,0.414990953144306,-0.251300549679535,0,0,0,0,0,0,0,-0.263228530557862,0,0,0,0,0,0,0,0,-0.545823814416967,0,0,0,-0.185952683226497,-0.17933482864083,0,0,0.0598366292629944,0,0,0,0,0.545641955346176,0,0
X5.HK.EQUITY,-0.0762037611237298,-0.0241135927334173,0,0,0,0,0,0,0,0,0,0,0,0,0.461250377885883,0,0,0,0.44894002921648,0,0,0,0,0.0649027133977312,0.0124173964003778,0,0,0,-0.129131084693376,0,-0.135972522056594,0,0,0,0,0.128556893196675,0,0,0,0,-0.100247137661562,0,0.180540852344331,0,0,0,0,0,-0.127022322819522
X601988.CH.EQUITY,-0.262430165928127,0,0,0,0.348493432737498,0,0,0,0,0,0,0,0,0,0,0,0,0.188847431348422,0,0,0.638261996543976,0,0,0,-0.0193830466729468,0,0.00636442415129284,0,0,-0.485586439712039,0,0,0,0,0,0,0,0,0,0,0.0778856117108025,0,0,0.080364436005694,0,0,0,0,0
X600036.CH.EQUITY,-0.0472044593338059,0.411991975089514,-0.064625117746824,0,-0.0375176474403925,0,0,0,-0.00741811902599488,0.51411495056894,0,0.0765312408398243,0,0,0,0,0,0,0,0,0,-0.0615918989144125,0,0,0.218941171853487,0,0,0.0800096325394069,0,0,0.0806640258377088,0,-0.362939228396535,0,0,0,0,0,0,0,0,0.20883377988525,0.129171964401795,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0798475727548426,0,0,0.172468303803986,0.00420944965414693,0,0,0,0,0,-0.0160778607595797,0.0169876620189079,0,0,0.113721875318324,0,0,0,0,0,0,0,0,0,0.186955267928074,0,0,0,0,0,0.148352077862321,0,0,0,0,0,0,-0.0184394742994222,0,0,0,0,0.0105163919010403,0,0,0,0,0
X601628.CH.EQUITY,0,0.152427659033518,0.0590792883078963,0.115440702190809,0,0,0,0,0,0,0.00910815546247007,0,0.360356371557789,0,0,0,0,0,0,0,0.0264790292855576,0.0915123590525987,0,0,0,0,0,0,0,0.0211938574661893,-0.0475521436707609,0,0,0,0,0.113821535477831,0.20295414288472,0,0,0,0,0,0.0413654466029208,0.0515722348771161,0,-0.212933163918335,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624527153070947,0,0,0,0,0,0,0,0,0.0175082980292448,0,0.0216773177468065,0,0,0,0,0,0,0.146918913733189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179381712721751,0,0,0,0,0,0,0,0,0
