,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409537153409353,0,0,0,0,0,0,0,0,0,0,0,0,0.530835779674687,0.675816867185724,-0.112071307838571,0,0.00655670680717625,0,0,0,-0.199461759201764,0,0,0.244593684931566,-0.311839495960826,0,0,0,-0.0116791971844058,0,-0.0574482307644039,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.190993120896073,0,0,0,0,0,0,0.106658541216424,0,0,0,0,0,0.1873730207813,0,0,0,0,0,0,0,0,0.119663058717905,0.0304057948268972,0,0,0,0,0,0,0,0.203503297338485,0,0,0,0,0,0,0,0,0,0,0,0.00670486084067496
X601939.CH.EQUITY,0,0,0,0.828654880093938,0.0253486614967425,0,0.0107035125753878,0,0,0,0,0.00169491465991433,0,0,0,0,0,0,0.0627261458034272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460397285302231,0,0,0,0.00511300121871804,0.00313501631680748,0,0,0,0,0.0683219847052728,0,0,0,0,0.0199252865936001,0
X601288.CH.EQUITY,0,0,0.851716991306268,0,0,-0.0958029572723464,0,0,0,0,0,0,0,0,0.0233812311310423,0.0181195292594583,0.0739229641768945,0.139128840201796,0,0,0,0,0,0,0,0,-0.0597109860282842,0.0253117712189217,0,0,0.0211056052505796,0,0,0,0,0,0.014951542905875,0,0,0,-0.177847466240476,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0334382408661747,0,-0.0080246038616999,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258211922746612,0,0,0,0,0,0,0,-0.0745090509027558,0,0,-0.0857559007089171,0,0,0,0.06873301969225,0,0.0332641445906325,0,-0.117538023265119,1.03320776881449
X601628.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.104847580265148,0.788126979065163,0,0.0449818765322154,0,0,0,0,0,0,0,0.108536420151817,-0.0397032452610515,0,0,0,0,0,0,0,0,0,0,0,-0.161272028278445,0,0.0503632390227854,0.11776217915898,0,0,0,0,0,0.0963942342981657,0,0.0418723032842318,0,0,0.151153839033482,0
X600036.CH.EQUITY,0,0,0.30031572138314,0,0,0,0,0,0.0211413390445771,-0.0304997881385703,0,0,0,0,0,0.201066295237074,0.0492918925363528,0,0,0.0257235731869026,0,0,0,0,0,0,0,0.0763595608147732,0.0329305493369796,0,0,0,0,0.370591926914691,-0.0986806905680346,0,0,0,0,0,0,0,0,-0.00719711193795139,0.0764716457914552,0.0850374408523045,0,0,0,0
X1299.HK.EQUITY,0,0.0467173163873189,0,0,0,0.19006049042041,0,0,0,0.216442787861167,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169337590658501,0,0,0,0.204916468551717,0.271515040461108,0.0535713880946675,0.148687200110717,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.211782462584045,0.0781710238364182,0,-0.117274022543896,0.0857400018319958,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.32906320038821,0,0,0,0.35382423082978,0,-0.139672196840141,0,0,0,0.112461365264916,0,2.16840434497101e-19,0.282574497419407,0.171704106787965,0.340557738774717,0.0588613312110509,0,0,0.0400816910306567,0,0,0,0,0,0,0,-0.095287011557618,0,0,0.0524495420854996,-0.202288191319913,0.105601522655091,-0.0984323438851591,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.247704610292117,0,0,0.068030964507283,0,0,0,0,0,0,0,0,0,-0.365983236171001,0,0,0,0.127979267893176,0,0.0696467750192119,0,0.3564121431927,0,0,0,0.110443101931452,0,0,0,0,0,0.074809430401363,0,0,0,0,0,-0.226954946296117,0.172962808136136,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0508507974019079,0.155286714261768,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0681365401307176,0.304972114330968,0,0,-0.0331773216437384,0,0,0,0,0,-0.0170802599337806,0,0,0,0.00629906203004379,0,0,0,0,0,0,0,0,0,0,0.212485936173827,0,0,0,0,0,0,0,0
