,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.308348239014675,0,0,0,0,0.368197631016264,0,0,0,0,0,0,0,0.0349651696880984,0,0,0,0,0,0,0,0.131254899903626,0,0,0.0292619622975095,0,0,0,0,0,0,0,0,0,0,0.105986704895644,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.21070220031588,0,0,0,0,0,0.223564213171136,0,0,0,0.0119903334190009,0,0.177684918843893,0,4.33680868994202e-19,0.0837412829653818,0,0,0.0614256057980152,0,0,0,0,0,0,0,0,0,0.0768117214403365,0,0,0,0,0.0686314110272662,0,0.0378567738152355,0,0,0,0,0,0,0.0542113459285775,0,0,0,0,0
X601939.CH.EQUITY,0.4702855541739,0.0814117473496442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919176033126327,0,0,0,0,-0.134883898580395,0,0.0797089064112168,0,0,0,-0.0650668121551475,0,0,0.210358615334931,0,0.245205109923549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147578480213087
X601288.CH.EQUITY,0,0,0,0,0,0,0.00410256111686016,0.562127184054274,0,-0.0880334836565457,0,0.0467870716124761,0,0,0,0,0,0,0,0,0,0.0744889501314495,0.0805292795659638,0.0888190051526314,0,0,0,0,0,0,0.1120785111061,0,0.0540265896982327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606110778129367,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.174274623196994,0,0.0830514564454355,0.0301007300194492,0,0,-0.105953477321605,0.185707178541676,0,0,0.0670195182711898,0,0,0,0,0,0,0,0.129244325072284,0,0,0.0859891600478504,0.0386932103600652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388612256505298
X1299.HK.EQUITY,0,0,-0.271338186493694,0,0,0,0,0,0,0.173205549982426,0,0,0,0,0.104761113042785,0,0,0,0,0,0,0,0.0710691920396522,0.0128133771842248,0,0,0,0,0,0,0,0,0.228610117359458,0,0,-1.73472347597681e-18,0,0,0.188251983184381,0,0.0347231148312906,0.0931677187312138,0.308337028368989,0,0,0,0,0.218361421318747,0,0
X601628.CH.EQUITY,0.180649428332701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255279989520749,0,0,0,0,-0.0868878738480714,0.199273659715225,0,0,0,0,-0.146971954225606,0,0,0,0,0,0,0.00336322657819176,0.624115968641162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160597510556798,0
X601988.CH.EQUITY,0.109536229105288,0,0.0955964503486302,0.319868701574217,0,0,0,0,0,0,0,0,0.274552740996453,0,0,0,0.0804662967001503,0,0,0,0,0,0.0254020446557783,0.0255849449290045,0,0,0,0,0,0.170234470727397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.275963003978421,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.209199728557648,-0.0212769214103716,0,0,0,0,0,0,0,0.266377945425947,0,0,0.142791005172171,0,-0.0430043540426327,0,0,-0.0391707385644242,0,0.0848170206068315,0,0,0,0,0,0,0,0.354690036562397,0,0.137808684393927,0,0,0,0.0124366558543344,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.288342397885552,0.200648715788302,-0.0585124097446446,0,0,0,0,0,0.0756887662806296,0,0,0.0770459354292412,0,0,0.0462421417887978,-0.029051638850528,0,0.540335401452724,0,0,0,0,0,0,0.0514164393763762,0,0,0,-0.115561026436425,0,0,0,0,0,0.0922463378937881,0.136871254802242,0,0,0,0,0,-0.252830999154546,0,0.0608187692036919,0,0
