,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0906895852710124,0,0,0,0,0,0,0,0.0529016995282178,0,0,0,0,0,0,0,0,0,0.0708724205462671,0,0,0,0.53193656460528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207779621186653,0.487779345620547,0,0,0,0,0,0,0,0,-0.051988677893833
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410117548877,0.0170719635402644,0.0860989219939333,0,0.0467052677173501,0,0,0,0,0.116175778221511,0,0,0,0,0,0,0,0,0,0.253836378462894,0,0,0,0.19923160415886,0,0.0208045999775447,0.0680855726591617,0,0,0,0,0,0
X601939.CH.EQUITY,0.576663711658847,0,0,0,0,0,0,0,0,0.0503469108325079,0,0,0,0,0,-3.08080073177717e-05,-0.030625829725971,-5.42101086242752e-20,0,0.23267976591018,0,0,0.0148562962725755,0,0,-0.100523497584018,-0.513380023417969,0,0,0,0,0,0,0,-0.140090088821118,0,0,0,0,0,0.543393044946736,0,-0.0870378257714317,0,0,0.171580252867575,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0516344594409136,0,0.153103114448603,0,0.258877106791333,0,0.0217894096087566,0,0.350904521556417,-0.103175037989706,0,0,0,0,-0.0747013049019052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0592230833890507,0,0,0,0.172357922824005,0.368901018473268,0,0,0,0,0,0,0,0,0.0168128147169749,0,0,0,0,0,0,0,0,0,0,0,-0.208015445599039,0,0,0,0,0,0,0,0,0.120806828396859,0,0,0.29864889952438,0,0,0,0,0,-0.0881777166949727,0,0,0.0487519455173118
X601988.CH.EQUITY,0,0,0,0,0.330051959593357,0,0,0,0,0,0.161801446362713,0,0,0,0.194252742745637,0,0,0,0,-0.0957286892260294,-0.124749746336289,0,0,0,0.24370138885741,0,0,0,0,0,-0.23319518416006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023504332898093
X1299.HK.EQUITY,0,0,0,0,0.18165194565648,-0.0260449413491236,0,0,0,0,0,0,0,0,0,0.0810178524005748,0,0.138459333274377,0,0,0,0,0,0,0,0.0758557296453141,0,0,0,0.116708224730524,0,0,0.065586285361311,0.0332962190034505,0,0,0.45755077495942,0,0,0,0,0,0,-0.187724129448626,0,0,0,0,0
X600036.CH.EQUITY,0,0.0292048212259295,0,0,0,0,-0.0373679046125664,0,0,0.518878745433096,0,0,0,0,0,0,0.114252902199709,0,0,0,0.289336487898805,0,0,0,0,0,0,0,0.154263563821961,0,0,0,-0.150425741419431,0,0,0,0,-0.153399818536984,-0.01518099699093,-0.0419027737644829,0,0,0,0.176957517006196,0,-0.0732888841606236,0,0,0
X601628.CH.EQUITY,0,0.165863947902854,0,0.0737775000061961,0,0,0,0,0,0,0,0,0,0,0,0,0.139702176977979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.176079158389594,0.135550895185968,0,0,0,0,0,0.155542754026901,0.105934450978969,0.136139156035035,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0703670762344393,0,0,0,0,0.705512305866662,0,0,0,0,0,0,0,0,0,0,0,0,0.0921450537305103,0,0,0.0167160620968572,0,0,0,0,0,0,0,0,0.0263064366950199,0,0,0,0,0,0,0,0,0,0,0.00914869277660084,0,-0.143014943542439,0,-0.0387595390250842,0
