,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X823.HK.EQUITY
X601398.CH.EQUITY,0,0,0.149747862101781,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846308848092881,0,0.377022911314189,0,0.0981396258149003,0,-0.106718133468186,0,0,0.0387709392943933,0,0,0.176330333907337,0,-0.221188500114273,0,0,0,0,0,0,0,0,0,0,-0.180925776942422,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0878794047122649,0.0265784144668698,0.0602588461836325,0,0,0,0,0,0,0,0,0,0,0,0,0.287181115231784,0,0,0,0,0,0,0,0,0,0,0.15272488016995,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.309405369716501,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.870668235903163,0,0,0.0130094717743375,0.0655233222812509,0.0563012726183265,0,0,0,0,0,0,0,0,0.0353418114033054,0,0,0,0,0.0251077596637288,0.0430291752157289,0,0,-0.0336079056989619,0,-0.0970457525320581,0,0.0837640154395665,0,0,0,0,0,0,0,-0.0665369861437872,0,0,0.0628395737076588,0,-0.0559758070353388,0,0,0,0,0.00408122384139226,0
X601288.CH.EQUITY,0,0,0.824342691747861,0,0,-0.0939435316412721,0,0,0,0,0.00237507814578968,-0.00833980334116322,0,0.196758802066022,0,0,0,0.139812942999242,-0.0528890613732698,0,0,0,0,0,0,-0.0204628697435766,0,0,0.0405377345590304,0,0,0,0,-0.00577214811971463,0,-0.0261004869160504,-0.0853931151589048,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.678702716124953,0.00538209295236463,0,0.245507809569549,0,0,0.0863405953921587,0,0,0.030586029075653,0,0,0,0,0.0517184897176307,0,0,0,0,0,0,0,0,0,0,0,0,-0.163614953483774,0,0,0,0,0,0,0,0,0.0537792890479639,0,0,0,0
X601628.CH.EQUITY,0,0.0188603855337834,0,0,0,0,0.282147308556626,0,0,0,-0.0682281960675261,0.0830584228965061,0,0,0,0,0,0,0,0,0,0,0.061787055906124,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156233039806823,0.100554669408577,0.095735005494724,-0.0377815111051068,0,0,0.0842949967165843,0,0.100111792461389,0.0658816218867002
X600036.CH.EQUITY,0,0,0.288943292968015,0.157114243596681,0,0,0,0.121696896096751,0.0829928400819017,0,-0.0742398130486425,0,0,0,0.0566466855970408,0,0,0,0,0.00677758430165971,0,0,0,0,0,0,0,-0.0158262432895742,0,0,0,0,0,0.304145710424631,0,0,0,0,0,0,0,-0.0557752931444263,0,0,0,0.0272223467187062,0,0,0,0.0863569545458236
X1299.HK.EQUITY,0,0,0,0,0,0.198465180645911,0,0,0,0,0,0,0,0,0,-0.00605460212490522,0.0489237613255957,0,0,0,0.182221546414601,0,0,-0.0599731698494892,0,0,0,0,0.129115057445251,0,0,0,0,0,0,0,0,0,0,0,0,0.162206191952852,0.1447177132713,0,0,-0.0265393581831497,0,0,0,0.471454299770837
X5.HK.EQUITY,0,0,0,0,0,-0.223121816080707,0.0629618358875108,0,0,0,0,0,-0.116718701709774,0,0,0,0.228548684679024,0,0,0,0,0,0,0,0.230897885933209,0,0,0,0.119314288456945,0,0.0315273610736898,0.00903107574909352,0,0,0,0,0.252661492990947,0,0,0,0,0,0,0.239806540480581,0,0,0,0,0,0.191661260638495
X601658.CH.Equity,0,0,0,0.231622485352288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207948519952469,0.190616925904212,-3.46944695195361e-18,-0.09569297624235,-0.00500024228532288,0,0,0,-0.117983329354542,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837382542813339,0,0,0,0.373549933197605,0,0,0,0,0,0,0
