,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.455326420387118,0,0.0797014780877665,0.119413850731108,0.0449211258974458,0.0821978999860527,0,0,0,0,0,0.0316678075832383,-0.0195158501495352,0,0,0,0.0641321499044491,0.0159760061998323,0,0,0,0,0,0,0.0907109189069937,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0131813941849797,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.181426937617763,0,0,0.256738645790595,0,0.340943515071339,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0757038295922108,0,0,0,0,0,0.119019430955661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0
X601288.CH.EQUITY,0.217320382314524,0.0754150813079492,0,0,-0.0155190690987581,0.0162483143206592,0,0,0,0.156019147701034,0,0,0,0,0,0,0,0.118909377715266,0,0,0,0,0,0,0.0064784853678895,0.270856344418703,0,0.0731218401956933,0,0.0687954548384189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.391605855282806,0,0.231411414306209,0,0,0,0,0,0,0.53561145348836,0,-0.364900165788091,-0.266732734564279,0,0,0.118776099957955,0,0,0,0.0976628996543347,0,0,0,0,0.158947523754483,0,-0.138987230907589,0,0.473923781437556,0,0,0,0,0,0,0,0,0,0,-0.611424546321209,0,0,0,-0.0956002756347304
X601988.CH.EQUITY,0.110865998339346,0.116223001467883,0,0,0.0466585705767792,0,0,0,0.180142944200602,0,0,0.105915870041149,0.0597362033992664,0,0,0,0,0.100856095302638,0,0,0,0,0.406291441369391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,6.93889390390723e-18
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995111,0,0,0,0,-0.0021570714990429,0,0,0,0,0.0477073727737878,0,0,0,0,0,0,0.73106008869592,0,0,0,0.139067216048735,0.00315994353095022,0,0,0,0,0,0,0,0,0,-0.00173547053739569,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.264922243959622,0,0,-0.158326716852803,0,0,0.116966745797231,0,0.0713030236497003,0,0,0,-0.130085841553286,0,0.267004463180182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532772735190717,0,0,0,0,0,0,0,0.0102608036634753,0,0,0,0.279817502653257
X601628.CH.EQUITY,0,0,0.147171107409967,0.0772341074650204,0,0,0,0,0,0,0.0574362099630972,0,0,0,0,0,0.0728685367349505,0.0969086746739085,0,0,0,0,0,0,0,0.0762638933003059,0,0,0,0,0,0,0,0.0335516713932532,0,0.230301525214001,0,0,0,0,0,0,0.117091383243008,0,-0.0399348304214103,0.0884138705274386,0,0,0
X601328.CH.EQUITY,0,0,0.0665057439660605,0,0.000897832015719192,0,0.0468386052052318,0.00578646053557261,0,0,0,0.116059955269983,0,0,0,0,0,0,0,0,0.0128723615207049,0.200598491192314,0,0,0,0,0,0,0,0,0,0.150604529393624,0,0,0,0,0,0,0.170692553910345,0.267136730878892,0,0,0,0,0,0,0,0,0
