,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0203114299348502,0,0,0,0.252406602717115,-0.0622115792512177,0,0,0,0,0,0,0.431233958822875,-0.251395923763224,0,0,0,0,0,0,-0.120089736332483,0,0,-0.0214587593574298,0,0,0,0,0,0,0.76786711686348,0,0,0,-0.0653952177102715,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0314097850994864,0,0.208143042684141,0.00628556471569256,0,0,0,0.0410221744802139,0.0600031906894283,0,0,0,0.081365621877626,0,0,0.0647251834043286,0,0,0,0,0,0,0,0,0,0,0,0,0.157214009138317,0,0,0.224945051574369,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0
X601939.CH.EQUITY,0.311535560829698,0,0,0,0,0,0,0,0,0.0549951749118574,0,0,0,0,-0.136960321105848,0,0,0.0150978147321071,0,0,0.0448129220541715,0,0,0,0,-0.428402346460765,-0.164139582687174,0,0,0,0,0,-0.0785136129852137,0,0,-0.288995630049395,0,0.0948053352786366,0,0.878711742594349,0,0,0.11137467899521,0,-0.143038516063283,0.289133369864252,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.271300014284671,0,0,-0.0782158799546125,-4.33680868994202e-19,0,0.591575840017204,0,0,0,0.174411193921184,-0.374763290804924,0.000569001956897852,0,0,-0.319801767393277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169384580986116,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133464437633348,0,0.314946943849607,0,0,0.0337740105980588,0,0,0,0.161338684756984,0,0,0.0449049342413658,0,0,0,0,0,0,0,0,0,0,-0.220395525639053,0,0,0,0,0,0,0,0,0.219651149702566,0.151420334720097,0,0,0,0,0,0,-0.0887379833439224,0,0,0.0965563677494622
X601988.CH.EQUITY,-0.122171910067083,0,0,0,0.408744854093331,0,0,0,0,0,0,0,0,0,0,0.00786113646020408,0.00781016866145042,0.206501753358482,0,-0.123976198502233,0,0,0,0,0.246978069752685,0,0,0,0,0,-0.361696128842675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018803709600334,0.135702846527267,0,-0.0755838514522655,0
X600036.CH.EQUITY,0,0.237504401170371,-0.0613067024599304,0,0,0,0,-0.120784777815454,0,0.405018183880108,0,0,0.18419999132217,0,0,0.108670236834879,0,0,0,0.305576211249439,0,0,0,0,0,0,0,0.114385021320395,0,0,0,0,0,-0.142901499459747,0,0,0,0,-0.0456409709661734,0,0,0,0,0,0,-0.00666020417418945,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.300270548547562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087713269675051,0,0,0,0,0,0,0.23893583165791,0,0,0.0040094561492753,0.084683235919437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128826962632012,0,0,0.0719980498382778,-0.0174829535936009
X601628.CH.EQUITY,0,0.0824901711422581,0.0249187062061191,0.0647147123777755,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.154043811499635,0,-0.0328553552487873,0,0,0,0,0,0,0,0,0.080558131333541,0,0,0,0,0,0,0,-0.060005784284329,0,0.196866679028743,0.246890801701542,0,0,0,0,0,0.221020400238456,0,0,0.110837644920112,0,0,0,0
X601328.CH.EQUITY,0,0,0.0518638916357181,0.0326951361917501,0,0,0.670550062363788,0,0,0,0,0,0,0,0,0,0.106982113662208,0,0,0.182051193764669,0,0,0,0,0,0.222637477906245,0,0,0,0,0,0,0,0,0,-0.00435818135349698,0,0,0,0,0,0.0365707295847428,0,0,0,-0.368934717098361,0,0,-0.0149142643864114
X601166.CH.EQUITY,0.149237104390637,0,0,0.255958295260514,0,0,0,0,0,0,0,0,0.224259611473109,0.0204531862212546,0,0,0,0,0.0372141290201986,0,0,0.0987269555867335,0,0,0,0,0,0,0,0,0,0,0.155908507436477,0,0,0,0,0,0,0,0,0,0.0532257258839621,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.0392259299589318,0.0626024843369161,-0.00648044755041646,0,0,0,0.333625765301629,0,0,0,0,0,0,0.0539791583199183,0,0,0,0,-0.105456698587776,0,0,0,0,0,0,0,0,0.397538002951041,0,0,0,0,0,0,0,0,0.140438780010549,0,0,0,0,-0.0919762255194157
