,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.134863463643709,0,0,0,0,0,-0.0901100226883112,0,0,0,0,0,0,0,0,0,0,-0.0234314220717087,0,0,0.620182817686482,-0.199539218417575,0,-0.0272687520862317,-0.0528900763123308,0,0.331172060001291,0,0,0,-0.141464713446993,0,0,0,0,0,0,0,0,0,0.0856383596567502,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0412030853681031,0,0.0155172042893184,-0.0412194269442572,0,0,0,0,0,0.090221516508274,0,0,0,0.444032739070059,0,0,0,0,0,0,0,0,0,0,0.129804693391394,0,0,0,0.254577142244843,0,0.120328097240028,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0609861375026659,0,0.773635274871527,0,0,0,0,0,0.029279854888451,0.0793528957900566,0,-0.0239167815001754,0,0,0.0764164807868368,0,0,0,0,0,0.00301909658016855,0,0,0,0,0,0.05176599116952,0,0,0,0,0,0,0.0502012160447123,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.864832864764779,0,-0.045286138216178,0,0,-0.048823683492701,0,0,0.0295803350754373,0,0,0,0,0,0.019822540643261,0,0,0.0504252447926946,0.00992611852083474,0,0,0.18546702840481,0,0.0760521767646988,0,0,0,0,0,0,0,0,0,0,0,0,-0.112410057554689,0,0,-0.140770464270098,0,0,0,0.0275445348088703,0,0,0,0
X601628.CH.EQUITY,0,0.0363689318774025,0,0,0,0,0,0,-0.0763925618604521,0.246834963568807,0,0.24014951912935,0,0,0,0,0,0,0.292058928278156,0,0,0,0,0,0,0,0,-0.120723268285287,0,0,0.0261541735165515,0,0,0,0.214433428287458,0.0776157782565719,0,0,0,0,0,0,0,0,0,0.0953845613857383,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.348066971843053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175631123567466,0,0,0,0,0,0,0,0.198252970785322,0,0.0317152807918909,0,0,0,0,0,0,0,0,0.0622084528923638,0,0,0,0,0,0,0,0.0833789734166826,0,0,0,0,0.011362921440144
X601988.CH.EQUITY,0,0,0,0.0691419223175305,0,0,0,0,-0.0269634943196493,-0.0729339347709438,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00120770397733642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131470870878312,-0.06244421012236,0,0.98942921068766,0
X1299.HK.EQUITY,0,0,0,0,0.0915525573973281,0,0,0,0,0.0379419091786763,0,0,0,0,0,0,0.0290284502394932,0,0,0,0,0,0.372355688952328,-0.0707413507813805,0,0.0821290507988921,0,0,0.0658385433911745,-0.193568122022634,0.0189980921038829,0,0,0,0,0,0.246915612566468,0,0,0,0.220774068690065,0,0.0858114444747114,0,0,-0.0896049954071385,0,0.0702550257206984,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0559988603838574,0,-0.0116933459908171,0,0,0,0,0,0,-0.191339496350454,0,0,0,0,0,0,0,0,0.0103054726342504,0.477272246520611,0,-0.114686512528492,0,0,0,0,-0.0291384521709511,0.151332640398172,0,0,0,0.162485542277992,0,0,0.142924895609051,0.320059020342963,0.164546640149939,0,0,0,0.372724547476514
X388.HK.EQUITY,0,0,0,0,0.328028874377088,0,0,0,0,0,0,0,0,0,0,-0.0392222975790521,0.0722551449420288,0,0,0,0.304400330277949,0,0.222378222893809,0,0.180245691669388,0,0,0,0,0,0,0,0,0,0,0,0.150021905225204,0,0,-0.0100426335786144,0,0,0,-0.097182280745142,-0.205725967886196,0,0,0,0,-0.11211926787838
X601658.CH.Equity,0,0,0.235905949854837,0.135101678121116,0,0,0,0.0432983945054799,0,-0.0345514502238406,0,0,0,0,0,1.73472347597681e-18,0,0.0621293788075017,0,0.0347262533545738,0,0,0,0,0,0,0.131309861509314,0.0140232470513019,0,0,0,0,0,0,0,0,0,0,0,0.123271221955245,-0.0808900346984982,0,0,0,0,0,0.0708806719688235,0,0,0.0561824196990286
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.125096457178198,0,0,0.347458218807361,0,0,0.017383838375123,0.00394852648281757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139193861885539,0,0,-6.93889390390723e-18,0,0,0.166167103025612,0.067618646097523,0,0,-0.0560607501096582,0.155974972432337,0,0,0,0.271047505036054,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0142813011424028,0,0,0,0,0,0,0.759745947841478,0,0,0.0359531885324957,0,0,0,-0.0378621926565483,-0.00987215094193739,0,0,0,0,0,0,0,0,0,0,0,-0.00861520417206868,-1.73472347597681e-18,0.0514051496492119,0,0,0,0,0.047934924945657,0,0,0,0.0754460551296078,0.0108293957563352,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0409575260133333,0,0.0607147508835567,0.177474169233098,0,0,0,0,0,0,0,0,0.0401500453275677,0,0.0242743925373879,0,0,0,0.0707306167648554,0.0550878964605147,0.210849945189778,0,0,0.0201211779254568,0,0,0,0,0,0,0,0,0,0,0.114759789845216,0,0,0,0,0,0,0,0,0,0,0.291815099012487,0
X000002.CH.EQUITY,0,0,0.0601507071919181,0.0995486576768465,-0.21171947356078,0,0,0,0.28099816318504,0,0,0,0.305767250061953,0.13157371707052,0,0.0453128469205325,0,0,0,0,0,0,0.0797938271913688,0,0,0,0,0,0,-0.244689809138625,0,0,0,0,0,0.125210699010459,0,0,0,0,0,0,0,0,0,0.0503246964708659,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.481014341631569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120787686303733,0,0,0,0,0,0.155774122057214,0,0,0,0.0631478822481415,-0.22753140627073,0,0,0,0,0,0,0,0.29868679155898,0,0,0.0235936002552834,0,-0.00775121016680983,0.0558939551924175,0,0,-0.0234790042939914,0,0
