,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.102886321334962,0,0,0.0497969007392967,0,0,0,-0.0598088005395317,0,0,0,0,0,0,0,0,0,0,-0.15680881913502,0,0.0635047970649063,0.578056362174394,0,-0.198433292431776,0.509370559508631,0,6.93889390390723e-18,-0.117053492282041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.194507669736272,0,0,0,-0.0671741475721912,0,0,0.138595080084145,0,0,0,0.0287015711979223,0,0,0,0.0168478313286583,0,0,0,0,0,0,0,0,0.014498187671426,0.154974039538201,0,0,0,0,0.245895255759771,0,0.129443873861315,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.792380291508756,0,0,0,0.0173129201590219,0,0.057915027615244,0.0696114592498008,0,0.0143445681865216,-0.067505397389613,0.00488663175677736,0,0.0733390621788456,0,0,0,0,0.00523655882085006,-0.0025381870050456,0,0.0283968717110665,0,0,0,0,0,0,0,0,0,0,0,0,0.122229425347745,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.881746391708121,0,-0.0561929531346279,0,0,-0.0823252826810913,0,0.012566768994993,0,0,0,0,0,0.0145643342494362,0,0,0.0412491641003928,0,0,0,0,0.151977508312811,0.0672986985887854,0,0,0,0.0232762204253129,0,-0.0487055848322535,0.0403783864794126,0,0,0,0,0,0,0,-0.0175386650753682,-0.134123681386387,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00675332499455452,0,0,3.46944695195361e-18,0,0,0,0,0,0.253870351841498,0,0.128322913648942,0,0,0,0,0,0,0,0.219128860741515,0,0,0,0,-0.104863930446129,0,0,0,0,0,0,0,0,0,0,0.0212531849573775,0,0.294514979126726,0,0,0,0,0,0,0,0.114312738363965,0,0,0,0.265840629619984
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0
X601988.CH.EQUITY,0,0,0,0.0871449935878689,-0.0455181310607051,0,0,0,-0.0202345023156889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175390356248794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125875924340887,1.00171122517448,0,0
X1299.HK.EQUITY,0,0,0,0,0.0782279514210042,0,0,0,0.0958407016388462,0.253675706127878,0,0,0,0,0,0.00113884671532838,0,0,0,0,0,0,0.303174713470161,-0.0425563369969567,0,0,0,0.0458429384457814,0,0,0,0,0.139629326608409,0,0,0,0,0,0.0349774309836099,0,0,0,0.0919917946144672,0.014166543056717,0,-0.01638223144155,0,0,0,0.175189535876605
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566469830416032,-0.0747282684290086,0,0,0,0,0,0,0.0584614810778129,0.371990231621001,0,-0.00131042950476491,0,0,0,0,0,-0.165649294606251,0,0,0,0,0,0,0,0.0967828030222326,0.110348747448464,0,0,0,0.0972636342682482,-0.156253980588959
X388.HK.EQUITY,-0.126595466076441,0,0,0,0.192206587529608,0,0,0.0229763614350203,0,0,0,0,0,0,0,0.191462702015172,-0.0877794741688796,0,0,0,0.115103371318439,0,0.278199435477337,0,-0.133971958989243,0.378454349987732,0,0,0,0,0,0,0.212684413968267,0,-0.0584963421282249,0,0,0,0,0,-0.0796773241784648,-0.151438671920125,0.251208890463129,-0.0635171566759073,0,0,0,0,-0.163481382341855,0
X601658.CH.Equity,0,0,-3.46944695195361e-18,0.264600222576873,0,0,0,0,0,0,0,0,0,0,0,0,0.235361419532342,0,0.192618117704938,0.0431539013668911,0,0,0,0,0,0,0,0,0,0,0,0,0.0036059295491173,0,0,0,0,-1.73472347597681e-18,-0.0155127999738748,0,0,0,0,1.73472347597681e-18,0,0,0.0105024051702253,0,0.0360094241960449,0
X600030.CH.EQUITY,0,0,0,0,0.0230370076100576,0,0,-0.0587924354189697,-0.0266695042598878,0.11723699322197,0,0,0,0.292501820987519,0,0,0.0250318635099735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125703182497545,0.0611412747210453,0,0.0842827294151395,0,0,0,0.223155257813019,0,0.0666933987775934,-0.00531986931120315,0.110401675969837,0,0,0,0,0,0.168634358360527
