,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.121461399427337,0.00816555352315329,0,0,0,0,0,-0.169469835646042,0,0,0,0,0,0,0,0,0,0,-0.10928878394404,0.0778724485427507,0,0.410172379208953,-0.125487482548829,0.562819337674364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.195031097180607,0,0,0,-0.0669959546930107,0,-1.38777878078145e-17,0,0.138700028337918,0,0,0,0.0284925285923006,0,0,0.0173316814128696,0,0,0,0,0,0,0,0,0.0146560135790243,0.156665888673165,0,0,0,0,0.243817739043625,0,0.125640724106782,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0818966817660445,0,0.802213416307578,0,0,0.00154878307109106,0,0,0.0438346847750671,0,0,-0.010335457484634,0.0144706025962012,0,0,0,0.0800902322997138,0,0,0,0,0,0,1.73472347597681e-18,0,0.0256972575995352,0,0,0,0,0,0,0,0,0,0,0.0686862431881169,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.88892630173711,0,-0.0524002250581046,0,0,0,0,0,0,0,0,0,0,0.00370544991173687,0,0,0.176923892067642,0,0,-0.0700129615445084,0,0,0,0,0.0550719368433685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533089411325797,-0.107465061834317,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00453997752374571,0,0,0,0,0,0,0,0,0.247653119596272,0,0.219473226009057,0,0,0,0,0,0,0,0.158210784523138,0,0,0.0090506455607976,0,0,0,-0.144293626304971,0,0,0,0,0,0,0,0,0,0,0.390787157745571,0,0,0,0,0,0,0,0.113832969913527,0,0.194189323309047,0,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991
X601988.CH.EQUITY,0,0,0,0.077027417782434,-0.0210061488097308,0,0,0,-0.0381237363496945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467701887522149,0,0,0,0,0,0,0,-0.0133144307073457,0,0,0,0,0,0,0,0,0,0,0,-0.127054192101141,0,0.999290971355967,0
X1299.HK.EQUITY,0,0,0,0,0.0995168955047998,0,0,0,0,0.179107431892972,0,0,0,0,0,0,0,0,0,0,0,0.29900068758347,0,-0.0257359235557986,0,0,0,0,0.124939282766223,0,0,0,0,0.147734420389394,0,0,0.0798166098569141,0,0.0666685545767,0,0,0,0.0821646571589071,0,0,0,0,0.12707419274964,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0185719202988055,0,0,0,0,0,-0.213869826585579,0,0,0,0,0,0,0,0.125099748542471,0,0.456610869053746,0,0,0,0,0,0,0,0,-0.153584853128183,0.119882292228682,0,-0.0829933360321338,0,0,0.0283095138202869,0.179536906035508,0,0,-0.173569354727678,0,0.0461038660789869
X388.HK.EQUITY,0,0,0,0,0.29879270072433,0,0,0,0.158389882105716,0,0,0,0,0,0.00832203681856628,0.058028733941377,0,-0.337625298868368,0,0,0.00306014108990058,0.322841811158783,0,0,0.235179778252462,0,-0.0276901807515595,0.0491250048164032,0,0,0,0,0,0.114739542568304,0,0,0,0,0,0,0,0,0.141127074999608,0,0,0,0,0,0,-0.254735247527405
