,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.528366274843802,0,0.0929440442812092,0.0261865154179605,0.0809705850243112,0.0664883793429114,0,0,0,0,0,0,0,0.0361007923036591,0,0,0.0221066967840833,0.0640800454584513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007606937905682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405183515430355,0,0,0.0794332792133912,0.00250882060336548,0.100391221803082,0,0,0,0.0886913115385794,0.0845503603708442,0,0,0,0,0,0,0,0,0,0,0,0.0220713225729616,0,0,0.045169991244347,8.67361737988404e-19,0,0,0,8.67361737988404e-19,0,0,0,0.0053932752155004,0,0,0.040936440919244,0,0.0317544124824034,0.0663755476210345,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0
X601288.CH.EQUITY,0.373887473080553,0,0,0,0,0.0101660333437322,0,0,0,0.0957355518514351,0,0,0,0,0,0,0,0.235893986478542,0,0,0,0,0,0,0,0.0303412988002159,0,0,0.124986849705085,0.0648561989915892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077173315950761,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.124791160373035,0,0,0,0,0,-0.287440718343767,0,0,0,0,0.259512010723196,0,0,0,0,0,0.0655076259705254,0,0,0,0,0,0,0.324836260797265,0,0,0.526738500354183,0,0,0,-0.131199987261586,0,0,0,0,0,0,0,0,-0.259371139217251,0,0,0
X601988.CH.EQUITY,0,0,0,0.0112437107496517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352493654607188,0,0.00332678750099799,0,0,0,0,0,0,0,0.0367406535200588,0,0,0,0,0,0,0,0,0,0.403861153182531,0,0,0,0,0.0700557297226451,0,0
X600036.CH.EQUITY,0,0,0.190420277593091,0,0,0,0,0,0.088820557073367,0,0.0485551559480073,0,0.215578529813717,-0.0440693191287842,0,0,-0.0469861511439731,0,0.0399284210520374,0,0,0,0,0,0.400141246094392,0,0,0,0,0.117542163968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167676296184963,0,0,0,-0.0476397370790099
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101232166135333,0,-0.0650772838600032,0,0,0,0.238726316664761,0,0,0.0859479028686118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324121784967912,0,0
X601628.CH.EQUITY,0,0,0.038907351960683,0,0.0682172275760268,0,0,0,0,0,0,0.0169948280597542,0.198117942242965,0,0,0,0.0251502529249953,0,0,-0.110513777776748,0,0,0,0,0,0,0.154844389211911,0,0,0,0,0.236353002709257,0,0,0,0,0,0,-0.0281486359798702,0,0.0927508112548993,0.172864489156343,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.10186356388496,0,0,0,0.0500355588739491,0.00820811645527489,0,0,0,0,0.0771964872134256,0,0,0,0,0,0,0.0236934405769703,0.208365488754281,0,0,0,0.00467079078625222,0,0,0,0,0,0.0884853759498215,0,0,0,0,0,0,0,0,0.169593331725145,0.258457236143498,0,0,0,0,0,0,0,0
