,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0711853182496643,0,0.0399773922176901,0,0,0,-0.0263308927179539,0,0,0,0.46958511888452,0,0,0,-0.132120225592113,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0580327749198769,0,0,0,0,0,0,0,0.0499700139487134,0,0.064698324387753,0,0,0,0.218229480235864,0,0,0,0,0.0229946049347534,0,0
X601318.CH.EQUITY,0,0,0,-0.0151867645782516,0,0.016314721795709,0,0,0.112768913048034,0,0.179759955717529,0,0,-0.0579268079427838,0.20192994078969,0.0571476604691594,0,0,0,0,0,0,-0.138890468858499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617015212721,0,0,-0.288782470702348,0.386678908306456,0,0.260555240030934,0,0.24183437624093,0,0,0,0,0
X601939.CH.EQUITY,0.250583310991854,0,0,0.322972885917808,-0.0299101123956551,0.106817992415866,0,-0.0772544105129194,0,0,0,0,0,0,0.0691950686365149,0.0606646110393062,0,0,0,0,0,0,0.117056097453049,0,-1.73472347597681e-18,-0.0325260095900514,0,0,0,0,0,0,0,0,0,0,0,0,-0.100967156746175,0.382550007611523,0,0,0,0,0,0,0,-0.00157961140481132,0,0
X601288.CH.EQUITY,0.384837746160853,0,0.0896259020883419,0,0.10151533157843,0.165090097633067,0,0,0.0048404033575573,0,0,0,0,0,0,-0.132463961097664,0.0492190615728543,0,0,0,0,0,0,0,0,0,0.0248985097404382,0,0,0,0,0,0,0,0,0,0,0,0,0.295429379591141,0,0,0,0,0,0,0,0,0.0438223631804477,0
X5.HK.EQUITY,0,0,0.0495613553367079,0.223102141872645,0,0.138837584625382,0,-0.360234991108517,0,0,0,0,0.0906662046853158,0,0,0,0,0,-0.00780850647464831,0,0,0.393456117707405,0,0,0,0.458503952726927,0,0,0,0,0,0,0.0905812861392415,0,0,0,0,0,0,0,0,0,0,-0.0825089588589992,0,0,0,0.153537969725336,-0.0618957361825397,0
X601988.CH.EQUITY,0.22674946513229,0.101851414120176,0.351075944530613,0,0,0,0,0,0.139398767885002,0,0,0.151130307167625,0,-0.152228894875616,0,0,-1.38777878078145e-17,0,-0.114230469503796,0,0,0,0,0.163229650593431,0,0,0.104003040705573,0,0,0,0,0,0,0.0310307367439562,0,0,0,0,0,0,0,0,0,0,0.0409946698874941,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0811112215267141,-0.0807305090467121,0,0.13959592340574,0,-0.0469448825120527,0.0295547255739011,0,0.37356268455029,0,0.237540886005345,0,0,0,0,0,0,0.0483779133646518,0,0,0,0,0,0,0,0,0,0.0369130474035799,0.00610344143524597,0,0,0,0.0601942687180228,0.079143642686554,0,0,0,0.127150384566498,0,0,0,0,0,0,0.0516449538830893,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0545853130394518,0,0,-0.00296776318743777,0,1.73472347597681e-18,0,0,0,0.339850587236671,0,0.106079240118175,0,0,0,0,0.153518311967021,0,0,0,0,0,0,0,0,0,0,0,0.0162844204043062,0,0,0,0.139864309029829,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132459834586204,0.175771150465825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530517215316385,0,0,-0.0691390716681054,0,0,0,0,0.222307036737817,0,0.0345189707073082,0.0478867600548426,-0.194671364662521,0,0,0,-0.0625888131188937,0,0.0685210258559851,0,-0.273659120496021,0,0,0,0.186023570058616,0,0,0,0,0.118745956467791,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159449334331052,0,0,0.0099280264366748,0,0,0,0,0,0.214671578934959,0,0,0,0,0,0.0963277464115888,-0.0151859180683011,0,0,-0.0364028991657837,0.285815036938331,0,0,0,0,-0.182687440014063,0,0,0,0,0.0381351004673153,0,0,0,-0.150427149076526
X601166.CH.EQUITY,0,0,0.0612389319872155,0,0,0,0.45298506469826,0,0,0,0,0,0,0,0.0220209477493405,0,0,0,0,0.0406659658779621,-0.0232726868262508,0,0,0.0966533495167151,0,0,0,0,0.170326405140977,0,0,0,0,0,0,0,0,0,0,0,0,0.053671852287502,0,0,0,0.0558097373119897,0,0.00934871066318968,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0889246071946288,0,0,0,0,0,0,0.507604889340028,0,0,0,0,0,0,0,0,0,0.18801494747339,-0.0320912076011573,0,0,0,0,0.0471698349108918,0,0,0,0,0.0226059823451315,0,0,0,0.0137194379249159,0,0.090678179740975,0.0220112261185745,0,0.0872971324367413,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.098951044522777,0,0,0,0.0259760245959264,0.274735649469773,-0.0267070248019323,0,0,0,0.297364843401547,0,0,0.107765513084906,0,0,0,0,0,0,0,0,-0.123012450131544,0,0,0,0,0.0362423364254556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644028576556638,0.069290814548016,0.0497883801479207,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.135460276718896,0,0,0,-0.0334740875271843,0,0,0,0.0139028207667624,0,-0.112497119819667,0.390376791987824,0,0,0,0.226438178388724,0.0594566582286962,0,0,0,0,0,0.130570832652845,0.073507342890579,0.0214608015516906,0.00412529413445511,0,0,0,0,0.0984791309567845
X000001.CH.EQUITY,0,0,0.0405863756958343,0,0,0,0.207176651771246,0,0,0,0.149733920706271,0,0,0,0,0.0257426196139493,0,0,0,0.14683017872334,0,0,0,0,0,0,0,0.126425394364308,0,0,0,0,0,-0.0922089957928063,0,0,0,0,-0.209268557464439,0,0,0,0,0,0,0,0.222394858958252,0,0,0
