,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0281961091996938,0,0.0286675658522449,0,0,0,0,0,0,0,0.390688749539231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280267242897455,0,0,0,0.202125136497394,0,0,0,0.115032289566161,0,0,0,-0.0160596350716409,0,0,-0.0173466423204287
X601318.CH.EQUITY,0,0,0,-0.0835723486555283,0,0.22045957591211,0,0,0.139779500648636,0,0.154806520270772,0,0,-0.0702343130982531,0.0321576090972146,0.115771372085339,0,0,-0.00548040810828341,0,0,0,-0.0954256073906523,0,0,0,0,0,0,0,0,0,0,0,0.14503894009538,0,0,0,0,0.363783350316856,-0.204906663730652,0,0.30740800751613,0,0.127894922716994,0,0,0,0,0
X601939.CH.EQUITY,0.32807239581238,0,0,0.257896207974528,0,0.134008063544005,0,0,0,0,0,0,0,0,0.122399396991142,0,0,0,0,0,0,0,0.0772767392909492,0,0,-0.0653051153128511,0,0,0,0,0,-0.0251940097132111,0,0,0,0,0,0,-0.100001872281258,0,0.369775812242095,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.162792034091767,0,0.291407516980606,0,0.148523194992595,0.331260252237588,0,0,0,-0.102324792328848,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.12761290419417,-0.0250414455507633,0,0,-0.211371677989379,0,0,0,-0.0386924607392406,0,0,0,0,0,0,0,0,0,0,0,0,0.124846998677972,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0624658371349987,0,0.0356874002171132,0.223028595740629,0,0.108892125768826,0,-0.388834213502351,0,0,0,0,0.0814643336946887,0,0,0,0,0,0,0,0,0.396935317050694,0,0,0,0.468366968035773,0,0,0,-0.000113398636720851,0,0,0.110548538060596,0,0,0,0,0,0,0,0,0,0,-0.0764699064863873,0,0,0,0.156444113172702,-0.0569586517499235,0
X601988.CH.EQUITY,0.224968886676319,0.084099997613591,0.32600191242455,0,0,0,0,0,0.114321215016234,0,-3.46944695195361e-18,0.1448652597772,0,-0.222075715158144,0,0,0,0,-0.109398108079913,0,0,0,0,0.140928431134209,0.0799725570435253,0,0.134633660983097,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.032065896626999,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0193296408698942,-0.011635625713731,0,0.0960601800222596,0,-0.0252878877341158,0.0284186738119874,0,0.318234599719104,0,0.26541904779289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531368534096796,0.0697929856934888,0,0,0.0757444324620895,0,0,0.0910331816662888,0,0,0,0.114090246904571,0,0,0,0,0,0,0.0634405417642843,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0434217098734747,0,0,-0.0134317125943391,0,0.0177947266798361,0,0,0,0.336614718880479,0,0.109737537733869,0,0,0,0,0.152235655615474,0,0,0,0,0,0,0,0,0,0,0,0.0204850816552446,0,0,0,0.12522356987354,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125407694889318,0.260082168256195,0,0,0.0704125728217807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388727973246384,0,0,-0.148269183664111,0,0,0,0,0.226950458605503,0,0,0.0395832344532994,-0.25447109706547,0,0,0,0,0,0,0,-0.0402769228400308,0,0,0,0.0150531216226582,0,0,0,0,0.08344996369593,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00111007284456419,0,0,0,0,0,0,0.0195741586169643,0,-0.136219341653919,-0.05893524284405,0,0,0,0,0,0,0,0.245432677618967,0,0,0,0,0,0.0941893520375279,0,0,0,0,0,0.386751393786068,0,0,-0.159343718440122,0,0,0,0,0,0,0,-0.0558919253191885,0,-0.248574324210191
