,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.244218981492569,0,0.133788258991433,0,0.0384419206916727,0,0,0.250281742598584,0.0714584247305666,0,0.107490182478034,0,0,0,0,0,0,0.0598070866050351,0,0,-0.08730576438464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590456541856255,0,0,0,0,0,0,0,0,0,0.0518149788841048,0.0131514562843962,0,0,0
X601939.CH.EQUITY,0.462059599386115,0,0,0.0176759831923366,0.000365522768268857,0,-0.0311107740005716,0,0,0,0.192540709696849,0,0,0.226262057997872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858007844233802,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0
X601288.CH.EQUITY,0.372493953403361,0,0,0,0.371518577897455,0,0,0,0,0,0.0702582658679608,0,0,0,0.0714469858525862,0,0,0,0.0608997951024829,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0175330856521056,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0544908934928347,0,0.318829166695824,0,0,0,0,0,0,0.182495874557461,0,0.0847655603417615,0,0,0,0,0,0.196705644290861,0,0,0,0,0,0,0.0409445531782666,0,-0.0116487203987153,0,0,0.075703475295123,0,0,0,0,0,0,0,0,0.0683084581622583,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0197147909905428,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0305401285357454,0,0.178048867653771,0.0698437393354417,0,0,0.0921005499386413,0,0,0,0,0,0,0.130851082256133,0,0,0,0,0.237360973209206,0,0,0,0,0,0,0,0,0,0.0228231664086712,0,0,0,0.208599420972114,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415318327323876,0,0,0,-0.629587817047083,0,0,0.793459829523791,0,-0.839558867540634,0,0.200886732630949,0,0.627708639647625,0,0,0,0,0,0,0,0,0.0384499139137818,0,0,0,0,0.249827362272529,0,0,0,0,0,0.0143886319725609,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.294237388519137,0,0,0,0,0,0,0.0991892249695584,0,0.161956822217986,0,0,0,0.13168125776834,0,0,0,0.0124152828896052,0,0,0,0,0,0,0.0566625207083038,0,0,0,0,0,0.0931744278479487,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,-0.20429605327706,0.303526923443942,0,0,0,0.116324807557434,0.0410241329515259,0,0,0,0,0,-0.23433258505085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704660138983475,0,0,0,0,0,0,0,0.00479762445868369,0,0,0,0,-0.100644399430925,0,0,0,0.620950407459244,0.0463650318033663,0,0,-0.10917077122008
