,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.266563017100839,0.138068002226374,0,0,0,0,0,0,0,0,0,0,0.130302813654585,0,0,-0.0276764758427804,0,8.67361737988404e-19,0,0,0,0,-0.353499055800323,0,0.091721495615022,0.863311367169408,-0.182743103068112,0,0,-0.0746681434552625,0,0.097000198304197,-0.0266955239272552,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.080979544076323,0,0.18285752394479,0,0,0,0,0.0777810058015388,0.0248123684962294,0,0,0,0,0.160615440812836,0,0.0927829474956953,0,0.0766813399913067,0,0,0,0.0275405587372135,0,0,0,0,0,0.0230603134702053,0,0,0.14740856462051,0,0,0.208817618317187,0,0,0.0485899383047695,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0241620220140962,0,0,0,0,0.34371514613014,0,0,0,0,0,0,0,0.0658766057950704,0,0,0,0,0,0,0,0,0,0,0.102866082315963,0,0,0,0,-0.300277584484476,-0.286694093679123,0,0.193648671555837,0.106306334020442,0,0.540274494079798,0,0,0,0,0,0.216331262731866,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.583254728594906,0.321276478463988,0.0853003030595172,0.507336431342716,0,0,0,0.243214649307009,0.217430768230027,0,0,0,0,0,0,0,-0.326700643927985,0,0,0,0,0,0,0,0,-0.670138246326901,0,0,0,0,0,0,-0.372812699631109,0,0,0,0,0.241764892879836,0,0.312651115679682,0,0
X5.HK.EQUITY,-0.186057323593264,-0.0605448855344168,0,0,0,0,0,0,0,0,0,0,0,0,0.624584044468873,0,0,0.0718937399837686,0,0.476887652644784,0,-0.0067067934012065,0.25959058616796,0,0,0,0,0,0,0,-0.0846353382785692,0,0,-0.209206880971262,0,0,0,-0.140141943314011,0,0,0,0,0.0124202478653492,0,0,0,0,0,-0.132068515899699
X601988.CH.EQUITY,-0.101027365388657,0,0,0,0.374944246545742,0,0,0,0,0,0,0,0,0,0,0.0643522813964333,0,0,0.451394427300448,0,0,0,0,-0.110413068943509,0,0,0,0,-0.322330255829077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792091125742282,0,0,0
X600036.CH.EQUITY,0,0.370956644991569,-0.0300882452382162,0,-0.11682388156451,0.0460073660686115,0,0,0,0.472237367151837,0,0.190934200039612,0,0,0,0,0.117514596269646,0,0,-0.0724805635749583,0,-0.0874482507014081,0,0.372172297207258,0,0,0.135703607952682,0,0,0,0,0,0,-0.211478345279195,0,0,0,0,0,0,0,0,0.0385604656524409,-0.0819430750383586,0,-0.0828054983361206,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.198410480010817,0,0,0,0,0,0,-0.117378870617993,0,0,0,0.0557647842913923,0,0,0,0,0,0.139022873636192,0,0,0,0.167551327408698,0,0,0,0.043180792936342,0,0.144367420863478,0,0,0,0,0,0,0,0,0,0,-0.121025204117559,0,0,0,0,-0.00873084546119726,0
X601628.CH.EQUITY,0,0.150370365238666,0,0.0275801078488599,-0.0126809807089347,0,0,0,0,0,0.179770953109755,0,0,0.38300965691462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657174166179283,0,0,0,0,0,0,0,0.184843651364896,0.0123997848095261,0,0,0,-0.035240557199062,0,0.0717250358402684,0,0,0
X601328.CH.EQUITY,0,0,0.0981437003783421,0.061095220484093,0,0,0.63963612528177,0,0,0,-0.0664369892462893,0,0,0,0,0,0,0.0339559795628727,0,0,0,0,0,0.232139387278618,0,0.241591255419482,0,0,0,0,0,0,0,0,0,0,-0.0104869979472152,0,0,0,0,0,0,0,0,-0.471534680408175,0,0,0
