,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.062196018856042,0,0,0,0,0,0,0,0.394001393052392,0,0,0,0,0,0.214598312334051,0,0,0,0.219766059288393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.02870445624991,0,0.240237939476004,0,0,0,0,0,0,-0.0212215437357926,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0
X601939.CH.EQUITY,0.575054723742409,0,0,0,0,0,0,0,0,0.0379023317299348,0,0,0,0,0,0,0,0.000839521160182376,0,0.310748857019118,0,0,0.000363628470682976,0,0,-0.0685762057689838,-0.583640568584907,0,0,-0.0254217872654457,0,0,0,2.77555756156289e-17,-0.139135105842847,0,0,0,0,0,0.566150283893464,0,0,-0.0909422925949208,0,0.124584627534963,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519737494894189,0,0.153728665547963,0,0.259770437424433,0,0.0214996198402698,0,0.348603817104951,-0.103896684906022,0,0,0,0,-0.0726799009294238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145542124551258,0.39560926954292,0,0,0,0,0,0,0,0.170929613577649,0,0,0,-2.16840434497101e-19,0,0,0,0.0897801138344376,0,0,0.0351269117662965,0.0436606895282426,-0.13809626960458,0,0,0,0,0,0,0,0,0.053537261436326,0,0,0.131046606706554,0,0,0,0,0,-0.186025773196436,0,0,0.123723246986023
X601988.CH.EQUITY,0,0,0,0,0.25178703940995,0,0,0,0,0,0.246277434176792,0,0,0,0.216533914971031,0,0,0.0411041902175519,0,-0.0550789891480503,0,0,0,0,0.0993424296210449,0,0,0,0,0,-0.207181832034758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357837070021683
X1299.HK.EQUITY,0,0,0,0,0.181191968525081,-0.0260960813124145,0,0,0,0,0,0,0,0,0,0.0810355551073422,0,0.138138693993899,0,0,0,0,0,0,0,0.0751726406486373,0,0,0,0.115551834447958,0,0,0.0644002275016357,0.0326544684532194,0,0,0.454454950735348,0,0,0,0,0,0,0,-0.187307931420367,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-0.127037386836838,0,0,0.468924702984595,0,0,0.0848087937526472,0,0,0.0112479084409643,0.160950216197214,0,0,0,0.327621332578226,0,0,0,0,0,0,0,0.158667203036053,0,0,0,-0.160749290573459,0,0,0,0,-0.148105648616894,-0.0474545741928895,-0.0399698047597528,0,0,0,0.00863656997298642,0.194507995650809,-0.00977623025241391,0,0,0
X601628.CH.EQUITY,0,0.21415675589292,0.00433507819123806,0.0810255158098297,0,0,0,0,0,0,0,0,0,-0.034531396563583,0,-0.051307648517689,0.202412304771054,0,0,0,0,0,0,0,0,0,0,0.0385700518335831,0,0,0,0,0,0,0.159127126744412,0.0757435936348193,0,0,0,0,0,0.218631691233445,0,0.082717140017093,0.097578989323057,0,0,0,0
X601328.CH.EQUITY,0,0,0.0626585475753377,0,0,0,0,0.698808906195512,0,0,0,0,0,0,0,0,0,0,-0.131513499900322,0,0.151592985544568,0,0,0,0,0,0.0358425543369298,0,0,0,0,0,0,0,0,0.0120083241817643,0,0,1.73472347597681e-18,0,0,0,0,0,0.0539397695631229,-0.173396297435361,0,0,0
