,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.154068517064187,-1.38777878078145e-17,0,0,0,0,0,-0.0283271072346684,0,0,0,0,0,0,0,0,0,0,0,0,0.0342399669323686,0.297969203059458,0.360448016837891,0.218144647017096,-0.192160470101618,0,0,-0.0442513562308053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799788426125465,0,0,0,0,0,-8.67361737988404e-19,0.00100651435318862,0,-0.0394107823216521,0,0,0,0.0419154811545718,0.121114908502343,0.0503422981254386,0,0,-8.67361737988404e-19,0,0,0,0,6.93889390390723e-18,0,0.0361497403503935,0,0,0,0,0,0,0,0,0.0453856578847446,0,0,0,0,0,0,0,0,0.00491472243982957,0,0,0
X601288.CH.EQUITY,0,0,0.918026743192684,0,-0.0868565916634028,0,0,0,0,0,0,0,0,0,0,0.0177866737332751,0,0,0.118055603547595,0,0.0566468021640221,0,-0.0678778670902428,0,0,0,0,0,0.0235937922946544,0,0,0,0.0406877366041233,0,0,0.00162305707786846,0,0,-0.0257330344259833,-4.33680868994202e-19,0,0,-0.0916845010488382,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0104037022673801,0,0,0,0,0,0,0,0,0.262156283398079,0,0.198576916406762,0,0,0,0,0,0,0,0.172195880149001,0,0,0,0,0,0,0,0,-0.128034572246016,0,0,0,0,2.16840434497101e-19,0,0,0,0.378092213568543,0,0,0,0,0,0,0,0.0931384305731297,0.292969094204268,0,0,0
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0
X601988.CH.EQUITY,0,0,0,0.00710174254797409,-0.124091827583222,0.0733713121328528,0,0.0555573658916644,0,0,0,-0.025635435483434,0,0,0,-0.00345879408520723,0,0,0,0,-0.0341608411831726,0,-0.0172084537600979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102731094214666,0,0,0,0,0,0,1.0523721158298
X1299.HK.EQUITY,0,0.0483074820413262,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0124173029291865,0,0,0,0,0,0,0,0.375395151722582,-0.0486361729848295,0,0,0,0,0,0.00875354525315889,0,0.239804132121157,0,0.0620799731213173,0,0.00202475240362263,0,0,0,0,0,0.0845796601692847,0,0,0,0,0.141288971667775,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135025931346195,0,0,-0.337333076891777,0,0,0,0,0,0,0,0,0.537604886602444,0.133614118408047,0,0,0,0,0,0,0,0,0,0,0.0809555479143275,0,0,-0.123424610142858,0.043343972646934,0.146464427749578,0,-0.146784951633969,0,0.0868227996084436,0
X388.HK.EQUITY,0,0,0,0,0.209825905051118,0,0,0.127879918034774,0.108640876404458,0,0,0,0,0,0.0517785593071421,0,0,-0.296479672146534,0,0,0.0543559771604138,0,0.451687521745713,0,0,0.0288392201476587,0.292589106646088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272923917179538,0
