,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.0959760154243542,0,0.421801244500433,0,0.0461205073770216,0,0,0.236536519874466,0,0,0.151845338894369,6.93889390390723e-18,0,0,0,0,0.0143866434761323,0,0.0112461189711544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580941731273206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526527998588938,0,0,0,0,0,-0.111428097125674,0,0,0.0352393145532125,1.38777878078145e-17,0,0.380734284516397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167698051417208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729155082601988,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0
X601288.CH.EQUITY,0.359888469707213,0.0340818230419584,0,0,0.404548324840705,0,0,-0.0482645647668847,0,-0.0100531698426456,0.0622784660308816,0,0,0,0,0.0941331119853449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02380000282167,0,0,0,0,0,0,0,0,0,0.0330490865548092,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00704750888290301,0,0.346622273225773,0,0,0,0.0130946922643705,0,0,0.232629217427676,0.106080000173131,0,0.0954073739545059,0,0,0,0.164519528871148,0,0,0,0,0,0,0,0,-0.0250046761464771,0.0387313873748607,0,0,0,0,0,0,1.73472347597681e-18,-0.0152721746806549,0,0,0,0,0,0.0595112032503059,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0510869945485309,0,0.217801792799043,0,0,0,0,0.537348246607714,0,0,0,0,0,0,0,0,0,0,0,0,0.111327449869286,0,-0.00802024765196073,0.0933288864513303,0,0.0455069951792907,0,0,0,0,0,0,0,0.104038635727185,0,0,0,0.0149106189519918,0,0,0,0,0.0553506616684612,0,0.00694687843490942,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0349236679797999,0.0943516536128887,0,0,0,0,0.163993125949722,0,0,0.0716402625992836,3.46944695195361e-18,0.118614513662935,0,0,0,0,0,0,0.0528961910577199,0,0.139757759188235,0,0,0,0,0,0,0.056325698317136,0,0,0,0,0,0,0.196954850384321,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479910476469002,0,-0.688682870662948,0,0,0,0,0,0.711767798059628,-0.744713817701527,0,0.53795639887873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495700631527358,0,0,0,0,0,0,0,0,0.589731094833089
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613112956411926,0,0,0,0.287443912256525,0.322570982919997,-0.0523528231654721,0,0,0,0,0,0,0,0,0,0,0,0.0352050708722019,0,0,-0.00675024443951771,0,0.144608587214734,0,0,0,0,0,0.0660760592379338,0,0,0
X601658.CH.Equity,0,0,0,0.343477267944061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394307853261303,0,0,0,0.327636666715799,0.625698309250663,0,0,0,0,0,0.0293900199820964,0,0,0,0,0,-0.107385275934656,0,0,0,0,0,0.124969928034438,0,0,-0.531757998835182
