,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY
X601398.CH.EQUITY,0,0.0244234751241983,0,0.331677077041862,0.11021125080013,0,0.221791085568534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165691005897515,0,0,0,0.030383672572501,0.0171985634788767,0,0,0,0.052418641979941,0,0,0.0209734281110954,0,0,0,0,0,0,0,-0.0331724480900735,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0772217432692577,0,0,0,0,0.117607893077259,0,0.0408383303269395,0,0.0334987888171823,0,0.179766552795828,0.168562330197936,0,0,0,0,0,0,0,0.0881091331526104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131025909456181
X600036.CH.EQUITY,0,0,0,0,0,0.145857536796381,0,0,0,0,0,0,0.186898571775567,0,0,0,0,0,0,0,0,0,0,0,0.0934981039471766,0.2546981120068,0.033292488946367,0,0,0,0.0066428568104603,0,0,0,0,0,0,-0.105790177185484,0.0689428028078251,0,0,-0.0471649237976976,0,0,0,0,0,0,0.217442839609169,0
X601939.CH.EQUITY,0.586515050254571,0,0,0,0,0,0,0,0.232903311558,0,0.101180227114494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112910533810526,0,0,-0.0558125078743336,0,0,0,0,0,0,0,0,0.144796360215398,0.0739890436065042,0
X601288.CH.EQUITY,0,0,0,0.202094829864666,0,0,0.43860610650263,0,0,0,0.0936658156767787,0.0046032236944772,0,0,0,0,0,0.0658862320649307,0,0,0.0259372434842578,0,0,0,0.0374407521539279,0,0.0381315204580261,0,0,0,0,0,0.104427901365839,0,0,-0.0149965110275609,0,0,0,0,0,0,0,0,0,0,0,0.0261067467121133,0,0
X1299.HK.EQUITY,0,0,0,0,-0.077122008471913,0,-0.0260020290967304,0,0.0324734404714589,0,0,0,0,0.0918457934764181,0,0,0,0,0,0.172455267325532,0,-0.198461067742621,0,0,0,0,0,0.0959884146992461,0.286192944301277,-0.0398629190739016,0,0,0,0,0,0,0.068776114677498,0,0.216350633371085,0,0.213047093145604,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.115877373070066,0,0,0,0.361215455426927,0,0,0,0,0,-0.0389022371568893,0.00934519897309141,0,0,0,0,0,0,0.286199704709447,0,-0.0304440293711066,0,0,0,0.162615288439115,0,0,0,0,0.00601010199948077,0,0,-0.219655884613293,0,0,0,0,0,0,0,0,-0.0247272778069293,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.104058232068198,0,-0.0951587840150693,0,0,0,0,0,0,0.185982281155494,0,0,0.0193636116795798,0.02156665960331,0,0.079688023148142,0,0,0,0,0.115928420491591,0,0,-0.0661372141175585,0,0.182026841137054,0.160584550399346,0.257032170558214,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X5.HK.EQUITY,0,0.235260660970472,0,0.12749869171822,0,0,0,0,0,-0.10286486002572,0.0662572648742691,0.0390833830280088,0,0,0,0,0,0,0,0,0,0,0.312448320919484,0,0,0,0,0.119625510542146,0,0,0,0,0,0,0,0,0,0.198862156186039,0,0,0,0,0,0.11109550782231,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137242769485264,0,0,0,0,0,0,0,0,0.0294493035252248,0,0,0,-0.168967295722952,0.0383605987737197,0,0.114365532367285,0,0,0,0,0.201089062071185,-0.117898015605358,0,0.322245446075198,0,0,0
X601166.CH.EQUITY,0,0,-2.16840434497101e-19,0,0,0,0,0,0.016645437860201,-0.0620995627139268,0,0,0.201947215110701,0,0,0,0,0,0,-0.0753484117951706,0,0,0,0,0,0.0122601108584744,0.309321637423204,0.00766596981023095,0,-0.0800603353358091,0.0966309244430314,0,0.0531294086507134,0,0,0.0854496667997278,0,0,0,0,0,0,0,0.0104559792277936,0,0,0,0.256525562880794,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736105907617951,0,0,0,0,0,0,0,0,0,0,0.499651054689107,0,0.109302901718241,0.14933829947165,0,-0.102867351238565,0,0,0,0,0,0,0,0,0.252336472928054,0,0,0,0,0,0,0,0,0.00119754869351971,0,0
X000001.CH.EQUITY,0,0,0.0438787369585278,0,0,0,0,0,0,-0.0645622396315988,0.370750369098571,0,0,0,0,0,0,0.031919920895044,0,0,0,0.069806227812727,0,0,0,0,0.0180217097981262,0,0,0.193723814505989,0,0,0,0,0,0,0,0,0,0.137544670808152,0,0.0933300742332967,-0.0731524053006845,-0.199942294198462,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.254190759208825,0,0,0,0.154392739546934,0,0.00059932345597179,0,0,0,0,0,0,0,0,0.0370346315046797,0,0.184171175379014,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.299339737772521,0,0,0,0,0,0,0,0.206700121445723,0,0,0,0,0
X300059.CH.EQUITY,0,0.251801150666278,-0.0335186124210623,0,0,0,0,0,-0.0677960020418888,0.0355196764102312,0,-0.0268900574088059,0,0,0,0.151797750884967,0,0,0,0,0,0.162832553690902,0,0.119480112587357,0,0,0,0,0,0.262208641330441,0,0,0,0,0.111892107297743,0,0,0,0,0,0,0.0449268037422832,0,0,-0.0436730355370816,0.0573695665459656,0,0,6.93889390390723e-18,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.05691471357872,0,0.0712381164474657,0,0,0,0,0,0.0281123102432908,0.253647251254238,0,0,0,0,0,0,0,0.0202151732630001,0,-0.016645784256019,0,0,0.423402012210421,0.00512248188762583,0,0,0,0,-0.114941262029664,0,0.0690490091481121,0,0,0.171210782749201,0,0,0,0
X000002.CH.EQUITY,0,0,0.145614256073011,0,0,0,0,-0.0978136530199205,0,0,0,0.0275130583612118,0,0,0.154135445024395,0,0,0,0,0,0.0974122797017175,-0.0969029453038616,0,0,0.157693642236536,-0.0644223795266027,0,0,0,-0.105098185471059,0.0640528214981195,0.673830739565604,0,0.0642677413264705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0684811671440859,0,0.0495187251576261,0.154467017674359,0,0,0,0,0,0.0704510570445369,0,0,0,0,0,0.28784053555659,0,0,0.119451303059175,0,0.0438204365359541,-0.0754840535151553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490985890994445,0,0,0.281467402678264,0
X601328.CH.EQUITY,0,0,0,0.161243925911061,0,0,0.333234768236926,0.105289459943445,0,0,0,0,0,0,0,0,0,0.165150199668626,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00293465257284944,0,0,0,0.13560125093408,0,0,0,0,0.0709141146077581,0.00176676844853748,0.011131277235758,0,0.0181126874800113,0
X16.HK.EQUITY,0,0,0,0,0,0.162485567419482,0,0,0,0,0,0,0,0,0,-0.0739925483954466,0.0232392505074257,0,0,0,0,0,0,0,0,0,-0.216020180321926,0.271822358272545,0.0934442090575247,0,0,0.0155999079150979,-0.0185951536249149,0.00157516038732589,0,-0.18959416598384,0,0.124735042198065,0,0.027950878173755,0.325726499743631,0,0,0,0.185490759607918,0,0,0,0,0.0833992557359406
X002142.CH.EQUITY,0,0,0.0351289765787552,0,0,0,0,0,0,0,0.0479310538304881,0,0.370504271048745,0,0,0,0,0,0,0,0,0,0,0,0.0751790348391802,0,0,0,0,0,0,0,0,-0.0357824622870093,0,0,0,0,0,0,-0.104170748957442,0,0.112593848949373,0,-0.0125323844845783,0,0,0.263945507980076,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.34144781134219,0,0,0,-0.152186085010131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492006873680401,-0.0377334223638791,0,0,0,0,0,0,0,0,0,0,-0.0782768951806372,-0.208093883435617,0,0,0.0339615164276336,0,0,0.281522397056442,0.21800904378944,0,0,0
X11.HK.EQUITY,0,0,0,-0.0340775409415203,0,0.0433701855340386,0,0,0.444584707379682,0,0,0,0,0.123615881255348,0,0,0,0,0,0,0,0.137485313710286,0,0,0,0,0,0.0221955407197593,0,-0.226820927101091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108745175778796,0.00211104634413885,0,0.0289499800884757,0,0,0.073856163471439
X601319.CH.EQUITY,0,0.0640063476601608,0,0.132164521642718,0.0737085403141085,0,0.12129574343043,0,0,0,0,0,0,0,0,0.11161289874546,0,0,0,0,0,0,0,0,0,0,0,-0.0463928480217464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797437264096592,-0.0300145584874532,0,0,0.0647758967340927,0,0.0360713487730412,0
X601998.CH.EQUITY,0,0,0.167208989826502,0,0,0,0.548797552703568,0,0,0,0,0,0,0,0,0,0,0.184531253260786,0.0476674239006502,0,0,0,0,0,0,0,0.124349256732345,0,0,0,0.0155124910284164,0,0,0,0,0,0,-0.00706530345284071,0.0568387730037713,0,0,0,0,0.111148355055686,0.155838627967177,0,0,0,0,0
X600016.CH.EQUITY,0,0.11454351777022,0.0352508549777185,0.064908829213006,0.0133368271726523,0,0.0375528790940445,0,0,0,0.143937648654274,0,0,0,0,0,0,0.0469203702392897,0.239112549041315,0,0,0,0,0,0,0,0,0.0976866584810179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393489104356796,0
X601818.CH.EQUITY,0,0,0,0,0.0209977818862767,0,0,0.126217585189004,0,0,0,0.0200189139683872,0.203977580748451,0,0,0,0,0,0,0,0.168200796224928,0,0,0,0.16327516874743,0,0,0,0,0,0,0,0,0,0,0,0.100899852273895,0,0,0,0,0.0556786352994678,0,0,0.147442946301555,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.018374923891632,0,0,0.0724651871582871,0,0,0,0,0,0,0,0,0,0,0.111447877481704,0,-0.199158889454066,0.548256092451803,0,0,0,0,0,0.174033131356904,0,-0.0451958928119837,0,-0.124348193959808,0,0.0323645276691176,0,0,0.117667814862676,0,0,0,0,0,0,0,0,0,0.057833567474302,0.159785515675488,0
