,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,4.33680868994202e-19,0,0.370158814881079,0,0,0.0995155273241665,0,0.319700296788217,0,0,0.0923661814015871,0,0,0,0,0,0.0891866138957958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162642915712483,0,0,0,0,0,0,0,0,0,0,0,0.00696703978741871,0,0,0
X601939.CH.EQUITY,0.42364176715555,0,0,0.0418032036499876,0,0,0,-0.115321241660372,0,0.0455222523943711,1.38777878078145e-17,0,0.431138738601513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504276327292626,0,0,0,0,0,0,0,0.0482696770094012,0,0,0,0,0,0,0,0,0,0,0.0271118026227082,0,0,0.0390120272429514
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0
X601288.CH.EQUITY,0.415010023387001,0,0,0,0.399332005373864,0,0,0,0,0,0.0651580020650329,0,0,0,0,0.0696608491416241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034040758150305,0,0,0,0,0,-0.0144924589972034,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.280739415451763,0,0,0,0,0,0.00352945793662561,6.7762635780344e-21,0,0,0.00643539462613936,0,0,0,0.137529159364471,0,0.13540474145662,0,0,0,0,0,0,0,0,0,0,0.0682635919542112,0,0.0094687291609511,0,0,0,0.0419869734755712,0,0,0,0,0,0,0,0.172221260795233,0,0.139457294462334,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0897665746480895,0,0,0,0.0448719437754969,0,0,0,0,0,0,0.479816728308777,0,0.0214330686637585,0,0,0.457738356766326,-0.400196100635001,0,0,0,0,0,0,0,0,0.0418683742247598,0,0,0,0,0,0.337669398921053,0,0,0,0,0,0,0,6.93889390390723e-18
X600036.CH.EQUITY,0,0,0.0286161970884589,0,0,0.0498615264469764,0,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0,0,0,0.0919991419142122,0.00154400285886915,0,0,0,0,0.133287053993959,0,0,0,0,0,0,0.0719549359809768,0,0,0,0,0,0,0,0,0.27147264515909
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180208329826678,0,0.0174255290993705,0,0,0,0,0,0,0.330892406831793,0.00696474929417154,0,0,0,0.0970890893484567,0,0.0641597442501837,0,0,0,0.186829014275742,0,0,0,0,0,0,0,0,0,0.168025350777267,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0584987113190277,0,0,0,0,0,0,0,0,0,0,0.0781048637786212,0,0,0,0,0,0.211748817359462,0,0,0,0,0,0.176533735513814,0,0,0,0,0,0,0.0337135931930007,0,0,0,0.0557575783420634,0,0,0,0,0.176021428612968,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.276494031695768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.719175590913907,0,0,0,0,0,0,0,0,0.0405961028119448,0,-0.35646979804135,0,0,0,0,0.22495937549647,0,0,0
X601328.CH.EQUITY,0,0,0,0.274898592559706,0,0,0,0,0,-0.0225091370797507,0,0,0.222809769827283,0,0,0,0,0,0,0.320943792451646,0,0,0,0,0,0,0,0,0,0.0391992494499165,0,0,0,0,0.0889447751728861,0,0,0.0635950104856709,0,0,0,0.0484759044600753,0,0,0,0,0.0037632299516352,0,0,0
