,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.237814915793649,0,0,0.0875601132974305,0,0.239725560773411,0,0,0,0,-1.38777878078145e-17,0.128696856324935,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383140324315611,0,0,0,0,0,0.0939649754992865,0,0,0.0234629306754633,0,0,0,0,0,0,0,0,0,0.107452139998553,0,0,0
X601318.CH.EQUITY,0.168342997908794,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737597,0,0.0576206699365905,0,0,0.0969851643502493,0,0,0,0,0,0.0377724857655861,0,0,-0.0870697417695343,0,0,0,0,0.0942086100419498,0,0,0,-0.018261090966417,0,0.053554666624925,0,0.0189545256171512,0,0,0,0.0566898156423321,0,0.06003773274963
X601939.CH.EQUITY,0.060977347744098,0,0,0.271797240133668,0,0.0510770917170059,0,0,0,0,0,0,0,0.429009302965329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044568294358431,0,0,0.0667673457523363,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352269381978564,0,0.0262602773278449,0,0,0.488113711011226,0,0,0,0,0,0,0,0,0.0301367445130102,0,0,0,0,0,0,-0.0290125236254148,0.0174228760132939,0,0,0,0,-0.000320926786219101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101469870396219,0,0.00344152130622661
X5.HK.EQUITY,0,0,-0.00671873714159815,0,0,0,0,0.0350196733914316,0,0,0,0,0.077834726929911,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.390726225238344,0,0,0,0,0.0296077198535546,0.41178035584051,0,0,0.31460476932281,0,0,0,0,0,0,0,0,-0.110608627156853,0,0,0,0,0,0,0,0.0613353164050011,0
X601988.CH.EQUITY,0.372428165306835,0,0.000221312465308606,0,0,0,0,0,0,0,0.0954250361249198,0,0,0,0,0,0,0,0.0246115254772656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158499612146815,0,0,0,0,0,0,0,0,0,0,0,0.30263230632438,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601593766115053,0,0,0,0.470464414019529,0,0,-1.73472347597681e-18,0.122787235218427,0,0.106554189078041,0,0,0,0,0,0,0,0.269417573850242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312
X601658.CH.Equity,0,0,0,0,0,0,-0.304584570669775,0,0,0,0,0,0.205440765223665,0,0,-0.241385931683812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602120309998611,-0.0975491717584061,0,0,0,0,0,-0.0271307803580082,0,0,0.753581574447849,0,0,0,0,0,0.623825146009495,-0.0864262187829282,0,0
X601166.CH.EQUITY,0,0,0.101700177784334,0,0,0,0.456149036892379,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0336513320483019,0,-0.00438167811441776,0,0,0.387117216109577,0,0,0,0,0,-0.0515028948295969,0,0,0,0,0.0693213014101914,0,0,0,0,0,0.0987315894042843,-0.101153274763831,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665829979631387,0,0,0,0,0,0,0,0,0,0.154706272160093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941455731445541,0,0,0.0411893405077438,0,0,0,0,0.00840638283111575,0
X000002.CH.EQUITY,0,0,0,0.0561684415972015,0.0427378861452096,0,0,0,0,0.0429782636702899,0,0,0,0,0,0,0,0.0056825947308518,0,0,4.33680868994202e-19,0,0,0,0,0,0.0475776973638012,0,-6.93889390390723e-18,0.0346648646487621,0.522582790857713,0,0,0,0,0,0,0,0.143737382018314,0,0,0,-0.0737368041026268,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0559365581256873,0.375004345477079,0,0,0,0,0.151007523135906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110905289295461,0.178320072577145,0,0,0.0481132420157323
X388.HK.EQUITY,0,0,0,0,0.0689447836999391,0,0,0.0952169010055335,0,0,0,0,0,0,0,0.127949018872932,0,0,0,0,0,0.0585230283986148,0.298803248653375,0,0,0,0.020478817016569,0.0150245558666476,0,0,0.0232956865229502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699534529161919,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0694426627565841,0,-0.13259879713647,0,0,0,0,0.0668644564039302,0,0,0,0.225993603295127,0,0,0,0.131410773749309,0,0,0,0,0,0,0,0,0.0788589101250158,0,0.147968069030929,0,-0.0334405057491864,0,0.0866427245590343,0,0,0,0,0,0.0905754448302157,0,0,0,0,0,0.238393035733267
