,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172055651147569,0,0.199218795556572,0,0,0,0,0,0,0,0,0,0,0.0446847838416713,0,0,-0.191365643514394,0,0,0,0,0,-0.292167603367599,0,0.048691061522933,0,0,0.839084853568214,-0.0998337499103163,-0.156475068856168,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749638,0,0,0,0,0.0628711781967745,0,0,0,0,0,0,0.018953174065878,0,0,0,0.027901747237504,0,0,0.0789084399852691,0.0224639702312631,0,0,0,0,0,0.279069136490737,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.129620368839794,0,0,0,0,0,0,0,0,0.159404000359883,0,0,0,0,0,0,0,0.152505034839362,0,0,0,0,0,0.00813086790038379,0,0,0,0,0,0.0951751527159901,0,0,0,-0.285440659131164,-0.247001405070336,0,0,0.523435908271953,0.189016092416536,0,0,0,0.191372908862835,0,3.46944695195361e-18,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.602746946100815,0.338268677879673,0.0930942284058794,0.53659293585074,0,0,0,0.162221002167405,0.26817579116636,3.46944695195361e-18,0,0,0,0,0,0,0,-0.353510768514247,0,0,0,0,0,0.0321947336513289,0,-0.712944118873775,0,0,0,0,-0.413824880694654,0,0,0,0.244516748483477,0,0,0,0,0.402636457452298,0,0
X5.HK.EQUITY,-0.0778138518314986,-0.0239160120286066,0,0,0,0,0,0,0,0,0,0,0,0,0.464353147716165,0,0,6.93889390390723e-18,0.449902653434058,0,0,0,0,0.0662342612010631,0.0122414241055077,0,0,0,-0.130459840220183,0,-0.138668386499813,0,0,0,0,0.129661758532087,0,0,0,0,-0.10175712251266,0,0,0.182199442715954,0,0,0,0,-0.13022429325333
X601988.CH.EQUITY,-0.367786726770502,0,0,-0.00475960484190337,0.337065407904658,0,0,0,0,0,0,-0.0529188279585842,0,0,0,0,0,0.167597675448946,0,0,0.792778300669602,0,0,0,0,0,0,0,0,-0.545286546496097,0,0,0,0,0,0,0,0,0,-0.000849704284194502,0.042487486821957,0,0.147367618372462,0,0,0,0,0,0
X600036.CH.EQUITY,-0.151462920892662,0.552485660552648,-0.0367503545579442,0,0,0,0,-0.0044564404202488,-0.00731322347730551,0.339838159092128,0,0.377027369582989,0,0,0,0,1.73472347597681e-18,0,0,0,-0.145253813312813,-0.173490736668626,0,0,0.221167080812193,0,0,0.0749866626414578,0,0,0.105986204107449,0,0,-0.279593844264565,0,0,0,0,0,0,0,0.21585485150798,0,0.047467833028281,0,-0.135970748248923,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110803952693523,0.0113990855623106,0,0,0.133884425819402,0,0,-0.0787607521818672,0,0,0.0291344931552288,0.140055466643752,0,0,0.0598660607731526,0,0,0,0,0,0,0.154577778193285,0,0,0,0,0,0.143356895132063,0,0,0,0,0,0,0,0,0,0,0.0229041251447834,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.133310153609608,0.0460929292497378,0.106082440406789,0,0,0,0,0,0,0.0173128912762663,0,0.350941117794522,0,0,0,0,0,0,0,0.0349895082479747,0.0857103707341871,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0499964916030095,0,0,0,0,0.11904205215575,0.174697756844396,0,0,0,0,0,0.0744297874530829,0.0465449278556273,0,-0.154304742522526,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.567961741290475,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,-1.0842021724855e-19,0,0.189447110127987,0.127157854755286,0.0116701217519855,0,0,0,0,0,0,0,0,0,0,0,-0.0325579562083455,-0.0708022270670955,0,0,0,0,0,0.0408546665900817,0,0,0
X601166.CH.EQUITY,0.0297471712942488,0,0.0827244664766205,0.281332040589578,0,0,0,0,0,0,0,0.250247624252876,0,-0.00538276983988535,0.00315479970289787,0,0,0,0.00828480976664451,0,0,0.129781682881572,0,0,0.0021839680130649,0,0,0,0.178702348363123,0,0.0710267436130341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0352547658541209,0,0,0,0,0,0.504125667718138,0,0,0,0,0,0,-0.0318550333564506,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.328626649047393,0,0,0.0497952774477422,0,0.0948402091145728,0,0,0,0,0,0,0,0,-0.0274453753716187,0,0,0,-0.366247330071186,0,0,0,0,-0.0600468650882854
X601601.CH.EQUITY,0,0,-0.0119004196509774,0,0,-0.151404387866145,0.0296459764393577,0,0.674903846070489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414566362660332,-0.14579950927745,0.0326775171932609,0.219135930015904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275097379079553,0
X601319.CH.EQUITY,0,0,0,-0.0972642074073927,0,0,0,0,0,0,0,0,0.264185082414569,0,0,0,0,0,-0.0928885646420583,0,0,0,0,0.0473877500824559,0,0,0,0,0,0,0.00123470109196937,-0.100148724733188,0,0,0,0.375660263059212,0,0,0,0,0,0.206664940133748,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.322160016630856,0,0,0,0,0,0,0,0.270267926053844,0,0,0,-0.100045853953183,0,0,0,0,0,0,0,-0.311957431857939,0,0.447717746741716,0,0,-0.219675469832369,0.529721721230637,-0.153324686594392,0,0,0,0,0,0,0.167427235715153,0,0,0,-0.146444887539075,0.0699846110660466,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0267446994264681,0.0982995484427229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196321185648968,0,0,0.0217904429458189,0.146040888429499,0.16749992437108,0.330697926686315,0,0,0,-0.0709193490267803,0,0,0,0,0.313665167398927,0,0.0690402951152207,0.0738608886292122,0,0,0,0,0
X11.HK.EQUITY,0.109463009187624,0,0,0,0.238382750152498,0.0990513311192517,0.0558474047858367,0,0,0,0.0619071215609146,0.00252069500257945,0.0327049069744584,0,0,0,0,0,0.226264695246494,0,0,0,0,0,0,0,0,0,-0.0125876178147281,0,0,0,0,0,0,0,0,0,0.192784852471907,-0.0103188625330808,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.265181686416916,0,0,0,0,0,-0.107486399564936,0,0,0,0,0,0,0,0.215919387367632,0,0.048197707364567,0,0,0.121130292429891,0.105422342899412,0,0,0,0.159895825455361,0,0,0,-0.0294631264845189,0,0,0.159956244610507,0,0,0,0,0,0,0,0,0,0,0,0.0549711027181894,0
X2388.HK.EQUITY,0,0.0104804181100523,0,0,0,0,0,0,0,0,0,0.00284763096467322,0.00196943228077771,0,0,0,0.431306791088451,0.401062662351469,0,0,0,0.0318820159086587,0,0,0.201977443501671,0,0.0927991364939571,0.0959943459146329,0,0.177878338666454,0,0,-0.0341758603916605,0,0,0,0,0,0,0,-0.240144754895638,0,0,0,0,0,0,-0.0782237879946921,0
X600030.CH.EQUITY,0.0329531351541567,0,0,0,0,0,0,0,0,0,0,0,0,0.0225263047621633,0,0,0,0,0,0,0.0477539740080867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943975051799155,0,0.444472284300223,0,0,0,0,0.015351931275656,0,0,0,0,0.456912512457149,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0234124323144469,0,0.398380613788189,0,0,0,0.0010575974926189,0,0,0,0,0,0,0,0.0188326478329141,0,0,0,0,0,-0.245679802986531,0,0,0,0,0,0,0,0.0180340616465275,0.0925989367817143,0,0,0.384705667732134,0.148480346327777,0,0,0,0,0.0315529174248545,0,0,0,0,0
X688.HK.EQUITY,0,0.114053518084301,0,0,0,0,0,0,0,0,0,0,0,0.00955673296174629,0.0555626942963486,0,0,0,0,0,0.0639298969456656,0,0,0.105606131532302,0,0.121555372413174,0,0,0.185141159189508,0,0.068481413507898,0,0,0,0,0.0907433749924708,0,0,0,0,0.0885760836025842,0,0,-0.170705286369584,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104279292428901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501570464509458,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.000891016996374519,0,0,0,0,0,0,0.0612726924168847,0,0.142169901580825,0,0.127206544591732,0,0.0363321889906367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175231027844364,0,0,0,0,0,0,0,0.0327503910035919,0.0906455409152041,0,0,0.276488392684552,0,0,0.29309687168153
X267.HK.EQUITY,0.0108936295865629,0,0,0,0,0,0.191906310061958,0,-0.0541042308449432,0.0643844744618699,0,0,0,0,0,0.0456836599473442,0,0,0.320257536984829,0,-0.0895868975839998,0,0,0,0,0,0.0162150973310716,0,0.0527697742310204,0,0,0,0,0,0,0,0,-0.130986828751812,0.0506971628099247,0.23233051155107,0,0,0,0,-0.114476411232069,0,0,0,0
X1109.HK.EQUITY,0.122432746894457,0,0,0,0,0,0,0,0.0316546519511689,0,0,0.115393282671409,0,0.00378025604351576,0,0,0,0,0,0,0,0.336200114454129,0,0,0,0,0,0,0,0,0,0,0,0.22218567880523,0,0,0,0,0,0,0,0.231242059658339,0.0745712852233886,0,0,-0.111585693899067,0,-0.116746758691903,0
X2007.HK.EQUITY,0,0,0,0,-0.0157677512906368,0,-0.0609121305133816,0,0,0.0504436051687319,0,0,0,0,0.348539824582906,0,0,0,0.558113003405491,0,-0.0825406251843589,0.114620050076903,0,0,0.0108624720155819,0.107045371310085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712730061424833
X601818.CH.EQUITY,0.0101336363160237,0,0,0.66384077493708,0,0.0580439320667443,0.215414921556674,0,0,0,0,0,0,0,0,0.206093559593894,0,0,0,0,0,0,0,0,0,0.337941467127768,0,0,6.93889390390723e-18,-0.109441909906647,0,0,0.257350546470404,0,0,0,0,0,0,0.583023114670655,0,0,0,0,0,0,-0.762994854762261,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0702756570766316,0,0,0,0,0,0.131071630859103,0,0,0,0,0.229580445280591,0,0,0.335915616754771,0.104992131777027,0,-0.0541206384874579,0,0,0.118650540555303,0.0738094303501848,0,0.0718911752611794,0,0,0,0,0.0484280806609019,0,0,0,0,0,0,0,0,0.106677076682677,0
X823.HK.EQUITY,0,0,0,0.102787458941371,0,-0.168146313925695,0,0,0,0,0,0,0,0,0,0.171942293668513,0.171942796664319,0,0.213302041098238,0,-0.0146723808874237,0,0,0,0,0,0,0,0,0,0,0.0861302158587118,0,0,0,0.03967757823082,0,-0.162636929490064,0,0.0502771436390428,0.355337200794106,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.182923832162038,0.0347201617102829,0,0.0626612179520377,0.0639207311279496,0.12701681618511,0.227053555083529,-0.244058062433618,-0.0910658627701624,0,0.014494547247766,0,0,0.112586458317328,0,0,0,0,0.256214791112222,0,0,0,0,0,0,0,0,0,0,0.0134881969558469,0,-0.161945237324683,0,0.225325010319242,0,0,-0.171789842678598,0,-0.117439705719086
X12.HK.EQUITY,0,0,0,-0.0888600932614535,0,-0.35549641471033,0,0.399857895150148,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.158086908194178,0,0,0.412164537793042,0,0,0,0,0,0,0,0,0.00468622328527597,0.0120317501132016,0,-1.73472347597681e-18,0,0.160010484952425,0.229380369062997,0,0,0,0,0.119329362068701,0,0,0,0,-0.0382585962548686,0,0,0
X601688.CH.EQUITY,-1.73472347597681e-18,0,0,-0.24487330881099,0,0,0,0,0,0,0,0,-0.0191175122379331,0,0.0909962565136693,-0.158729583563326,0.173243229259346,0,0,0,0,0,0,-0.129696624583935,0,0,0,-0.00434375174229733,0,0,0,0,0,0.011882872300895,0,0,0.465258417322366,0,3.46944695195361e-18,0,0.204321483592748,0.0793275420896287,0,0,0,0.0615407148149045,0,-0.0199567686944957,0.331112212376761
X001979.CH.EQUITY,-0.224839828908061,0,-0.156382717186573,0,0,-0.0990940768300609,0,0,0,0,0,0,-0.249034890390742,0,0,0,0,-0.156069785037956,0,0,0.191245109670802,0,0,0,0,0,0,-0.0620453958439845,0.0337887211516556,0,0.36270994997447,0,0,0,0,0,0,0,0,0,0,0,0,0.134293157915671,0,0.33413385353988,0.256010500364389,0,0
X601211.CH.EQUITY,0,0,0,0,0,-0.0154142785055823,0,0,0,0,0,0,0,0.0568006952520865,0,0,0,0,0,0.1291730412587,0,0,0.0257094540590164,0,0,0,0,0,0,0,0,0.0260680515439984,0,0,0,0,0.0114535262569305,0,0,0.14458353660575,0,0.296695488762004,0,0.0482540970763427,0,0,0.28001345497822,0,0.00759390156703705
X601336.CH.EQUITY,0.00671469813871746,0,-0.234301047753678,0,0,0,0,0,0.288700497410064,0,0,0,0.0596669450283001,0.117437609287785,0,0,0,0.168433876910026,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0593905400223439,0,0,0.246833041456051,0,0,0.241612673007642,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0.00260224575573965,0,0,0,0,0,0,0,0.203103858166737,0,0,0,0,0,0,0,0,-0.0487688122933529,0,0.132604504982271,0,0,0,0,0,0,0,0,0,0,0,0,0.0133834010858387,0,0.0521458777833808,0,0,0,0,0.145635759147081,-0.0536549032564835,0.116961530860154,0.0814997480670007,0,0,0,0,0.00776509831175774,0.24510003418785
X002142.CH.EQUITY,0,0.581767925945765,0.270216738139244,-0.0187989015961451,0,0,0,0,0,0,0,0,0,0,0.0443406230048939,0,0,0,0,0,0.344848733178975,0,0,0,-0.0308758642580584,-0.101125056082035,0,0,0,0,0,0,0,0.00854221997751433,0,0.0355534243565171,0,0,0.0399161036211376,0,0,0,0,-0.150427335126387,0,0.0244957705067863,0,0.0183042072487968,0
X601229.CH.EQUITY,0.456270084924885,0,0,0,0,0,0,0,0,-0.0568795348869006,0.169285466781039,0.300293745894288,0,0,0,0,0,0,0,0,0.00629618791747731,0,0,0.0740163706473162,0,-0.246436482680741,0,0,0,-0.0286378530757468,-0.0727562750825073,0,0.0378828386070402,0,0,0,0,0,0,0.00523580067206875,0,0,0,-0.0646929791006991,0,0,0.0146985046210633,0.277018672054943,0.169643206769132
X601066.CH.EQUITY,-0.0292827557450615,0,0,0,-0.234492682758179,0,-0.187150971105172,0,0,-0.12962147473332,0,0,0,0,0,0,0,0,0,0,-0.0875234016563933,0,0,0,0,0,0,0.43155056424611,0,0.0412461224826392,0,0,0,0,0,0,0,-0.17246798100403,0,0,0,0,0.181474276955083,0,0.0058275273142863,0,0.236616423808463,-0.1719006040293,0
X1997.HK.EQUITY,0.437396366802586,0,0,0,0,0.104795300942017,0,0,0,0,0,-0.0509222836473393,-0.0818416712537835,0,0,0,0,0.177390756597226,0.120785586142784,0,0.0542490051525551,0.0131036410731471,0,0,0,0,0,0,0,0.493346202146125,0,0.0892560997623314,0,-0.197324158202568,0,0,0,0,0,0,0,0,0,-0.165931216300653,0,0,0,0,0
X000166.CH.EQUITY,0.0679291229085992,0,0,0,0,0,0.107511208952856,0,0,0,0,0,0,0.0676855501640707,0,0,0,0,0,0,0,0.00756150360134845,0,0,0,0.197875613195447,0,0,0,0,0,0,0,0,0.00386086313541294,0,0,0,0,0,0,0,0,0,0.0101686704604535,0,0.0807803533745821,0,0.508008322274262
X002736.CH.EQUITY,0,0,0.114197537552453,0,0,0.0269641435663084,0,0,0,0,0,0,0,0,0,0.161383401417708,0,0,0,0.149529576317224,0,0,0,0.0650718537199131,0.0502698501258782,0,0,0,0,0,0,0,0,0.170186271766841,0,0,0,0,0,0.0737251417616815,0,-6.93889390390723e-18,0,0,0,0,0.308997393220895,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653799819679234,0,0,0,-0.11619156493712,0,0,0,0,0,0,0,0,0,0,-0.0642712705678715,0,0.0562277722743075,0,0,-0.0308070912985855,0.192036755960109,0,0,-0.0704937870867786,0,0,-0.0975919025296423,0.129965480404181,0,0,0,0,0,0.223092279109217,0
X600015.CH.EQUITY,6.93889390390723e-18,0,0.018126214963363,0,0,0,0,0,0,0,0.0125713565782111,0.152530361373484,0,0,0.0278459964226187,0,0,0,0,0.172930597842196,0,0,0.212033242343888,0,0,0,0,0,0,0,0.0587240960838881,0,0,0.059708992223588,0,0,0,0,0.00300062592977442,0,0,0,0,0,0,0.428130161295924,0.0665769677938671,0,0.0115943881032016
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.599757077736167,0,0,0,-0.04303641284522,0,0,0,0,0,0,0,0,-0.0676996508117868,0,0,0,0,0,0.011002574979577,0,0.226155994542568,-0.0444321523550082,0,0,0.321859752824783,0,0.287367283324316,0,0,0,0,0.00213240184970346,0,-0.111287190417833,0,0.953015848034994,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0568635660334365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982987378197164,0.0103502264508063,0,0,0,0,0,0,0,0,-0.00801542674626348,-0.0405722365525871,0,0,0,0.0137937109379228,0.377175483343506,0,0,0,0.119457438350883,0.174263996104279,0,0,0.210575750384173,0.0917461248305073,0,0,0,0,0.141500656642245
X2881.TT.EQUITY,0,0,0,0,0,0,0.11444514462555,0.166902503334752,0,-0.190224995753101,0,0,0,-0.67960445829869,-0.368012021562133,0,0,0,0,0,0,0,0,-0.152127388922051,0,0,-0.0089266356467189,0,0,0,-0.0716386451902992,0,0,-0.0816536422568915,0,0.790455053567606,0.116381098537534,0.381479339150436,0.364399104070703,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.116697599447104,0,0,0,0,0,0.177748461130459,0,0,0,0,0,0,0,0,0,0.0851391514282903,0,0,0,0,-0.0349923279022179,0,0,0,0,0,0,0,0.326427850541813,0,0,0,0,0.104165290853993,0,0.0444454261010522,0,0,0.0294467807754229,0,0
