,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.282525428148239,0.0432964656711156,0.0108653383264796,0,0,0.431371263457864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102302099617407,0,0,0,0.0488244422668127,0,0,0,0.0184704804139921,0,0,0,0,0,0,0.0747055238958312,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.182689367290316,0,0,0,0,0,0.203955536471013,0,0,0,0.0551510400692844,0,0.165326428649128,0,0,0.0969801223241994,0,0.0516795754275129,0,0,0,0,0,0,0,0,0.1165989547509,0,0,0,0,0,0,0.0526326700411162,0,0.023047131336972,0,0,0,0,0,0,0.0662806295424959,0,0,0,0,0
X601939.CH.EQUITY,0.518914329836278,0.22767478121663,0,0,0,0,0,0.0462562229807331,0,0,0,0,0,0,0,0,0.0496706992248603,0,0,0,0,-0.138634147434938,0,0,0,0,0,0,0.183218717363717,0,0,0,0.125547056090217,0,0,0,0,0,-0.18764512242824,0,0,0,0,0,0,0,0,0,0,0.113677220329196
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.557900709444712,0,-0.0832281177505421,0,0.0471196487307131,0,0,0,0,0,0,0,0.0066768513834533,0,0.0689152539914628,0.0977563434085368,0.0822653393407358,0,0,0,0,0.115475620392952,0,0,0,0.0499809217494217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580610152417292,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.194113846100438,0.0144973354206599,0.0257162893690558,0,0,0,-0.155281573595464,0.199272509649357,0,0,0.148894947233006,0,0,0,0,0,0,0.177824384432532,0,0,0,0.178936338934386,0,0,0,0,0,0,0,0,0,0,0,0,0.0235236440781785,0,0,0,0,0,0,0,-0.101182169767694,0,0.337247225974757
X1299.HK.EQUITY,0,0,-0.235048787918836,0,0,0,0,0,0,0.129628423316677,0,0,0,0,0,0,0,0,0,0,0,0,0.0206698896127694,0.103388589289658,0,0,0,0,0,0,0,0,0.2035942357479,0,0,0,0,0.0111363953591849,0.174878350124963,0,0.0344751835673332,0.102261925495774,0.314633607431965,0,0,0,0.279432245112544,0,0,0
X601628.CH.EQUITY,0.114505805881818,0,0,0,0,0,0,0,0,0,0,0,-0.0556227881024058,0,0,-0.202329141285148,0,0,0,0,0,0.174172115491109,0,0,0.0149406887912132,0,-0.100585702935388,0,0,0,-0.0156167488056167,0,0,0,0.576803855904401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0968619303292205,0,0.0901513669156071,0.337455907472571,0,0,0,0,0,0,0,0,0.243272054132067,0,0,0,0.0966722535640594,0,0,0,0,0,0.038835683639398,0.0207841044609912,0,0,0,0,0,0.128458240200446,0,0,0,0,0,0,0,0,0,0,0,0,0.0106925975288228,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.279548220346811,0,0,0,0,0,0,0,0,0,0,0,-0.150771531794474,0,0,0,0,0,0,0,0,0,0.245117269159934,0,0.155843841097589,0,0.0243901728503543,0,0,0,0,0.0275523469447298,0,0,0,0,0,0,0,0.272366134430977,0,0.146640796967189,0,0,0,0,0.0941927643023767,0,0
X388.HK.EQUITY,0,0,0,0,-0.29053077408747,0.201254227931385,-0.0566884170486975,0,0,0,0,0,0.0572136395073372,0,0,0.00637960196718932,0,0,0,0,-0.0488299563404186,0.531386642455842,0,0,0,0,0,0.0560474659395172,0,0,-1.73472347597681e-18,0,-0.125559996194514,0,0,0,0,0,0.119639601323297,0.143353256677263,0,0,0,0,0,-0.172552809238742,0.0916785967774299,0,0,0
