,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0.0440138904986144,0,0,0,0.216408446498384,0.065289115967379,0,0,-0.0685794038894204,0,0,0,0,0,0,0,0,0,0,0,0,0.143875167944782,0.743751999838488,0.142812549806553,0,0,0,0,-0.116630827912573,0,0,0,0.031282757173529,-0.171309359698758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.522502941970762,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X601939.CH.EQUITY,0,0,0,0.889004247407587,0,0,0,0.0743056492246231,0.0590051568394648,0,0,0,0,0,0,0,0,0,0.0150155295305842,0,0,0,0,0.0429109012719092,0,0,0,0,-0.0813239476700839,0,0.0494935899475044,0,0,0,0,0,0,-0.0965954115303893,0,0,0,0.0708165235928386,0,-0.0494745163279661,0,0,0.0492991425590808,0,0,0
X601288.CH.EQUITY,0,0,0.822572833866119,0,0,-0.0817452847149154,0,0,0,0,0,-0.0399600544684852,0,0.192482178123547,0,0,0.0260511365201238,0.13874195803318,-0.0480363857345004,0,0,0,0,0,-0.0185746284858699,0,0.00584057948314021,0,0.0258105072674217,0,0,0,0,-0.0148700689158114,0,0,-0.0931942795307472,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.653062239834837,0,0.29634827639092,0,0,0.112449043168668,0,0,0,0,0.0103205195831236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835004099180996,0,0,0,0,0,0,0,0.0496090856077145,0,0,0,0,0
X601628.CH.EQUITY,0,0.267388782135387,0.0245891235572557,0,0,0,0.245565002445166,-3.46944695195361e-18,0,-0.138311602142022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299352633374097,0.0331875284066268,0.0651193894777862,0,0.0776624112897109,0.0800256606957884,-0.0552893128971724,0,0,0,0,0.139936672149125,0.0280242355519319
X600036.CH.EQUITY,0,0,0.438292624498256,0.00585410501672878,0.0163789228253143,0,0,0.148522672825958,0.0507514786470955,-0.0629530411333041,0,0,0,0,0.0456683826014118,0,0,0,0,0.0331662310132662,0,0,0,0,0,0,0,0,0,-0.00760585908423049,0,0,-0.0428182846887422,0.29408656884611,0,0,0,0,0,0,0,-0.0868103588681672,0,0,0.0627631972843264,0,0,0.0626361647202483,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.201655147266019,0,0,0,0,0,0,0,0,0,0,0.0288848225175919,0,0,0,0,0.173051431520615,0,-0.0699743557600989,0,0.011599049936958,0,0,0.129710489954326,0,0,0,0,0,0,0,0,0,0,0,0,0.14350708254124,0.146277094336168,0,0,0,0,0.469248431177682,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346963931399676,0,0,0.0269707235926481,0,0,0,0,0,0.823287439956714,-0.604405617708369,0,0,0,0.623123656475959,0,0,0,0,0,0.205311269022458,0,0,-0.150371640882675,0,0,0,0.100122167209837,0.224246805092084,0,0,0.0167727336329861,0,0
X388.HK.EQUITY,0,0.23670561247743,0,0,0.0472797709126606,0,0,0,0,0,0,0,0,0,0.00323319865474219,0,0,0,-0.278505373630764,0,0,0.232832846815979,0.502089923772855,0,0,0,0.0166668869168905,-0.0776723304911843,0,0,0,0,0,0.149241484783489,0,0,0.0605095746573712,0.268119774378077,0,0,0,0,-0.347410039815623,-0.0494693638111729,-0.0414346747244394,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.232100313430913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208624354047066,0.191082460167491,0,0,-0.0958959064291361,-0.00500675875153896,0,-0.118326467713868,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0839245814389425,0,0,0,0,0.373948613681092,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251575212022387,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0426608522512054,0,0,0.288879737349912,0,0,0.165925417264829,0,0,0,0.115032927756579,0,0,0,0,0,0,0.0220534474138206,0,0,0.0104647557218006
X601166.CH.EQUITY,0,0.126934048374665,0,0.0683131764892662,0.053879250877254,0,0,0,0,0,0.00985383622076798,0,0,0,0.45595411018092,0,0.00613266712018635,0,0.110388523979974,0,0,0,0,0.0433726613530198,0,0,0,0.0147611178945854,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120989826616308,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.264630704902755,0,0,0.181763363560913,0,0,0,-2.16840434497101e-19,0,-0.00325669412602739,0,0.0664131395647952,0,0,0.0364494183733873,0,0,0,0,0,0.330692214661433,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00988248749244157,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0356399268095432,0,0,0,-0.0156778634621547,0.0461932013027229
