,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,0.141414905485092,0,0.126682346960596,0,0,0.0262558269144496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486957628748366,0,0.418350486699655,0,0.21596015678285,0,0,0,-0.111984632707683,0,0,0,0,-0.186377115496288,0,0,-0.0357515773791764,-0.0852787483541961,0,-0.687487731644995,-0.0580391675778882,0,0.0917810217238073,0,0,0,0
X601939.CH.EQUITY,0.0589086634721817,0,0,0.296943606957738,0.0108685697705732,0,0,0,0.0595323397203338,0,0,0,0,0.335224294119814,-0.126048621992817,0,-0.049301007513182,0,0.0506842221365496,0,0,0,0,0,0,0.0734017013558034,0,0,-0.126211233395255,0,0,0,0,0,-0.148982846270149,0,0,-0.0630047033805912,-0.0104567819305687,0,0.188874706158883,0,0,0,0,0,0.152995671269708,0,0.234642015732638,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0
X601288.CH.EQUITY,0,0.461269564397937,0,0,0.0601551888609714,0,0,0,0,0,0,0.124588015453647,0.268493185145146,0,0,0,0,0,0.0365157498830146,0,0.091082671321086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147884640255498,0,0,0,0,0,0,0,-0.0780585987340533,0,0,1.35525271560688e-20,-0.13214932218567,-0.113348669552547,0
X601988.CH.EQUITY,0,0.0617360879039981,0,0.490579954551198,0,0,0,0,0,0.138659239687444,0,0,0,0,0,0,0.332194286530159,0,0.232032976902402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557976565967714,0,0,0,0,0.0560700521238932,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0415499448324071,0,0.0706342273492769,0,0,0.00698359153058987,0.050518354732123,0,0,0,0,0,0,0,0,0,0,0.0204580111006693,0,0,0.175398899910904,0.0635701959898605,0,0,0,0,0,0,0,0,0,0.0600846380233376,0,0,0,0,0,0,0,0,0.138217192594535,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0
X601628.CH.EQUITY,0,0,0,0,0,0.410270773772398,-3.46944695195361e-18,0,0,0,-0.154313844808815,0,0,0,0,0,0,0,0,0,0,0,0.0154715010851919,0,0.0179746889633664,0,0,0,0.0487895556515694,0,0,0,0,0,0,0,0,0,0.118782107900483,0.0282848299422103,0.221924360682556,0.173171586989602,0,0,0.0521039388512822,-0.0617788353382171,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0
X601658.CH.Equity,0,0.0971513316104739,0,0.144219145370681,0,0,0,0,0,0,-0.0497346997271685,0,0,0,0,0,0,-0.12404435877159,0.129515266356449,0.288533410354559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085229534277083,0.288984413995047,0,-0.0224763176588584,0,-0.023060731214801,0,0,0,0.0419134616475003,0,0
