,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0253142064968902,0.466490872917851,0,0,0,0,0,0,0.148161506859602,0.150946622453028,0,0,0.225509771549074,-0.0157660757975503,0,0.0575213740384432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536620627639963,0,0,0,0,0.0164783761211042,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0347658443825478,0.0933178118865469,0.283179230112362,0,0,0,0,0,0,0.0588473838424327,0.337681739421577,0.0881665180311752,0,0,0,0.0655462856538685,0,0,0,0.0186999226547243,0,0,0,-0.0405584151988881,0,0,0,0.00117727478023033,0,0,0,0,0.0623919472179284,0,0,0,0.00109605483995692,0,0,0,0,0,0
X601939.CH.EQUITY,0.257583007140836,0,0,0.459350222909723,0.0196502764415942,0.0950267353496082,0,0,0,0.0422737778767498,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.12691045152895,0,-0.0334570517849375,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.0150013914409938,0,0
X601288.CH.EQUITY,0,0,0.273682619259484,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17605945786419,0,0,0.0522827350490703,0,0,0.0069328209530526,0,0,0,0,0,0,0,0,0,0.0135397392703585,0.27896211621572,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0741149810034222,0,0,0.196353118448479,0,0.238630060953101,0,0,0,0,0.272826728017724,0,0,0,0,0.116452169146036,0.0533582982465636,0.0109484260914317,0,-0.264732545357851,0,0,0,0.202577704202646,0,0,-0.172761937082627,0,0,0,0,0,0.135113472619054,0,0,0,0,0,0,0,0,0,0,0,0.104472808404798,0,0
X601988.CH.EQUITY,0,0,0,0,0.251212494889973,0,0,0.0782240824900851,0,0.0875738652281493,0,0,0,0.239079124428669,0,0,0,0,-0.0927752074735387,0,0,0,0,0,0.362689487891444,0.027724665594107,0,0,0,0,0,0,0,0,-0.0451210802878493,0,0,0,0,-0.00321942743457267,0,0.0382444831346775,0.252009971585113,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0205304592866957,0,0,0,0,-0.0343878474487008,0,0,0,0,0,0,0,0,0,0.631565635395583,0,0,0.138110356178973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137444223429153,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.25171381819227,0,0,0,0,0,0,0,0,0.0940745648820394,0,0,0,0,0,0.043158674383607,0,0,0,0,0,0,0.049952305232646,0,0.0833173525575384,0,0.0243909409390367,0.301019155927418,0,0,0.17081910056163,0,0,0,0,0,0,-0.0444019952528042,0,-0.0462008968381445,0,0.080018545284762,0,0,0
X601628.CH.EQUITY,0,0.151839572531146,0,0.0399914639466432,0,0,0,0,0,0,0,0,0,0,0,0,0.0648912648724911,0,0,0,0,0,0,0,0.146327288844856,0,0,0,0,0,0,0,0,0,0,0,0,0.370628492219474,0,0,0.129700763379636,0.060606414212104,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.23609139666934,0,0,0,0,0,0.0285352339960035,0,0,0,0,0,0.324629689133168,0,0,0,0,0,0,0,0,0,0.337828744679045,0,0,0,0,0,0,0,-0.00321023317296163,0,0,0.0240457901338063,-0.00647867725245493,-8.67361737988404e-19,0,-1.0842021724855e-19,0,0,0,0.0833452787139955,0,0,0,0,0.0792358837684222,0,0
