,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0306850699639406,0,0,0.200307354556725,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900100072901095,0,0,0.312546241264183,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0201088151835249,0,0,0,0,0.2023937074168,0,0.116464563342839,0,0,0,0,-0.104816035957356,0,0,-0.063398413611174
X601318.CH.EQUITY,0,0,0,0,0,0,0.129475871483119,0,0,0,0.0186851214283644,0,0,0.220741519701812,0.0155554755026707,0.0282854734551829,0,0,0,0,0,0,0.0547653550847055,0,0,0,0,0,0.044632863368337,0,0,0,0,0,0,0.00537690692108849,0,0,0,0.518079391221977,-0.0687658704841843,0,0,0,0,0.0873597855024771,0,0,0
X601939.CH.EQUITY,0.207458612716503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.4310920298926,0,0,0.0118203211571,0,0,0,0,0.112211998558029,0,-0.0456249991290566,0,0,0.0485593304843461
X601288.CH.EQUITY,0.0410751927404796,0,0,0,0,0.0645500101497482,0,0,0.0637389258742281,0,0,0,0.115306988228799,0,0,0,0,0,0,0,0.0672886538309603,0.32350558631207,0,0,0,0,0.142217463402682,0,0,0,0,0,-0.0548624913153636,0,0,0,0,0.0712977233902619,0,0.0773308164623598,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0270557748199628,-0.252139274413923,0,0.193088881841264,0,0,0,0.134701759261081,0,0.109426828937755,0,0,0,0,0,0.338571253358215,0,0.195735703417086,0,0.224409256282927,0,0,-0.24132063600765,0.402341580643133,0,-0.0178807493583164,0,0,-0.244688910793671,0,0,0,-0.0668022777019305,0,0,0,0,0,0,0,0,0.160594448164044,0,0.138157438953062,-0.101422100937758,-0.0075115755068983,0,-0.132792308418099,0
X601988.CH.EQUITY,0.231225903127658,0,0,0.387236108106199,0,0,0,0,0,0.110714389799855,0,-0.0851420473765972,0,0,0,0,0,0,0,0,0,0.289475945796084,-0.0734252115770512,0,0,0,0,0.106837095399108,0,0,0,-0.0477651170380583,0,0,0,0.0354221248935348,0,0,0,0.0302997015726881,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.650273437564182,0.0376802355077907,0,0,0,0,0,-0.178414183036108,0,0,0,-0.0156350646392341,0,0,0,0,0,0.145473176025634,0,0,0,0,0,0,0.0398145190907632,0,0,0.0302776576406969,0,0,0,0,0,0,0,0,0,0,0,0,0.247327365599515,0,0,0,0,3.46944695195361e-18,0,0
X1299.HK.EQUITY,0,0.024745079748577,8.67361737988404e-19,0,0,0,0,0,0,-0.102390697652618,0,0,0,-0.0820298748993767,0,0,0,0.316040337493858,0.111073800889633,0,0.221549263059065,-0.108787728443499,0.164419360712541,-1.73472347597681e-18,0,0.18999545251869,0,-0.0393725336152765,0,0,0,0,0,0,0,0.031014021329297,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.073179282515932,0,0.0648124515760345,0,0,0,0,0,0.158579518753111,0,0,0.0339290746143463,0,0.297284536829836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169861618221215,0,0.0819514311116472,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.294547621394376,0,0,0,0,0,0,0,0,0.456456570223308,0,0,0,0,0,0,0,0,0,0,0,0,0.130167719650744,0,0,0,0,-0.115067418958115,0.198990033520647,0,0.381677386159346,0,0,0,0,0,-0.0594044796052105,0,-0.0860921235974283,0,0,0,-0.0719454084146186,0
X601328.CH.EQUITY,0,0.00552430019875835,0.0353741948010093,0.245110042391012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171788974375662,0.105300157939425,0,0.162906601148114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
