,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.114101625424798,0,0,0,0,0,-0.00170774155616123,0,0,0,0,0,0,0,0,0,0,0,0.134498990701614,0,0.376274079594521,-0.121031651925617,0,0.0668866031804446,0,0,0,0,0.232331003306139,0,0,0,0,0,0,-0.231397056961822,-0.0317584696596078,0,0,0,0,0,0,0,0,-0.132396747181438,0
X601318.CH.EQUITY,0,0,0,0,0.115722124067242,0,0.0659710340836816,0,0,-0.0373565222787864,0,0,0,0.0258553878928998,0,0,0,0,0,0.246001169645542,0,0,0,0,0,0,0,0,0,0.153756357304863,0,0,0,0,0,0,0.499556632538191,0,0,0,0,0,0,0,0,0.0598701952833463,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.820533893668447,0,0.0141658645041929,0.0447035477137809,0,0,0,0,0,0.0443926539354303,0,0,0,0.0276625148283836,0,0,0,0,0,0.011225720018121,0,0,0,0,0,0.00392076988604743,0,0,0,0.0142256009500621,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0266397966339061,0.00706039016927494,0,0,0,0,0.023363501551345,0.0621618370174931
X601288.CH.EQUITY,0,0,0.899467018853143,0,0,-0.0640961324655866,0,0,0,0,0,0,0,0,0,0.0282120436571214,0,0.144770634409928,0,0,0,0,0,0,0,0,-0.0921447132705847,0.0120262316025824,0,0,0.0133276450204367,0,0,0,0,0,0,0,0,-0.126923236360555,0,0,0,0,0,0,0,0,-0.0240355816483241,4.33680868994202e-19
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21074110591461,0,0,0,0,0,0,-0.243494603194172,-0.206890304863516,0,0,0.024288217466065,0,0,0,0,-0.0682594531290423,0,0,-0.0594093521043268,0,0,0,0,0,0,0,0,0,0,0,0,0.0351270150764466,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0720064516790982,0.784248805484032,0,0,0,0,0,0,0,0,0,0,0.122294639515662,0,0,0,0,0,0,0,-0.0585536004219674,0,0,0,0,0.0453234303932424,0.247527733711983,0,-0.0863598846578004,0,0,0,0,0.200632584812184,-0.131239704636529,0,0.00919728042455882,0,0,0.0914517065090393
X600036.CH.EQUITY,0,0,0.340643525772132,0,0,-2.71050543121376e-20,0,0,0.0262933932930996,0,0,0,0,0,0,0.168591015546204,0,0,0,0.00106930097566326,0,0,0,0,0,0,0,0.13429990445159,-8.67361737988404e-19,0,0,0.289179293934469,0,0,0,0,0,0,0,0,0,0,0,0,0.0661721995963605,0,0.0329419560646211,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.142845505107844,0.060812279770022,0,0.115700417958215,0,0,0,0,0,0,0,0,0.0730341480012674,0.0823494963633048,0,-0.249822907816622,0,0,0,0,0.0517979611356005,0,0.247521282768018,0,0,0.0643737081830367,0,0,0,0,0,0,0,0.0962977376524562,0.0095087392922885,0,0,0,0.46638122434379,0,0,0.0148736390939549
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0872572862577157,0,0,0,0,0,0,0.227724727467962,0,0,0,0,0.178526286747898,0,0,0,0.635163605252873,0.0265319859892083,0,0,0.0749907627131354,0,0,0.018730050428003,0,0,0,0,-0.385250192607282,0,0,0,0,-6.93889390390723e-18,-0.0793093896009059,0.106968485718599,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.052530453231661,0,0,0.433443232121523,0,0,0,0,0,0,0,0,0,0,0.0314027423497135,0,-0.456260380780456,0,0,0.170705566142433,0,0,0,0,0.284740402590993,0,0,-1.38777878078145e-17,0,0,0,0,0,0.223856223189654,0,0,0,0,0,0,-0.27646076672783,0,0,0,0,0,0,0
