,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.124864079185453,0,0,0,0,0,0,0,0.0915346508365586,0,0,0,0,0,0,0,0,0.277886857826139,0,0,0,0,0.326361826860859,0,0,0,0,0,0,0,0,0,0,0,0.147940407943774,0,-0.170524447836915,0.448847251993835,0,0,0,0,0,0,-0.0593031839501475,0,-0.0553007318727584
X601318.CH.EQUITY,0,0,0,0,0,0,0.0219343663091964,0,0.171753468431318,0,0,0,0,0,0,0,0.0312584790998883,0,0.0695775308877363,0,0.0521739640992627,0,0,0,0,0.144564192337823,0,0.0612534604227967,0,0,0,0,0,0,0,0.207520427980809,0,0,0,0.147719949777408,0.0764494874417553,0,0,0,0.112082024133191,-0.0469693128730554,0,0,0
X601939.CH.EQUITY,0.240966752092872,0,0,0,0,0,0,0,0,0.000698177996027081,0,0,0,0,0,0,0,0,0,0,0,0,0.0645184594949003,0,0,0,-0.18475004618206,0,0,0,0,0,0,0,0,0,0,0,-0.0474416330100755,0,0.505831905488667,0,0,0.132348644255737,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.169124720439757,0,-0.00963593622446157,0,0,0,0.432459550920734,0,0,0,0.359278053935594,-0.118691444398996,0,0,0,-0.152702845243867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169384205734562,0,0,0.0464016499437363,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135541732103589,0.403619570004674,0,0,0,0,0,0,0,0.182256595487688,0,0,0,0,0,0,0,0.0608186335094721,0,0,0,0.0351146920966579,-0.133450875781417,0,0,0,0,0,0,0,0,0,0.0692517628516264,0,0.158506347304101,0,0,0,0,0,-0.171524083437834,0,0,0.118247871576357
X601988.CH.EQUITY,0,0,0,0,0.241382354475749,0,0.0211001590306897,0,0.0115908178786799,0,0.131669474431464,0,0,0,0.141087408492121,0,0,0.0190247166043453,0,0,0,0,0,0,0,0,0,0,0,0,-0.233696813386655,0,0.229027224297343,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901787874410378
X1299.HK.EQUITY,0,0,0,0,0.2847743681838,0,0,0,0,0,0,0,0,0,0,0,0,0.129036008068893,0,0,0.0602061612247895,0,0,0,0,0.0682814319722365,0,0.120642035400422,0,0.0946039298768454,0,0,0,0,0,0,0,0.311310529956352,0,0,0,0,0,-0.202462339012503,0,0,0,0,0
X600036.CH.EQUITY,0,0.266598025173054,0,0,0,0,-0.00681468237524328,0,0,0.395462272814257,0,0,0,0,0,0.0701883741675696,0,0,0,0.295319049883078,0,0,0,0,0,0,0,0,0.154491044539825,0,0,0,0,-0.124290700917946,0,0,-0.181984249130212,-0.0577054854678178,0,-0.0441187758774523,0,0,0,0.21835281475899,0,-0.0281554731499139,0,0,0
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676210290738394,0,0,0,0,0.758055405196993,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.099118743870767,0,0,0,0.0170647662855473,0,0,0,0,0,0,0,0,0,0.0285081567291132,0,0,0,0,0,0,0,0,0,0.00913884821709607,0,-0.158235671333081,0,-0.0409962379697461,0
X601166.CH.EQUITY,0.152473299777962,0,0,0.265347706428568,0,0,0,0.15103289505994,0.0386211879079417,0,0,0,0.239936728665015,0,0,0,0,0,0.0338988038059037,0,0,0,0,0,0.0485763296144997,0,0,0,0,0,0,0,0.169465297449876,0,0,0,0,0,-0.176580842639267,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197786498995728,0,0,0,0,0,0,0,-0.00613488737415947,0.00132858686013229,0,0,0,0,0,0,0,0.243515045580326,-0.0405496979087423,0,0,0,0,0,0.524306180884778,0,-0.0983912581889974,0.0332026376777365,0,0,0
X600000.CH.EQUITY,0.00958868790921184,0,0,0,0,0,0,0.0280693086412449,0,0.208819631871153,0.470365696980116,0,0,0,0,0,0,0,0,0,0.0405742927926988,0,0,0,0,0,0.332841433052272,0,0,0,0,0,0,0,-0.0776782514320298,0,-0.195511230165256,0,0,0,0,0,0,0,0,-0.0728959254425733,0,0,0
X16.HK.EQUITY,0,0,-0.0501049400870362,0,0,-0.0812149998349829,0,0,0,0.0782759750378066,0,-0.0762844164450513,0,0,0,0.203876993514729,-0.19735666806385,0,-0.0756247861804565,0,0,0,0,0,0,0,0,0,0,0.358017478245456,0.166225975826949,0,0.195133535698906,0,0,-0.0138386137109115,0,0.521931775727444,0,0,0,0,0,0,0,0,0,0,-0.0636090608913529
X000002.CH.EQUITY,0,0,0,0,-0.0657594821417117,0,0,0,0,0,0,0,0,0.170806531835162,0,-0.203838061425812,0.192783342013743,0,0,-0.0995633605380881,0,0,0,0,0.150050404245571,0.0170039908863927,0,0,0,0,0,0,0.316923987344593,0.443431775048963,0.0418508183919991,0,0,0,0,0,0,0,0,0.0406287551818109,0.123180527466846,0,0,0,0
X11.HK.EQUITY,0.0190898369668607,0,0,0,0.054855759669855,0.131828839536923,0,0,0,0,0,0,0,0,0,0,0,0,0.312661625168268,0,0,0,0,0,0,0,0,0,0,0,0.579058334251154,0,0,0,0,0,0,0,-0.232984181779727,0.048474516739909,0.064399988253597,0,0.396483688459654,0,0,0,0.0144436606900013,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.118247953357936,0.135080224201919,0,0,0,0,0,0.122300649877449,0,0,0,0,-0.140791333152402,0,0,0.00938318261812462,0,0,0.166473696018,0.0732721009786003,0,0,0,0,0,0,0.0830682061963409,0,0.0846713571065154,0,0,0,0,0,0,0,0,0,0,0,0,0.0636358621330505
X388.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151220769863601,0.0232480403220174,0,0.571984593824514,0.0402532337659865,0,0,0.0088023558845895,0,0,0,0,0.148905962742993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.221500863380689,0,-0.187889531879267,0.214320487984859,-0.466866251634253,0,0,0,0,0,-0.154370383725185,0,0,0,0,0,0.591959951920254,0,0,0.300507295502692,0,-0.31143244924485,0,0,0,0.121928554446654,-0.156600886924008,0,0,-0.240863833555054,0,0.305249860504558,-0.113613005049305,0,0,0,0,-0.041173793825007,0,0.0363358471607238,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0243478604328225,0,0.00146650623699144,0,0,0,0.141226348401529,0,0,0,0.0845417915397024,0,0,0,0.356956585538112,0,0,0,0.0169958099683578,0,0,0,0,0,0,0,0,0,0,0,0,0.0644811828359639,0.0671054283701412,-0.423071307147682,0,0,0,0,-0.235918250396274,0,0,0
X688.HK.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0.170107985048814,0,0,-0.0348199579096392,0,0,0,0,0,0.0414281835338627,0,0,0,0.067542430132263,0,0,0.114987352433277,0,0,0,0.18744215743875,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0223559687025557,0.334747018856752,0,0,-0.0655320780268582,-0.252807593982132,0.00335008574411974,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409572461005038,0,0,0,0,0,0,0.292179036837204,0,0,0.281158580196285,0,0.35109585308834,0,0,0,0,0,0.0340480565409856,0.0010656987149767,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0242300035338293,0,0,0,0,0,0,0,0.0589897946384377,0,0,0.0994489810970101,0,0,0.155933889860511,0,0,0.130103232862111,0,0.0775648277194763,0,0,0.226344300104804,0,0,0,0,0,0,0,0,0,0,0,0,0.0628697808253762,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.218317994925424,0,0,0,0.0605667804516254,0,0,0,0,0,0,0,0,0,0,0,0.148021365115713,0,-0.0290908264586605,0,0.0259422100289945,0,0.0381205677049833,0,0,0,0,0,0,0,0,0.261806139898608,0,0,0,0,0
X000001.CH.EQUITY,0,0.0873948448647998,0,0,0,0.120896302477686,0,0,0.161396450112967,0,0,0,0,0,0,0,0,0.0318869408065395,0,0,0,0,0,0,0,0,0,0,0.124264954301876,0,0,0,6.93889390390723e-18,0.035524154437986,0,0,0,0,0,0,0.138851416102062,0,0,0.0859836144602475,0,0.0843071598811435,0,0.0207816647162221,0
X2007.HK.EQUITY,0,0,0,-0.088066372001569,0.146602454305573,0,0,0,0,0,0,0,0.0161645032257427,0,0.207266387385486,0.0734983797915204,0,0,0,0,0,0,0,0,0,0,0.389103784663463,0.220376174726378,0,0,0,0,0.0188012442080575,0,0,0,0,-0.142344249301376,0.0604053325544429,0.0696593043968553,0,0,0,0,-0.132228634599924,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.452246446902126,0,0,0,0.0896785708302453,0,0,0,0,0,0,0,0,0,0,-0.137624544548088,0.482116731113529,0,0,0,0,0,0,0,0,0,0.248610601004756,0,0,0.114354532252147,0,0,0,0,0,0,0,0,0.197405232943297,0,0,0,0,0,0
X1113.HK.EQUITY,0,0.176757286410155,0,0,0,0,0.0644414930730381,0,0,0,0,0,0,0,0,0,0,0.0401431042564812,0.0966314417814722,0.129679664868398,0,0,0,0,0,0.0828119523177699,0,0,0,0,0,-0.0831561782595574,0,0,0,0,0,0.173434450735491,0,0,0,0,0,0,-0.189068134025719,0,0.196084434989277,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.46334412832642,0,0,0,0,0,0,0,-0.0170517212114099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923344748480069,-0.0555637564073231,0,0,0.324158050198818,0,0,0,0,0.0913650506608924,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,-0.212776094878945,0.350123113729364,-0.453142615273847,0.0727582882807314,0.048521283608987,0,0,0,0,0,0,0,0,0.164241979079146,0,0,-0.108582270996864,0,0,-0.204872861975344,0,0,0,0,0,0,0,0,0,0,0.4915168805025,0,0.337967359792233,0,0,0,0,0,0,0,0,0,0,0.465834814407226,0,-0.230942365586308
