,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,1.38777878078145e-17,0.337123792541891,0,0.0408954682092098,0,0,0.202422782775279,0,0,0,0.0397876627902057,0,0,0,0,0,-0.00147336937157049,0,0,0,0,0,-0.0215671378356304,0,0.260339125606571,0,0,0,0,0,0,0,0,0,0,0.0556714906588564,0.125426174963111,0,0,0,0,0,0,0,0,0,0,-0.0405032663853286,0
X601318.CH.EQUITY,0,0,0.231345398879051,0,0,0,0,0,0.0624531070079818,0,0.0106712944448419,0,0.0546328163574598,0,0.171742946852459,0,0,0,0,0,0,0.0817448177601497,0,0,0,0,0,0,0.24124028169399,0,0,0,0,0,0.0374549126188423,0,0,0,0,0,0,0,0,0,0.0976107829324836,0,0,0.0281542023087203,0,0
X601939.CH.EQUITY,0.333311366890505,0.124894991501172,0,0,0,0,0,0.23248192234239,0.157379365879586,0,0,0.130144680067679,0,0,0,0.166791287571678,0.0136060575179657,0,0,-0.0636428664712097,0,0,0,0,0.129299590447059,0,0,0,0.233514133974663,0,-0.023342998580368,0,0,0,0,0,0.0314254909088384,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.172045051103004,0,0,0.0635969326843661,-0.108017064777647,0,-0.0945327551696243,0.149634715728207,0,0,0.145116692176477,0,0,0.17543006226363,0,0,0,0,0,0.416491692516228,0,0,0,0.0401440325580757,0,0,0,0,0,0,0,0,0,0,-0.0716202935906475,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0292177151635574,0,0,0,0,0.506425638897082,0,-0.0492461595389346,0,0.0196622632982606,0,0,0,0,0,0,0.0830680790192631,0,0,0.0178387559432453,0,0.0736371841105458,0,0.088312481046446,0,0,0.101456196052644,0,0,0,0,0,0,0,0.02212021502003,0,0,0,0,0,0,0,0,0,0,0.0290219242542023,0.0308976906306604,0.0686978845193693
X1299.HK.EQUITY,0,0,-0.0336077512311753,0,0,0,0,0,0,0.148776915075443,0,-0.0545221275755866,-0.0739554462030509,0,0,-0.0381208652701734,0,0,0,0,0,0,0,0.15724910769597,0,0,0,0,0,0,0,0,0,0,0,0,0.0872662959105661,0.0572216827710836,0,0,0.181511349461116,0.240456162095932,0,0.0276898089189126,0,0,0,0,0.202279343493736,0
X601628.CH.EQUITY,0.0552737512195288,0,0,-0.0264402272954648,0,0,0,0,0,0,0,0,-0.0045173676791684,0,0,-0.165431435553144,0,0,0,0.300898126270333,0,0,-0.0910639106151977,0,0,0,0,0,0,0,0,0,0,-0.0934748086386832,0,0.603573676130163,0,0.0728897478227844,0,0,0.0118957254784406,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0749747046345588,0,0.440698240415547,0,0,0,-0.0925116556653431,0,0,-1.73472347597681e-18,0,0,0,0,0.279580093340835,0,0,0,0,0,0.0455986623228649,0,0,0.0833060940981862,0,0,0,0,0,0,0,0,0,0,0,0.00192349434365454,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0754703775857679,0,0,0,0,0,0,-0.0529720288388863,0.159745898087055,0,0,0,0,0,0,0,0,-0.122611719499718,0,0,0,0.260732823425186,0,0,0.0920259234292633,0,0,0.0333008781101344,0,0,0,0,0,-0.048068989588907,0.175317538719873,0,0,0.226750740901252,0,0.267875579695946,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.297187753915427,0,0.264981695696391,-0.0332285807907536,0,0,0,0,0,0,0,0,0,0,0.277801878995922,0,0.317392410817692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841956242550129,-1.73472347597681e-18,0.10935371452501,0,0,0,0,0,0,0.0397817419756037,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.1788378304848,0,0,0,0,0,-0.0303480873901393,0,0.0927963197653114,0.454426105537104,0,-0.0463486299261126,0,0,0,0,-0.116928566221459,-0.10986321572673,0,0,-0.0637905250764468,0,0,0,-4.33680868994202e-19,0.205549981569735,0,0,0.0686922520737144,0,0,0,0.054889076474898,0.110348822558325,0,0,0,0,0,0,0,0,0,0,0.0211428990748776,0,0
X601658.CH.Equity,0,0,0,-0.266949236733359,0,-0.0506055304781446,0.0452767278915041,0.449915676545813,0,0,0.407872133112889,0,0,0,0,0,0.290098624072141,0,0,0.214114860477731,0,0,0,0,0,0,0,-0.417904677376409,0.0343920911449732,0,0,0,0,0,0,0,0,0.196885382377788,0,0,0,0,0,0,0,0,0,0,0,-0.0124310055982792
X000001.CH.EQUITY,0,0,0,0.127035286552533,0.0456010086642842,0,0.00320807081840741,0,0,0,0.46278846180598,0.0344745786011498,0,0,0.261040249608705,0,0,0,0,0,0,0.00989265498855267,0.225037201607476,0,0,0,0,0,0,-0.0187625333662991,-0.0329535736447722,0,0,0,0,0,-0.194572639820476,-0.135921761857538,0,0,0,0,0,0,-0.0615960045537544,0,0,0,0,0
X600030.CH.EQUITY,0,0.0666488341002563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161828735079093,0,0.114729284529897,0,0.0996312533983708,0,0,0,0,0,0,0,0.0983953407048323,0,0,0,0,0.252563968211284,0,0,0.0447218295985602,0,0,0,0,0,0,0,0.332718955516796,0.0318196100626316,0.00213100045418151,0.0286933882339441,0,0,0.122330491161097
X601601.CH.EQUITY,0,0.54299887538214,0,0,0,0,0,0.0946195507881042,0,0,0,0,0.0318736217335343,0,0,0,0,0,0,0.0531658637509723,0,0.182074572232568,0.0066799033994331,0,0,0,0,0,0,0,0.0827764812861125,0,0,0,-0.158259037534351,0.131292459103269,0,0,-0.0849894936489258,0.094044080340291,0,0,0.0282228637538824,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.191432544580818,0,0.200501131970115,0,0,-0.170824644232213,0,0,-0.0870001708969751,0,0.0981242739333109,0,0,0,0,-0.0476089639628156,0,0,0,0,0,0,0,0,0.145178121606205,-0.0530518498928482,-0.0834632722545478,0,0.105198614312581,0,0.596025222941527,0,0,0,-0.00375529675423155,0,0,0,0,0,0,0,0.220819544119485,0,0,0,0.112327998516655,0,0
X601328.CH.EQUITY,0,0,0.0229907380076635,0,0,0,0,0.0687912911813608,0,0,0,0.179470923199485,0,0,0,0,0,0,0.321136711550723,0,0,0,0,0.023582948418007,0.131044604164693,0.0164995453860713,0,0,0,0,0,0,0,0.106217356090951,0,0,-0.060135302896524,0.139210057944482,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0652403711827253,-0.147106801549422,0,0,0.0673121087024558,0,0,0,0,0,0,0.653706350989521,-0.0522365055194869,0,-0.143126416836489,0,0,0,0,0,0,-0.0615911220908256,0,0.251545774004893,3.46944695195361e-18,0,0,0,0,-0.0143394991227977,0,0,0,0,0,0,0.204517497303757,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.105755958170778,0,0,0,0,0,0,0,0.00373865752295373,0,0,0,0,0.456662929311211,0,0,0,0,0,0,0,0,0.0729220638227603,0,0,0,0,0.0262832548815683,0.0297440922069946,0,0,0,0,0,0,0.0594877967622686,0,0,0,0,0,0,0,0.0158038471640116,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0370966332345462,0.0863245711479625,0,0.0175210291774654,0,0.207025135129326,0.125987493129985,0,0,0.231312624522971,0,0,0,0,0,-0.0498629091700229,-0.00868994798188407,0,0,0,0,-0.0360142004923269,0.0277924593658428,0,0,0,0,-0.0405993607795163,0,0,0,0,0,0,0,0.261771969180124,0.112429211651178,0.119445886269002,0,0,0.0863616508707812,0
X16.HK.EQUITY,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163014183941327,0,0,0,0,0,0.0115034678675573,0,0,0,0,0,0,0,0,0.321805808635716,0,0.113288155935606,0.529805491995531,-0.0230682255793747,0,-0.425581214882313,0,-0.13475095316253,0.0215918761609043,0.0664069664289746
X601319.CH.EQUITY,0,0.0810419154062377,0.207020565483657,0.00251845572255084,0,0,0,0,0,0,0,0,0,0.265012148711594,0,0,0,0,0.0857110341693793,0,0,0,0,0,0,0.0177980537992298,0,0,0,0,0,0,0,0,0,0.135505739512536,0,0,0,0,0,0,0,0.00605106191166188,0,0.0277520770668748,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.0581716689078775,0,0,0,0,-0.0460107949876007,0,0.0669760473541775,0,0.270189404654454,0,0,0,0,0,0,0,0,0,0,0,0,0.0214592033119446,0,0.14983810745483,0,0,0,0,0,0,0.0305400365383056,0.239005217397969,0.0225782453000582,0,0,0,-0.0136940662191427,0,0,0,0,0,0.00185008835125151,0,0,0
