,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.212602100735163,0,0,-0.0060505327115137,0,0,0,0,0.565257287307684,0,0,0,0,0,0,0,0,0,0,0,-0.126148134309148,0,0,0,0,0,0,0,0,0,0,-0.2863022077276,0,0,0,1.73472347597681e-18,0.683687608493261,0,-0.139790152497631,0,0,0,0,-0.0538336898210732,0,0
X601318.CH.EQUITY,0,0,0,0.00207467859912149,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,-8.67361737988404e-19,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0
X601939.CH.EQUITY,0.31525867932027,0,0,0,0,0,0,0,0.0092399550282899,0,0,0,0,0,0,0,0,0,0,0,0.0487177203590202,0,0,0.132699084781081,0,0,0,0,0.109050460466701,0,0,0.0237917536722078,0,0,-0.0822075686651801,0,0,0.29146454067322,0,0,0,0,0.0821285063779717,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.2659211181645,-3.46944695195361e-18,0,0.174118546369132,0.0414236327993866,0,0,0,0,0,0,0,0.0468322466051826,0,0,0,0,0,0,-0.0405271042451768,0,0,0.113503130060872,0,0,0,0,0,0,-0.0667795860181679,0,0,0,0.191821449080814,0,0,0,0.0984498576837603,0,0.0846666756898496,0,0,0.0820922657582971,0
X5.HK.EQUITY,-0.0963702380720063,0,0,0,0,0,0,0,0,0,0.0820154624701421,0,0,0,0,0,0.274755511326169,0,0.000797784389900975,0,0.351908616457498,0,0,0.346303076414196,0,0,0,0,0,-0.263480752178764,0,0,0,0,0,0,-0.125692124457596,0,0,0,0.250909820939029,-0.0946669529788367,0,0,0,0,-0.114407994453732,-0.11972767609045,0
X601988.CH.EQUITY,0.254784321087426,0,0,0.571797315400761,0,0,0,0,0,0,0.101465454902926,0.100008801891529,0,0,0,0,-0.0473460999657762,0,0,0,0,0,0.0062406468555659,0.0584726400024506,0,0,0.041182781801763,0,0,0,0,0,0,0,0,0,0,0.0266150004828883,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.630371614160075,0,0.148654133042979,0,0,0,0,-0.17655280098927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034221796757313,0,0,0,0,0.0704308294863914,0.0644094098146979,0,0.0754096403264908,0,0,0,0,0,0,0.137710906243742,0,0,0,0,0.0375594148004512,0,0,0
X1299.HK.EQUITY,0,0.0363377254740244,0,0,0,0,0,0,0,0,0,0,0,0,0.368924984836246,0,0,0.0529786973067216,-0.109392299750657,0.104890775893262,0.0458142129082259,0,0,0,0.159111017074757,0.18715307523929,-0.179916500896127,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684880571769889,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0711465294576216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318760268561313,0,0.0831971099452154,0.118780075354325,-0.0299596743165045,0,0,0,0,0.0601952807277512,0,0,0,0,-0.0710510570574113,0,0,0,0,0,0,0.0483541544989831,0,0.196445533935094,0,0,0,0,0,0,0,0,0,0.119158018341114
X601328.CH.EQUITY,0,0,0.0351336933732498,0.331890123895007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170759343405935,0,0,0.162083375517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.293093220889749,0,0,0.117111686720539,0,0,0,0,0,0,0.533804475757033,0,0,0,0,0,0,0,0,-0.390135577043636,0,0.445947165075038,-3.46944695195361e-18,0,0,0,0.0170905251075144,0,0,-0.0451282465961323,0,0,0.386908414385888,0,0,-0.0304296558549737,0,-0.0217323076245294,0,0,0,0,-0.12681647147256,0
X601319.CH.EQUITY,0.0635644952201801,0,0,0,0,0,0,0,0.259879904894706,0,0,0,0,0,0,0,0,0.00401643613811569,0,0,0,0,0,0.185907510321447,0,0.103445983638727,0,0,0,-0.0231666483344726,0,0,0,0,0,0.259941510683582,0,0,0,0.00337720896215696,0.176897751433162,0,0,0.122364740153938,0,0,0,0,0
