,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY
X601398.CH.EQUITY,0,0,0.115539731261409,0,0.626274504284478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113257986463486,0,-0.0101828086557387,0,0.0143856283478716,0,0,0,0,0,0,0.0767002441371152,-0.0224037624098337,-0.00409205642752942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.020412761800581,0,0,-0.00270647339304939,0,0,0,0.242906981375819,0,0,0,0,0,0.533841094283599,0,0,0,0,-0.0432811912366731,0,0,0,0,0,0,0.0348404390248554,0,0,0,0,0,0.118191908373455,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.199163627381066,0,0,0,0,0.0923763507273206,0.0530805986174579,0,0,0.043270180891739,-0.0620350856367849,0.192146586030666,0,0,0.273464203420117,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.209665125896716,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0
X601288.CH.EQUITY,0.443684616142302,0,0,0,0,0,0,0,0,0,0,0,0,0.0415915579354755,0,0,0.0789268433495069,0,0,0.0236042013288599,0,0,0,0,0,0,0,0,0.0967386490205917,0,0,0,-0.0502076489747259,0,0,0,0.0121797117329621,0,0,0,0,0.045267663314401,-0.0674930793012718,0,0,0,0,0,0,0.30803235325272
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0308187079759949,0.149703957033513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0627039953892224,0,0.000532523416772195,-0.0718919807963667,0,0,-0.126830667276154,0,0,0,0,0,0,0,0,-0.0771538647068162,0,0,-0.059022289301863,0.934815945366805,0
X1299.HK.EQUITY,0,0,-0.197938458725629,0,-0.0602658224595828,0,0,0,-0.00663275428772173,0.26468546820078,0.119493793054438,0,0,0,0.0470527336004245,0,0,0,0,0,-0.147209991759747,0,0,0,0.188632399679194,0,0.395757364212165,0,0,0,0,0,0,0,0,0,0.041868555834271,0.0630015762242161,0,0,0,0,0.0933671407594652,0,0.0956887454954256,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229904084877012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543341365664622,0,0,0.356202425943808,0.136995654458923,0,0,0,0,0,0,0.0677704081947993,0,0,0,0,0.167097171766452,0,0.341287693040893,0,0,0,0,-0.0660159284866652
X388.HK.EQUITY,0,0.0703737105475683,0,0.130479437731636,0,0,0,0.0287826234298268,0,0,0,0,0,0,0,0,0,0,0,0,0.0605540403018619,0.0502589233960476,0,0,0,0,0,0,0,0,0.151969086621411,0,0,0,0,0,0.0608554410898484,0.134114859375425,0.244117407685071,0,-0.23484907749473,0,0,0,0.0176769315120506,0,0.316823933376992,0,0,0
