,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.476691873209248,0,0,0,0,0,0,0,0.29772991512792,0,0,0,0.159762817789104,0,0,0.0441039865254888,0,0,0,0,0,0,0,0,0,0,0,0,0.043422157681694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830984981359311,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.132514802498047,0.254875281056262,0,0,0,0,0,0,0,0,0.288984955392613,0,0.0811119426947435,0.0435354393682141,0,0,0,0,0.0971756392690069,0,0,0,0,0,-0.0111475157592737,0,0,0,0.0603058506300549,0,0,0,0.0234267428091298,0,0,0.0157841136311599,0,0,0,0,0.0303908012958519,0.00282020630181066
X601939.CH.EQUITY,0,0,0,0.709799440353799,0.0319934883693383,0.0528894279449817,6.93889390390723e-18,0,0,0.243647740188116,0,0,0,0,0,0,0,0,0,0,0.0476650909682246,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0223729580863384,0,0,0.0226188003573447,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.316720058797475,0,0,0.844098202882146,0,0,0,0,0,0,0,-0.0378678279067238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101289356579623,0,0,0.0295468485342076,0.127130973434784,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X5.HK.EQUITY,0,0,0,0,0,0.149984836328437,0,0.300976570147631,0,0,0,0,0.0432354935408035,0,0,0,0,0,0,0.0206318587320987,0,0,0,0,0,0.0145684269591512,0,-0.139976353864764,0,0,0,0,0,0,0,0,0.10930460983305,0,0,0.282310689877181,0,0,0,0,0,0,-0.0573446902672269,0,0.0584813444173808
X601988.CH.EQUITY,0,0,0.0525497664103797,0,0.20610757364411,0,0,0.111966160440541,-1.73472347597681e-18,0.0777538122044274,0.183118905421219,0,0,0,0,0.179310282373646,0.0455559312506533,0,0,0,-0.0958786171934808,0,0,0,0.104952480424623,0,0,0,0,0,0,-0.187190021445573,0,0,0,0,0,0,0,0,0.0624839111904515,0,0,0,0,0,0,0,-0.0201872645968194
X600036.CH.EQUITY,0,0.0982310014315085,0,0,0,0,0,0,0,0.425743112452934,0,0,0,0,0,0,0.00715980488974455,0.153445595662046,0,-0.122992014296051,0,0,0,0,0.16734574522193,0,0,0,0,0,0.218245843327531,0,0,0,0,0,0,-0.0151526344328347,-0.0257019985260791,-0.193267809329894,0.14879406873745,0,0,0,0.135548868580545,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.230556281913714,0,0,0,0,0,0,0,0.0386315735825858,0,3.46944695195361e-18,0,0.218010822559775,0,0,0,0,0,0,0,0,0.0573174865405628,0,0.122788118035062,-0.223264185296028,0,0.065484536004152,0,0.0389253799232006,0,0,0,0.371651590157231,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.125721793191943,0,0.00170317415517811,-0.0907609041139314,0,0,0,0,0,0,0.0232654307660656,0,0,0,0,0,0.193645584327329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407551056769793,0,0,0,0,0,0.203837692158573,0.0662181004312973,0,0.0781423888512478,0,0,0,0
X601328.CH.EQUITY,0,0,0.153473956315408,0,0,0,0.383115105247132,0,0,0,0,0,0.46496136082903,0,0,0,0.0411353853917403,0,0,0,0.0891556298909547,0,0.203992669159866,0,0,0,0,0,0,0,-0.0111313099327358,0,-0.0730934711411204,0,0,0,0,-0.0831477678766859,0,0,-0.0720578200923436,0,0,0,0,-0.120636339557078,0,0,-2.16840434497101e-19
X601166.CH.EQUITY,0.238386066333641,0,0,0.248856472810454,0,0,0,0,0,0,0,-0.0179503431632198,0.177157810734469,0,0,0,0,0,0,0.0601126541666664,0,0,0,0,0.263333683151611,-0.0583314588945301,0,-0.0769285080344096,0,0,0,0,0,0,0.106532163837077,0,0,0,0,0,0.0202330286009708,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.0672050636689091,0,0,0,0,0,0,0,0,0,0,0.00811535680584801,0,0,0.284910386435237,0,0.0390766585207682,0,0,0,0,0,0,0,0,0,0,-0.0797298305706691,0,0,0,0.105641386138557,0,0.224493970185538,-0.22332206652522,0,0,0,0,0.344943691968971,0,0,0.107667112767819,0,0.0965789517070737
X600000.CH.EQUITY,0,0,0.228160360726911,0,0.0327114526952531,0,0,0,0,0.178331192845786,0.369164732427402,0,0,0,0,0,0,0,0,0,0.0572797076781983,0,0,0,0,0,0.216839788177467,0,0,-0.115718680246631,0,0,0,-0.0629454452373833,0,0,0,-0.00828278378746973,-0.1164091452609,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144517049421991,0,0,-0.285479571163077,0,0,0,0,0,0,0,-0.0732936471132963,0,0,0,0,0.229241304580862,0.226257714284462,-0.00122994960468091,0,0.0974969519594735,0,0.372351471508441,0,0,0,0,0,0,0,0,0.37560241362803,0,0,0
X11.HK.EQUITY,0,0,-1.73472347597681e-18,0,0.042143687932041,0.320691127490658,0.0152784487128128,0,0,0,0,0.0358436999652551,0,0,0,0,0,0,0,0.0810128443165002,0,0,0,0,0,0,0,0,0,0,0,0.527791979763664,0,0,0,0,0,-0.164118449801436,0,0,0,0,0,0.270393044497029,0,0.141617552293295,0,0,0
