,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0.524021473143341,0,0.146043603404291,0,0.0107841921877155,0,0,0,0,0.00454985002974918,0,0.055414762819057,0,0,0,0,0,0,0,0,0,0,0,0.112096288734885,0,0,0,0,-0.119994939828882,0,0,0,-0.0480824012757392,0,0,0,0,0.12328319469637,0,0,0,0.0523790663672489,0,0,-0.0264853886463038,0,0,0
X601939.CH.EQUITY,0.220275934673559,0,0,0.53175114469557,0,0,0,0,0,0,0.0420227618880852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743302697608568,0,0,0,-0.0205281725651281,-1.73472347597681e-18,0,0,0.0965462626741326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0132847274641828,0,0,0,0,0,0,0,0.0865609993865698,0.29088452022422,0,0,0,0,0,0,0.139409473922335,0,0,0,0,0,0,0,0,0,0.0497657539547598,0,0,0,0.197920711738533,0.0686212841937132,0,0.0130977758409142,0,0,0,0.0185122099629101,0,0.0694953248518691,0
X601288.CH.EQUITY,0.0331559061975084,0.218617456983859,0.0492744678561274,0,0,0,0,0,0,0.120723859081283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171781940040153,0,0.204074398338212,0,0,0.107074508997673,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00601273297911553,0,0.325179760396723,0,0,0,0,0,0,-0.346269569489542,0.0939122570522197,0,0,0,0,0,0,0,0,0,0.127705474568266,0,0,0,0.313829374846743,0,0,0.230398149017567,0,0.253934338174349,0,0,0,0,0,0,0.079688659147806,0,0,0,-0.53665507322186,0,0,0
X601988.CH.EQUITY,0.259321368947741,0,0,0,0,0,0,0,0.10536530191895,0,0,0,0.0169459297224422,0.17639947406182,0,0.00871360913547477,0,7.4504258972826e-05,0,0,0,0,0.396051727788692,0,0,0,0,0,0.0460140203279218,0.0410865197319238,0,0,0,0,0,0,0,0.0357664954189512,0,0,0,0,0,0,0,0,0,0,-0.0275250310515305
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0248282371841952,0,0,-0.0228687044457382,0,0,0,0,0,0.0724551043983913,0,0,0,0,0,0,0.72158053794935,-0.00801746082059827,0.0269778663982769,0,0,0.0987847614600346,0,0,0,0,0,0,0,0,0,0,-0.00128802249819525,0,0.0667645383399574,0.0579389139937373,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267673384122756,0,0,0,0,0,0,0,0.209479435005763,0,0,0,0,0,0.057116254345738,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0455440163690764,0.114440982896008,-0.0716075940467563,0,0.338069381263996,0.188218997906426,0,0,0,0,0,0,0,0,0,0,-0.0756743710610562,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.217416334255646,1.73472347597681e-18,0,0,0.0305834012112426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504687146785556,0,0,0,0,0,0,0,0,0,0,0,0,0.4036086310711,0,0.233031312752443,0,0,0.0292895832333361,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171109190546328,0,0,0,0,0.115253499600757,0,0,0,0,0,0,0.258947141923748,0,0,0,0,0,0,0,0.226979443765303,0,0,0,0,0.0662367369221838,0,0,0,0,0.00607789710754944,-0.00589571473435376,0,0,0,0,0,0.201639189736438,0,0,0,0,0.00225316296733562,0,0,0,0,0.0285792035104743
X601166.CH.EQUITY,0.120648892988072,0.198056626900159,0,0,0,0,0.133501755631024,0,0,0,0,0,0,0.0967716925473528,0,0,0,0.12850972380855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.102087817721859,0,0,0,0,0,0,0.0917415740520909,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0910845673642142,-0.169464327420297,0,0,0,-0.0874833813388158,0,0,0,0,0,0,0,0,0,0,0,0,-0.016991141765825,0,0,0.21860735250872,0.158151460990374,0.168417268864626,0.255215057707228,0.356525853017144,-0.109621673593403,0,0,0,-1.38777878078145e-17,0,0,0.0447045755738984,0,0,0,0,0.0515467996457024,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119162669770664,0,0.416265811763379,0,0,0,0,0,0,0,0,0.247432386108779,0,0.351581146995426,0,0,0,0,0,0,0,0,0,0,0,0,0.0798326232363107,0.185645889747356,0.0878947758487889,0.0456745818722117,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.171810177692922,0,0,0,0.326257821497188,0,0.10303064562152,0,0,0,0.0696055580158057,0,0,0.0455020205852391,0,0,0,0,0.0662600811287382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162816989260629,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,-0.252693012267589,0,0,0,0.129767951050011,0,0.138580728180214,0,0,0,0,0,0,0,0,0,0.263303879919901,0,0,0,0,-0.269784553916765,0.2129657132632,0,4.33680868994202e-19,0.167693316720576,0.553105485834981,0,0,0.0200958355807582,0,0,0,0.00815957202621807,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0.0520894723604342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825883482183083,0,0.0564636522309061,0.11683548554901,0,0,0.66698985540738,0,0,0,-0.019411162786456,0,0.129206143072704,0,0,0,0,0,0,0,0.147366661206656
X2388.HK.EQUITY,0,0,0.110632973795682,0,0.283360969009358,-0.553934035213942,0,0,0,0,0,0,0.105753117108871,0,-0.0250253427041957,0,0,0,0.264422852784217,0,0,0,0,0,0,0.166056662898514,0,0.21511261036964,0,0,-0.154779086320571,-0.00774267894806256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222184637472339,0
X601601.CH.EQUITY,0.118158623763824,0,0.0578564203508344,0,0,0,0.163384089516534,0,0.0287480799326487,0,0,0,0,0,0,0,0,0,0.0382217237397803,0,0,0,0,0,0,0,0,0,0,0,-0.0180304963879168,0,0,0,0.111172435334612,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.271185952619008,0
X388.HK.EQUITY,0,0,0,0,-0.0350768883273355,0,0,0.287962877010021,0,0,0,0,0.0394495698923165,0.359652363336899,0,0,0.0152445642410237,0.145577237235781,0,0,0,0,0,0,0,0.17879280397842,0,0.164638620488019,0,0.0219924030167329,0.0843482124844663,-0.0165498401599554,-0.0702799472362288,0,0,0,0,0.0158661904499215,0,0,0,0,0,0,0,0.149584546528357,0,0,0
X267.HK.EQUITY,0,0,0,0,0.109184727195605,0,-0.303748236837615,0,0.101415166132808,0,0,0,0,0,0,0,0,-0.319818050276423,0.108666642262921,0,0,0,0,0,0,0,0,0,0.0171339629319772,0.107532631225225,0.21647290831034,0,0.0993774089205788,0,0,0,0,0,0.406774892138093,0.119905517729284,0,0,0,0,0,0.490893681649517,0,0,0.00072779215795141
X688.HK.EQUITY,0,0.0906284421172962,0,0,0.0276732258371307,0,0,0.166033696222527,0,0.0239326838759995,0,0,-0.0355739924565171,0,-0.0302785081936116,0,0,-0.127182715948301,0,0,0,0,0,0,0,0,0,0.411810750734087,0.00667527671985412,0,0,0,-0.00845101428835427,0,0.140031506443443,0,0,0,0,0,0,0,0,0,0,0.0752078068957837,0,0,0
X601998.CH.EQUITY,0,0,0,0.11545632465322,0,0,0,0.0445647057875614,0,0.45097603482228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220761068158481,0,0,0,0,0,0,0.194137467078563,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.161960794056533,0.197876229321547,0,0,0.0847798258630791,0,0,0,0.0832983317779942,0,0,0,0,0,0,0,0,0.0550175093994405,0,0,0,0,0,0,0,0,0,0,0,0.0692233727331728,0,0,0.00801164120336871,0.300096412061677,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322373494363109,0.0661533855498421,0,0,0,0.0471421428879237,0,0,0,0,0,0,0,0,0,0,0.000897862680148591,0,0,-3.46944695195361e-18,0,0.70098684639406,0,0,0,0,0.0686274448015659,0,0,0,0.0625330339673207,0,0.0158862837832672,0,0.0398902231641714
X000001.CH.EQUITY,0,0.0329876934617693,0.0581619708761296,0,0,0,0,0,0.100332426476055,0,0,0,0,0,0,0,0,0.142030804681068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823172389098051,0,0,0,0,0,0.212913961262068,0,0,0,0.232075789024533,0.0398462209756436,0,0,0,0,0.00702965653591223,0
X2007.HK.EQUITY,0,0,0,0,0.00280159263562305,0,0,0.00682604873754969,0,0,0,0,0.0427424813989929,0,0,0,0,0,0.218521471927207,0,0,0,0,0,0,0,0,0.170766977763013,0.0999004569684974,0,0.0207356966091966,0,0.051769206504623,0,0,0,0,0,0,0,0,0,0,-0.12943790129131,0,0.100169556329271,-0.0137692012342656,0.427742131653392,0
X601818.CH.EQUITY,0,-2.77555756156289e-17,0,0,-0.0218769491848628,0,0.190888650113366,0,0,0.26693740996725,0,0,-0.0994018757440695,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.414700142931971,0,0,0,0,0.170214755822777,0,0,0,0,0,-0.0311447792691814,0,0,0,0,0,0,0,0.061858377920368,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,-0.192740766919273,0,0,0,0,0,0,0,0,-0.0327926364750742,0,-0.0162438906329158,0,0,1.38777878078145e-17,0,0.172158887231809,0,0,0,0,0,0,0.177903298011197,0,0,0.118002995725692,-0.0976638448280803,0,0.192648005219045,0,0,0,0,0,0,0,-0.116872039984439,0,0,0,0,0,0.375070129508513,0.126316050250593,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.492859152905074,0.164157842407453,0.253244408023868,0,0,0,0,0,-0.0778897767086226,0.014166172898364,0,0,0,0,0,0.14547190509651,0,0,0,0.0438536683382132,0,0,0.0143685022207808,0,0,0,0,0,0.160625125088205,0,0,0,0,0,0,0.276177833745217,0,0,0
X12.HK.EQUITY,-0.683178834011366,0,0.149226622985469,0,0.13025075111525,0,0.0544657836023008,0,0,0,0,-0.0744225734584402,0,0,0,0,-0.127936811366542,0,0,0.19061191237093,-0.205329430286947,0,0,0,0,0.024646504220376,0.472176110036056,0.0644731859877973,0.228880002610092,0,0,0.259813321385261,0.0758086470154285,0,0,0,0,0,0,0,0,0.129013199276579,0,0,0,0.103286144923982,0,0,-0.282597984165698
